index,model_name,temperature,start_time,end_time,response,prompt_task,task_number,prompt_name,noun_0,noun_1,noun_2,noun_3,noun_4,noun_5,noun_6,noun_7,noun_8,noun_9,dat,intelligence
d2aad15fb7184648399cdc72296cfa10.pickle,GPT-4o,baseline,2024-03-07_16:12:34,2024-03-07_16:12:37,"""apple, car, happiness, mountain, book, chair, river, cat, idea, house""",baseline,1,baseline_prompt_1,apple,car,happiness,mountain,book,chair,river,cat,idea,house,77.70929,LLMs
673b73a36dc65b07acb53e49b3e8352d.pickle,GPT-4o,baseline,2024-03-07_16:08:45,2024-03-07_16:08:47,"car, apple, democracy, cloud, guitar, table, happiness, mountain, book, cat",baseline,1,baseline_prompt_1,car,apple,democracy,cloud,guitar,table,happiness,mountain,book,cat,81.89219,LLMs
0012e1f617edb24786862ef6d9470fb3.pickle,GPT-4o,baseline,2024-03-07_16:19:34,2024-03-07_16:19:37,"""apple, chair, love, mountain, music, book, happiness, ocean, cat, democracy""",baseline,1,baseline_prompt_1,apple,chair,love,mountain,music,book,happiness,ocean,cat,democracy,74.50334,LLMs
6538386c56bee9681f5e1625c70c6dd6.pickle,GPT-4o,baseline,2024-03-07_16:13:25,2024-03-07_16:13:27,"""apple, car, happiness, river, chair, mountain, dream, pencil, cloud, freedom""",baseline,1,baseline_prompt_1,apple,car,happiness,river,chair,mountain,dream,pencil,cloud,freedom,74.1401,LLMs
a979b42e0183ca7d7b5f30d498579b4e.pickle,GPT-4o,baseline,2024-03-07_16:18:03,2024-03-07_16:18:05,"""apple, mountain, happiness, car, clock, river, guitar, idea, chair, ocean""",baseline,1,baseline_prompt_1,apple,mountain,happiness,car,clock,river,guitar,idea,chair,ocean,78.135445,LLMs
21d5ce7592e634fcc2b0899f180577c9.pickle,GPT-4o,baseline,2024-03-07_16:20:12,2024-03-07_16:20:14,"""apple, river, happiness, chair, mountain, idea, school, car, rain, bread""",baseline,1,baseline_prompt_1,apple,river,happiness,chair,mountain,idea,school,car,rain,bread,74.998604,LLMs
70479028641fd2b4beca28dd2b6035c1.pickle,GPT-4o,baseline,2024-04-07_13:01:52,2024-04-07_13:01:54,"book, apple, car, happiness, mountain, chair, ocean, dream, computer, flower",baseline,1,baseline_prompt_1,book,apple,car,happiness,mountain,chair,ocean,dream,computer,flower,77.619644,LLMs
12aac156e13e25dbab2a24e61238d2ae.pickle,GPT-4o,baseline,2024-03-07_16:19:46,2024-03-07_16:19:49,"apple, mountain, happiness, table, dream, guitar, ocean, justice, cloud, shoe",baseline,1,baseline_prompt_1,apple,mountain,happiness,table,dream,guitar,ocean,justice,cloud,shoe,74.122246,LLMs
633553e0d4a08984e21101acaea7644e.pickle,GPT-4o,baseline,2024-04-07_12:53:26,2024-04-07_12:53:28,"book, planet, dog, democracy, apple, car, happiness, sand, river, chair",baseline,1,baseline_prompt_1,book,planet,dog,democracy,apple,car,happiness,sand,river,chair,77.960045,LLMs
d2953eccb6336d506c37ec899fd0add4.pickle,GPT-4o,baseline,2024-03-07_16:23:01,2024-03-07_16:23:03,"apple, mountain, happiness, car, pencil, cat, river, freedom, book, clock",baseline,1,baseline_prompt_1,apple,mountain,happiness,car,pencil,cat,river,freedom,book,clock,77.46273,LLMs
d58e9f309062dc5858867ebbed6e5509.pickle,GPT-4o,baseline,2024-04-07_12:58:09,2024-04-07_12:58:12,"apple, river, dream, chair, hope, mountain, song, gold, book, cloud",baseline,1,baseline_prompt_1,apple,river,dream,chair,hope,mountain,song,gold,book,cloud,73.334595,LLMs
d6862a1b84bd0ca5440c49a533c369b2.pickle,GPT-4o,baseline,2024-03-07_16:16:44,2024-03-07_16:16:47,"""apple, ocean, happiness, chair, mountain, pencil, dream, clock, cloud, music""",baseline,1,baseline_prompt_1,apple,ocean,happiness,chair,mountain,pencil,dream,clock,cloud,music,75.64235,LLMs
2ee5c28c109d8b7932635f1d88a6857c.pickle,GPT-4o,baseline,2024-04-07_12:55:44,2024-04-07_12:55:48,"apple, chair, freedom, mountain, umbrella, flower, painting, shadow, temple, cookie",baseline,1,baseline_prompt_1,apple,chair,freedom,mountain,umbrella,flower,painting,shadow,temple,cookie,75.32546,LLMs
7ab60d81a63bea06fa5986f8c8ad0228.pickle,GPT-4o,baseline,2024-04-07_13:01:34,2024-04-07_13:01:36,"""apple, chair, river, happiness, mountain, book, car, balloon, science, mirror""",baseline,1,baseline_prompt_1,apple,chair,river,happiness,mountain,book,car,balloon,science,mirror,77.70929,LLMs
864b73404ddadecff9f7e27c072fec33.pickle,GPT-4o,baseline,2024-03-07_16:15:19,2024-03-07_16:15:22,"apple, mountain, idea, car, music, bread, river, happiness, clock, chair",baseline,1,baseline_prompt_1,apple,mountain,idea,car,music,bread,river,happiness,clock,chair,72.95039,LLMs
abef5f7dd1891746b7aa4bf750e2ee72.pickle,GPT-4o,baseline,2024-03-07_16:22:59,2024-03-07_16:23:01,"""apple, mountain, book, happiness, car, ocean, idea, table, cloud, music""",baseline,1,baseline_prompt_1,apple,mountain,book,happiness,car,ocean,idea,table,cloud,music,74.13356,LLMs
5046979f89f6a316df0f2cbecf1e4a1b.pickle,GPT-4o,baseline,2024-04-07_12:58:19,2024-04-07_12:58:21,"tree, car, freedom, pencil, ocean, happiness, sandwich, mountain, computer, dog",baseline,1,baseline_prompt_1,tree,car,freedom,pencil,ocean,happiness,sandwich,mountain,computer,dog,79.65675,LLMs
4774fb9895f1e5c1bbcbb1e67d6b562d.pickle,GPT-4o,baseline,2024-03-07_16:27:23,2024-03-07_16:27:25,"""apple, river, happiness, guitar, cloud, mountain, car, idea, chair, cat""",baseline,1,baseline_prompt_1,apple,river,happiness,guitar,cloud,mountain,car,idea,chair,cat,76.87901,LLMs
9e2d8220371ee60b6b0d89cdcd73182c.pickle,GPT-4o,baseline,2024-03-07_16:23:40,2024-03-07_16:23:42,"""apple, mountain, idea, chair, happiness, car, river, book, dream, clock""",baseline,1,baseline_prompt_1,apple,mountain,idea,chair,happiness,car,river,book,dream,clock,75.149994,LLMs
810fc22e3816dd532b4ab1d828935b78.pickle,GPT-4o,baseline,2024-03-07_16:16:06,2024-03-07_16:16:09,"tree, chair, happiness, bottle, mountain, picture, song, idea, carpet, sandwich",baseline,1,baseline_prompt_1,tree,chair,happiness,bottle,mountain,picture,song,idea,carpet,sandwich,75.35782,LLMs
9861afb3fd2dc2ccde95eeb2694a8116.pickle,GPT-4o,baseline,2024-03-07_16:15:36,2024-03-07_16:15:39,"""apple, chair, river, happiness, clock, mountain, song, book, cloud, bread""",baseline,1,baseline_prompt_1,apple,chair,river,happiness,clock,mountain,song,book,cloud,bread,79.04228,LLMs
8a0dbb0ae2d90de89e26b2435d10f316.pickle,GPT-4o,baseline,2024-03-07_16:10:02,2024-03-07_16:10:04,"apple, balloon, mountain, idea, pencil, ocean, dream, chair, book, music",baseline,1,baseline_prompt_1,apple,balloon,mountain,idea,pencil,ocean,dream,chair,book,music,74.286674,LLMs
b87aac3ac9551a006d55551db41f9a7b.pickle,GPT-4o,baseline,2024-04-07_12:58:24,2024-04-07_12:58:26,"""apple, mountain, idea, book, cat, friendship, table, car, music, ocean""",baseline,1,baseline_prompt_1,apple,mountain,idea,book,cat,friendship,table,car,music,ocean,74.65901,LLMs
281358b3ec103ae1a8d8cdf3debf0544.pickle,GPT-4o,baseline,2024-03-07_16:08:21,2024-03-07_16:08:28,"apple, mountain, book, honesty, mirror, ocean, dream, chair, butterfly, music",baseline,1,baseline_prompt_1,apple,mountain,book,honesty,mirror,ocean,dream,chair,butterfly,music,76.83886,LLMs
de6fd70e6e867aaa983702a8a94c1375.pickle,GPT-4o,baseline,2024-03-07_16:13:57,2024-03-07_16:13:59,"""apple, dream, chair, mountain, music, friendship, river, book, light, galaxy""",baseline,1,baseline_prompt_1,apple,dream,chair,mountain,music,friendship,river,book,light,galaxy,75.04315,LLMs
1c4ba23de46c7eea5c3054026eff2c71.pickle,GPT-4o,baseline,2024-04-07_12:57:15,2024-04-07_12:57:17,"book, apple, mountain, dream, car, happiness, chair, music, river, freedom",baseline,1,baseline_prompt_1,book,apple,mountain,dream,car,happiness,chair,music,river,freedom,75.19673,LLMs
47eff12b9d935232bd6e2d0fd5833530.pickle,GPT-4o,baseline,2024-03-07_16:14:13,2024-03-07_16:14:15,"apple, chair, courage, computer, cloud, bicycle, friendliness, ocean, lamp, happiness",baseline,1,baseline_prompt_1,apple,chair,courage,computer,cloud,bicycle,friendliness,ocean,lamp,happiness,82.22634,LLMs
6343bb09a93deab8cce6d334ad047ef1.pickle,GPT-4o,baseline,2024-03-07_16:20:38,2024-03-07_16:20:41,"apple, mountain, idea, chair, music, river, dream, book, shadow, ocean",baseline,1,baseline_prompt_1,apple,mountain,idea,chair,music,river,dream,book,shadow,ocean,72.12294,LLMs
2f472e4e80ed1e8bb4fdcf2164a7ed25.pickle,GPT-4o,baseline,2024-03-07_16:23:23,2024-03-07_16:23:25,"apple, mountain, gratitude, pencil, justice, garden, chair, harmony, ocean, wisdom",baseline,1,baseline_prompt_1,apple,mountain,gratitude,pencil,justice,garden,chair,harmony,ocean,wisdom,79.78061,LLMs
7e94245badee6a183d82f1a4bdc52c40.pickle,GPT-4o,baseline,2024-04-07_13:00:47,2024-04-07_13:00:49,"book,apple,freedom,river,mountain,dream,car,flower,laugh,cloud",baseline,1,baseline_prompt_1,book,apple,freedom,river,mountain,dream,car,flower,laugh,cloud,73.81376,LLMs
a8a4eed43abd046fb0afdb28314bcfac.pickle,GPT-4o,baseline,2024-03-07_16:18:35,2024-03-07_16:18:38,"""apple, mountain, happiness, car, pencil, ocean, dog, book, friendship, house""",baseline,1,baseline_prompt_1,apple,mountain,happiness,car,pencil,ocean,dog,book,friendship,house,77.5096,LLMs
f05756e41a21609b1dba76f882ebfae7.pickle,GPT-4o,baseline,2024-03-07_16:20:31,2024-03-07_16:20:34,"apple, mountain, river, happiness, chair, dream, book, dog, cloud, music",baseline,1,baseline_prompt_1,apple,mountain,river,happiness,chair,dream,book,dog,cloud,music,75.011375,LLMs
44877a67ccbf2bd6d74b5d401d7bbdc8.pickle,GPT-4o,baseline,2024-03-07_16:17:56,2024-03-07_16:17:58,"apple, freedom, car, mountain, happiness, clock, computer, music, dream, river",baseline,1,baseline_prompt_1,apple,freedom,car,mountain,happiness,clock,computer,music,dream,river,75.72873,LLMs
3437fd7897ae8fd15fe8f18097517c26.pickle,GPT-4o,baseline,2024-03-07_16:25:27,2024-03-07_16:25:29,"""apple, mountain, emotion, table, river, freedom, clock, dream, cloud, idea""",baseline,1,baseline_prompt_1,apple,mountain,emotion,table,river,freedom,clock,dream,cloud,idea,78.451645,LLMs
ef4c78df8f66e13396ba9b57bfd0b082.pickle,GPT-4o,baseline,2024-04-07_13:01:59,2024-04-07_13:02:01,"basket, mountain, justice, apple, dream, engine, planet, melody, bottle, friendship",baseline,1,baseline_prompt_1,basket,mountain,justice,apple,dream,engine,planet,melody,bottle,friendship,79.94697,LLMs
1b1ca0f4a77bd1cda3f176519474baee.pickle,GPT-4o,baseline,2024-04-07_12:59:46,2024-04-07_12:59:48,"apple, mountain, car, honesty, chair, music, dream, ocean, book, thunder",baseline,1,baseline_prompt_1,apple,mountain,car,honesty,chair,music,dream,ocean,book,thunder,77.69363,LLMs
bebbaa516d19e9c56643f774d1bf5e8a.pickle,GPT-4o,baseline,2024-04-07_12:58:33,2024-04-07_12:58:37,"apple, chair, happiness, river, computer, mountain, love, toothbrush, shadow, balloon",baseline,1,baseline_prompt_1,apple,chair,happiness,river,computer,mountain,love,toothbrush,shadow,balloon,75.67926,LLMs
a0d015b0cc0b525530992d274fb02f95.pickle,GPT-4o,baseline,2024-04-07_12:55:21,2024-04-07_12:55:23,"apple, mountain, dream, car, freedom, chair, river, book, laughter, house",baseline,1,baseline_prompt_1,apple,mountain,dream,car,freedom,chair,river,book,laughter,house,74.19758,LLMs
f3474088f297be960fce4b2faeb1a2c9.pickle,GPT-4o,baseline,2024-03-07_16:19:42,2024-03-07_16:19:44,"book, apple, horse, cloud, dream, chair, river, bread, painting, clock",baseline,1,baseline_prompt_1,book,apple,horse,cloud,dream,chair,river,bread,painting,clock,77.05132,LLMs
ed1b4aed45eea8b62771cc6bbc734bf7.pickle,GPT-4o,baseline,2024-03-07_16:17:39,2024-03-07_16:17:41,"apple, mountain, truth, chair, ocean, idea, clock, feather, happiness, brick",baseline,1,baseline_prompt_1,apple,mountain,truth,chair,ocean,idea,clock,feather,happiness,brick,75.702896,LLMs
2faa77b9aaade9517fef422529601aa4.pickle,GPT-4o,baseline,2024-03-07_16:12:08,2024-03-07_16:12:10,"""apple, mountain, idea, chair, butterfly, song, dream, garden, fear, clock""",baseline,1,baseline_prompt_1,apple,mountain,idea,chair,butterfly,song,dream,garden,fear,clock,73.11787,LLMs
7ebb2e330f03b072f8d848bcef34c69c.pickle,GPT-4o,baseline,2024-04-07_12:55:48,2024-04-07_12:55:50,"""apple, chair, freedom, ocean, happiness, computer, hat, tree, book, thunder""",baseline,1,baseline_prompt_1,apple,chair,freedom,ocean,happiness,computer,hat,tree,book,thunder,77.35657,LLMs
8f40dec869a7a42e0f38652d830ccd33.pickle,GPT-4o,baseline,2024-04-07_12:57:38,2024-04-07_12:57:40,"""apple, mountain, love, table, time, cloud, river, book, music, garden""",baseline,1,baseline_prompt_1,apple,mountain,love,table,time,cloud,river,book,music,garden,72.873566,LLMs
ee949f4a7958f93657bd8bcdc0c28f6c.pickle,GPT-4o,baseline,2024-04-07_12:58:59,2024-04-07_12:59:01,"apple, automobile, freedom, microwave, mountain, happiness, guitar, bakery, river, clock",baseline,1,baseline_prompt_1,apple,automobile,freedom,microwave,mountain,happiness,guitar,bakery,river,clock,80.69894,LLMs
2445071fee8d0b4d5247605858282907.pickle,GPT-4o,baseline,2024-03-07_16:27:20,2024-03-07_16:27:23,"apple, car, book, mountain, happiness, chair, river, dream, umbrella, sandwich",baseline,1,baseline_prompt_1,apple,car,book,mountain,happiness,chair,river,dream,umbrella,sandwich,77.70928,LLMs
39b2d29b2fa0ed0a1943160276719a99.pickle,GPT-4o,baseline,2024-04-07_12:54:50,2024-04-07_12:54:53,"apple, car, freedom, mountain, pencil, garden, happiness, ocean, computer, music",baseline,1,baseline_prompt_1,apple,car,freedom,mountain,pencil,garden,happiness,ocean,computer,music,77.05194,LLMs
4cecefb6d008ae2ed63fe2856d435a8c.pickle,GPT-4o,baseline,2024-04-07_12:53:48,2024-04-07_12:53:50,"apple, mountain, freedom, bicycle, dream, table, ocean, happiness, pencil, storm",baseline,1,baseline_prompt_1,apple,mountain,freedom,bicycle,dream,table,ocean,happiness,pencil,storm,73.412964,LLMs
0e29015cf4ecf1a118ea9246a5dfd873.pickle,GPT-4o,baseline,2024-03-07_16:21:58,2024-03-07_16:22:00,"apple, chair, freedom, river, pencil, dream, mountain, music, laughter, computer",baseline,1,baseline_prompt_1,apple,chair,freedom,river,pencil,dream,mountain,music,laughter,computer,76.873314,LLMs
a2b7adbf0d9ac23462f4f6a2bbd30438.pickle,GPT-4o,baseline,2024-04-07_12:53:53,2024-04-07_12:53:55,"book, apple, freedom, car, happiness, tree, computer, house, idea, music",baseline,1,baseline_prompt_1,book,apple,freedom,car,happiness,tree,computer,house,idea,music,75.212906,LLMs
d1d9209b717d92d7dbfe306175e4c6af.pickle,GPT-4o,baseline,2024-03-07_16:11:04,2024-03-07_16:11:07,"""apple, chair, river, happiness, mountain, clock, bottle, dream, pencil, music""",baseline,1,baseline_prompt_1,apple,chair,river,happiness,mountain,clock,bottle,dream,pencil,music,78.09139,LLMs
3947bc54e8800db9d855190757603cba.pickle,GPT-4o,baseline,2024-03-07_16:17:24,2024-03-07_16:17:26,"""apple, car, happiness, mountain, guitar, computer, river, chair, friendship, sky""",baseline,1,baseline_prompt_1,apple,car,happiness,mountain,guitar,computer,river,chair,friendship,sky,76.95651,LLMs
56c1053af99dd05f2bd6dcd52c8f3fec.pickle,GPT-4o,baseline,2024-03-07_16:09:11,2024-03-07_16:09:14,"apple, mountain, love, bicycle, rainbow, chair, ocean, cloud, book, idea",baseline,1,baseline_prompt_1,apple,mountain,love,bicycle,rainbow,chair,ocean,cloud,book,idea,72.07582,LLMs
5d13ca9aa8bebbbb6846640d145e80af.pickle,GPT-4o,baseline,2024-03-07_16:17:49,2024-03-07_16:17:51,"apple, mountain, idea, book, happiness, car, flower, computer, ocean, dream",baseline,1,baseline_prompt_1,apple,mountain,idea,book,happiness,car,flower,computer,ocean,dream,73.66566,LLMs
df2345c0507a36bc376c76a2d6e15408.pickle,GPT-4o,baseline,2024-04-07_12:54:58,2024-04-07_12:55:01,"apple, chair, mountain, idea, book, river, happiness, car, dog, dream",baseline,1,baseline_prompt_1,apple,chair,mountain,idea,book,river,happiness,car,dog,dream,75.520676,LLMs
e20c392cc7237871bc43e1c1d05499c5.pickle,GPT-4o,baseline,2024-03-07_16:07:49,2024-03-07_16:07:52,"apple, mountain, happiness, chair, river, dream, book, ocean, idea, clock",baseline,1,baseline_prompt_1,apple,mountain,happiness,chair,river,dream,book,ocean,idea,clock,75.01136,LLMs
f8a5b189877e15f28eaa20c1f327f6f9.pickle,GPT-4o,baseline,2024-04-07_13:02:41,2024-04-07_13:02:44,"apple, chair, love, mountain, book, happiness, pencil, ocean, dream, cloud",baseline,1,baseline_prompt_1,apple,chair,love,mountain,book,happiness,pencil,ocean,dream,cloud,76.86266,LLMs
7a8f96894d1c4f13123433f84234804c.pickle,GPT-4o,baseline,2024-04-07_12:55:55,2024-04-07_12:55:57,"""apple, chair, ocean, love, pencil, cloud, dream, mountain, bread, mystery""",baseline,1,baseline_prompt_1,apple,chair,ocean,love,pencil,cloud,dream,mountain,bread,mystery,74.720474,LLMs
ce807d8c6da6f868be6f5846c087098d.pickle,GPT-4o,baseline,2024-04-07_12:57:41,2024-04-07_12:57:43,"mountain, apple, idea, book, car, river, chair, clock, feeling, sky",baseline,1,baseline_prompt_1,mountain,apple,idea,book,car,river,chair,clock,feeling,sky,74.47021,LLMs
fb264af05d8837ad80666d291ecffef0.pickle,GPT-4o,baseline,2024-03-07_16:17:41,2024-03-07_16:17:44,"""apple, chair, dream, river, book, freedom, stone, bicycle, music, window""",baseline,1,baseline_prompt_1,apple,chair,dream,river,book,freedom,stone,bicycle,music,window,76.156044,LLMs
6210a16df8fa289df1d104706cc2115d.pickle,GPT-4o,baseline,2024-04-07_12:53:14,2024-04-07_12:53:16,"apple, airplane, love, mountain, pencil, music, ocean, dog, bread, idea",baseline,1,baseline_prompt_1,apple,airplane,love,mountain,pencil,music,ocean,dog,bread,idea,76.05719,LLMs
c9b72b75292d8f148f4b494162b1ec3b.pickle,GPT-4o,baseline,2024-04-07_12:54:39,2024-04-07_12:54:41,"""apple, friendship, car, mountain, book, happiness, chair, music, river, computer""",baseline,1,baseline_prompt_1,apple,friendship,car,mountain,book,happiness,chair,music,river,computer,77.96355,LLMs
62b7c3a72bd3c9f9169bc2edb3fc2166.pickle,GPT-4o,baseline,2024-03-07_16:18:24,2024-03-07_16:18:26,"apple, chair, freedom, river, cloud, book, shadow, music, stone, idea",baseline,1,baseline_prompt_1,apple,chair,freedom,river,cloud,book,shadow,music,stone,idea,78.98753,LLMs
58f7b08dd0b8e1a1374e5675e24ec4c7.pickle,GPT-4o,baseline,2024-04-07_12:59:04,2024-04-07_12:59:06,"apple, car, friendship, mountain, chair, freedom, river, happiness, jacket, computer",baseline,1,baseline_prompt_1,apple,car,friendship,mountain,chair,freedom,river,happiness,jacket,computer,77.51708,LLMs
a5d2ee28b57cfec994b80481d3487ff1.pickle,GPT-4o,baseline,2024-04-07_13:00:32,2024-04-07_13:00:35,"""apple, mountain, idea, car, friendship, pencil, ocean, computer, dream, bread""",baseline,1,baseline_prompt_1,apple,mountain,idea,car,friendship,pencil,ocean,computer,dream,bread,77.817604,LLMs
a0e2d50d38b59803c09be868a85d9ad3.pickle,GPT-4o,baseline,2024-04-07_12:58:41,2024-04-07_12:58:44,"""apple, car, happiness, cloud, hammer, elephant, book, river, chair, mystery""",baseline,1,baseline_prompt_1,apple,car,happiness,cloud,hammer,elephant,book,river,chair,mystery,80.822945,LLMs
4358a4aa4b2f8c1a36968cf2ee0571d7.pickle,GPT-4o,baseline,2024-03-07_16:22:32,2024-03-07_16:22:35,"apple, mountain, love, car, pencil, ocean, music, friendship, cloud, chair",baseline,1,baseline_prompt_1,apple,mountain,love,car,pencil,ocean,music,friendship,cloud,chair,76.190216,LLMs
4d03c07083a9926b294c84e82442bc69.pickle,GPT-4o,baseline,2024-03-07_16:27:44,2024-03-07_16:27:47,"apple, river, idea, train, happiness, chair, mountain, pencil, cake, flower",baseline,1,baseline_prompt_1,apple,river,idea,train,happiness,chair,mountain,pencil,cake,flower,75.20183,LLMs
a01fa75d25ae5362c17431d3c0b9d802.pickle,GPT-4o,baseline,2024-03-07_16:19:14,2024-03-07_16:19:16,"""apple, mountain, dream, cat, democracy, knife, ocean, happiness, car, book""",baseline,1,baseline_prompt_1,apple,mountain,dream,cat,democracy,knife,ocean,happiness,car,book,76.982544,LLMs
120d77cb8ee39343e943b6f705b15058.pickle,GPT-4o,baseline,2024-03-07_16:17:30,2024-03-07_16:17:32,"apple, chair, dream, river, music, book, car, flower, cake, idea",baseline,1,baseline_prompt_1,apple,chair,dream,river,music,book,car,flower,cake,idea,76.02411,LLMs
ecb6f2c882cdcf19bbebd0e8aae6ea0e.pickle,GPT-4o,baseline,2024-03-07_16:22:02,2024-03-07_16:22:05,"apple, cloud, book, happiness, car, mountain, chair, ocean, music, idea",baseline,1,baseline_prompt_1,apple,cloud,book,happiness,car,mountain,chair,ocean,music,idea,78.71069,LLMs
a261de74e80486a2140ad8bef34bf283.pickle,GPT-4o,baseline,2024-03-07_16:27:25,2024-03-07_16:27:28,"""apple, mountain, happiness, book, cat, river, love, chair, sky, bread""",baseline,1,baseline_prompt_1,apple,mountain,happiness,book,cat,river,love,chair,sky,bread,73.139015,LLMs
0a61238d7a61f5bbe9fe9db9d6cdbe05.pickle,GPT-4o,baseline,2024-03-07_16:14:55,2024-03-07_16:14:57,"apple, guitar, mountain, love, newspaper, bicycle, darkness, ocean, pillow, idea",baseline,1,baseline_prompt_1,apple,guitar,mountain,love,newspaper,bicycle,darkness,ocean,pillow,idea,78.67147,LLMs
78ac3709a17c04c8e1edecc8bde27256.pickle,GPT-4o,baseline,2024-03-07_16:26:17,2024-03-07_16:26:19,"""apple, mountain, justice, bicycle, ocean, courage, book, friendship, umbrella, music""",baseline,1,baseline_prompt_1,apple,mountain,justice,bicycle,ocean,courage,book,friendship,umbrella,music,77.53249,LLMs
5087d97ae44b49cd94b1acfc98b563d3.pickle,GPT-4o,baseline,2024-04-07_13:00:00,2024-04-07_13:00:02,"""apple, mountain, justice, bicycle, ocean, friendship, book, chair, dream, helmet""",baseline,1,baseline_prompt_1,apple,mountain,justice,bicycle,ocean,friendship,book,chair,dream,helmet,77.73859,LLMs
61a80cd4eb0d89290429f84d53236231.pickle,GPT-4o,baseline,2024-03-07_16:21:03,2024-03-07_16:21:05,"apple, car, happiness, mountain, lamp, river, friendship, chair, butterfly, book",baseline,1,baseline_prompt_1,apple,car,happiness,mountain,lamp,river,friendship,chair,butterfly,book,77.51747,LLMs
831a07e170bcfb6c84cfc700b0ba4632.pickle,GPT-4o,baseline,2024-04-07_12:59:41,2024-04-07_12:59:43,"""apple, car, happiness, mountain, chair, ocean, cat, electricity, book, friendship""",baseline,1,baseline_prompt_1,apple,car,happiness,mountain,chair,ocean,cat,electricity,book,friendship,75.6058,LLMs
5ae8416ec1f69b42b992fc9971f24e82.pickle,GPT-4o,baseline,2024-03-07_16:10:21,2024-03-07_16:10:24,"""apple, cloud, car, happiness, stone, book, plant, chair, dream, river""",baseline,1,baseline_prompt_1,apple,cloud,car,happiness,stone,book,plant,chair,dream,river,79.00686,LLMs
77a29b8173ec03125e25342bf65f75f1.pickle,GPT-4o,baseline,2024-03-07_16:20:14,2024-03-07_16:20:16,"""apple, mountain, dream, chair, freedom, candle, river, book, cloud, guitar""",baseline,1,baseline_prompt_1,apple,mountain,dream,chair,freedom,candle,river,book,cloud,guitar,74.87702,LLMs
08b633f3cf7d763a810f9901c8aca3ef.pickle,GPT-4o,baseline,2024-04-07_12:56:01,2024-04-07_12:56:04,"apple, wheel, courage, river, chair, happiness, diamond, book, ocean, melody",baseline,1,baseline_prompt_1,apple,wheel,courage,river,chair,happiness,diamond,book,ocean,melody,79.92621,LLMs
588f5af669e49f1b52802db22df4d38f.pickle,GPT-4o,baseline,2024-04-07_12:56:56,2024-04-07_12:56:59,"""apple, chair, freedom, ocean, happiness, mountain, pencil, computer, cat, melody""",baseline,1,baseline_prompt_1,apple,chair,freedom,ocean,happiness,mountain,pencil,computer,cat,melody,77.92624,LLMs
c7882e953af304d87467c3ed06da71cc.pickle,GPT-4o,baseline,2024-04-07_12:54:01,2024-04-07_12:54:03,"""apple, mountain, book, dream, pencil, guitar, river, friendship, blanket, storm""",baseline,1,baseline_prompt_1,apple,mountain,book,dream,pencil,guitar,river,friendship,blanket,storm,76.26572,LLMs
17a0d0cd863f5e91ab9641a4024f8dcb.pickle,GPT-4o,baseline,2024-03-07_16:23:47,2024-03-07_16:23:49,"""apple, mountain, idea, pencil, cat, happiness, book, chair, ocean, light""",baseline,1,baseline_prompt_1,apple,mountain,idea,pencil,cat,happiness,book,chair,ocean,light,75.57427,LLMs
a0e6225535d20fb88dfd039c9c136365.pickle,GPT-4o,baseline,2024-04-07_13:01:08,2024-04-07_13:01:10,"computer, flower, happiness, tree, chair, ocean, book, apple, mountain, dream",baseline,1,baseline_prompt_1,computer,flower,happiness,tree,chair,ocean,book,apple,mountain,dream,76.24076,LLMs
00b7661b32eba540fd8845910fa61c77.pickle,GPT-4o,baseline,2024-03-07_16:22:22,2024-03-07_16:22:24,"apple, mountain, happiness, car, dream, river, clock, sadness, box, sound",baseline,1,baseline_prompt_1,apple,mountain,happiness,car,dream,river,clock,sadness,box,sound,74.41705,LLMs
bbc45d8cdef6202c12c5939578478912.pickle,GPT-4o,baseline,2024-03-07_16:12:58,2024-03-07_16:13:01,"apple, car, mountain, dream, pencil, elephant, laughter, book, ocean, shoe",baseline,1,baseline_prompt_1,apple,car,mountain,dream,pencil,elephant,laughter,book,ocean,shoe,77.64709,LLMs
940c47180fc290cb7116adf64dea37e7.pickle,GPT-4o,baseline,2024-04-07_12:55:35,2024-04-07_12:55:37,"apple, mountain, dream, shirt, window, happiness, chair, river, clock, book",baseline,1,baseline_prompt_1,apple,mountain,dream,shirt,window,happiness,chair,river,clock,book,75.3656,LLMs
569610da33053446a83b9328abbe8e5f.pickle,GPT-4o,baseline,2024-04-07_13:02:53,2024-04-07_13:02:56,"apple, mountain, idea, car, happiness, chair, river, dream, cloud, building",baseline,1,baseline_prompt_1,apple,mountain,idea,car,happiness,chair,river,dream,cloud,building,75.14999,LLMs
dda168a2f1b58922bacf94cd7521fd60.pickle,GPT-4o,baseline,2024-03-07_16:21:41,2024-03-07_16:21:43,"table, butterfly, sand, courage, apple, pen, dream, mountain, laughter, ocean",baseline,1,baseline_prompt_1,table,butterfly,sand,courage,apple,pen,dream,mountain,laughter,ocean,76.157936,LLMs
ab7044174dd48159b5699917e93ca53b.pickle,GPT-4o,baseline,2024-03-07_16:21:36,2024-03-07_16:21:39,"""apple, river, happiness, chair, cloud, book, mountain, music, clock, dream""",baseline,1,baseline_prompt_1,apple,river,happiness,chair,cloud,book,mountain,music,clock,dream,77.89872,LLMs
