id,age,gender,country,multilingual,dat,word.1,word.2,word.3,word.4,word.5,word.6,word.7,word.8,word.9,word.10
R_RfNg7HWsxxN35df,55,Female,Australia,TRUE,91.0945188254118,black,car,sunlight,frog,tartan,umbilical,antidisestablishmentarianism,cherry,obstruction,crave
R_2YPb9QRnDq3dFAD,35,Female,India,TRUE,70.8755703199477,People,Animals,Trees ,Rocks,Shops ,Train,Plane,Big bear,Air,Sun
R_DpjIT6qyxwHnJPr,35,Female,Australia,TRUE,74.936619507415,Cat,Place,Meditation,Sky,Board,Red,Chocolate,Cross,Hug,Sand
R_3iQ13iYl8P7LPQO,55,Female,Australia,TRUE,78.934526762792,car ,tree,book,planet,carpet,insect,wool,dog,ring,plastic
R_2OIuuONI2gOoEl8,35,Female,Australia,FALSE,85.4155603796244,Brick ,Whale,Salsa,Cadmium,Tree,Bomb,Cloud,Moustache ,Snake,Bowling ball
R_YQZaFRk6ttTw5hv,35,Male,Australia,FALSE,68.8621556475049,Dog,Cat,Door,Brick wall,Bathtub,Desert,Sun,Earth,Space,Solid
R_1dn3M0N7C0qPPij,35,Male,Australia,FALSE,84.0021122779165,Engine,Grass,Table,Mountain,Excavator,Xylophone,Fish,Tile,Dog Bowl,Bridge
R_VJxDUWmKwbjEKgV,65,Male,Australia,FALSE,80.8069118520334,top,pencil,sky,philosophy,correctness,hole,atmosphere,knowledge,fenceline,giraffe
R_1pL6m1XAmIE2IPZ,55,Male,Australia,FALSE,78.2619572821118,Boot,Frog,Planet,Guitar,Nail,Basket,Rope,Pencil ,Magnifying glass,Toadstool 
R_31SMqPLoCPEml3k,55,Male,Denmark,FALSE,78.1856248066539,banana,black,car,enlightenment,rubber ,head,wine,spaceship,goose,egg
R_bxRbmc0fCnh5CrT,35,Female,Australia,FALSE,85.5040070379064,Mountain,Peg,Mercury,Computer,Radiowave,Love,Cancer,Toast ,Story,Mammal
R_yEGzEkTBo6x2NIR,55,Female,Australia,FALSE,82.0758926016944,Arrow,Grass,Pebble,Paper,Wand,Trouser,Milk,Lantern,Strap,Cushion
R_2zTmgqZ9P7dSftu,35,Male,Australia,TRUE,91.290816895309,Petal,Footnote,Laryngoscope,Doppelgaenger,Elation,Cuticle,Baton,Refraction,Antennae,Lasagne
R_1DSdEIQCdxQD4ru,26,Female,France,TRUE,81.4726475437748,Grass,Pen,Car,Hi,Beautiful ,Certainly ,Impolite,Report,Harassment ,Brun 
R_12R5yXtBb5vlYoU,35,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,75.109215932233,Cat,Sand,House,Sausage,Triangle,Hammer,Snow,Girl,Book,Baby
R_3033O5geiOAloD4,18,Female,Austria,TRUE,87.8310537852702,cloud ,laptop,butterfly ,book,cash register,lettuce ,high heel shoe,clipboard ,lolly ,phone
R_z0WmzY2Lp3JLb21,26,Female,Australia,FALSE,82.6959936169996,Sun,Cardigan,Cat,Bus,Paintbrush,Magnet,Dollshouse,Pot,Path,Tea
R_24GZg2SLIZVS5V4,70,Male,New Zealand,FALSE,73.2586027644131,peace,war,conflict,resolution,outer space,microbiology,different,diverse,pleasant,frightening
R_1jlG4WWBSiKldnX,55,Female,Australia,FALSE,74.0859471261501,Table ,Tree,Vehicle,Horse,Barbeque,Chair,Glass,Mirror,Plate,Pot
R_2WvbvYGBN07boHK,65,Male,Australia,FALSE,77.2021475647177,Bill,Glow,Fight,Car,Mountain,Doubt,Single,Smack,Mist,Chair
R_1Fg3MP1comBjJSg,35,Male,Australia,FALSE,87.2124964637416,Mathematics,Astrology,Football,Dogs,Mountian,Space Station,Politician,Chandelier,Holiday,Crown
R_Uu9YowbrP0QRPfr,65,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,72.65429807206,Desk,Tablets,Glass,Tape measure,Lipstick,Soap,Hair,Eyebrow,Cream,Gold
R_3pi0KFl9bHcytHv,55,Male,Australia,FALSE,85.4806915635154,rabbit,planet,speck,logic,homeopathy,twenty-four,easy,song,dream,button
R_2ahoAkkSLyzI1Cm,55,Male,Australia,FALSE,80.9103865309485,chicken,asteroid ,faeces,thought,lava,politics,idea,record,parmigiana ,ameoba
R_qRvpZaqLFT4my9X,65,Male,Australia,FALSE,80.2510019613519,brick,mud,snow ball,basket ball,golf ball,wallnut,orange,apple tree,chop stick,fork
R_1OxxxG8n7DBUM7j,18,NA,NA,TRUE,86.0670223654736,Sky,Toothpick,Trebuchet,Dog,Antenna,Exit sign,Oyster,Clothesline,Taco,Bike
R_a447FUazTuQAr9D,35,Female,Australia,FALSE,75.2113401535012,Dog,Food,Colour,Sport,Department,Tree,Smell,Land,Body,Imagination
R_1ogMrhmOCIz4m1G,65,Male,Australia,FALSE,82.8668789317211,Car,Walking,Dog,Brick,Apple,Chocolate bar,Cloud,Ice cap,Bottle,Manure
R_3prmRlqtxu3yX2m,65,Female,Australia,FALSE,70.8172790351368,Stone,Water,Child,Table,Earth,Leaf,Mould,Men,Car,Cloud
R_27KIw3riCrFhMew,65,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,75.1077896072751,Active,Lazy,Slow,Torpid,Bored,Unmoving,Glutton ,Nonexistent,Space,Empty 
R_2qkEmwOxiuDxYxW,35,Female,Australia,TRUE,75.1003527570338,Cup,Dog,Wind,Beach,Car,Pen,Farm,Planet,Grass,Hair
R_27lrkyRRzOQeXJ4,26,Female,Australia,FALSE,86.5957937868578,Book,Car,Banana,Ostrich ,Grandma ,Council ,Asbestos ,Planet,Measles ,Pakistan 
R_2TAZ6PSbTuPXAdo,18,Female,NA,FALSE,83.6548643186688,Onsen,Shoelaces,Tattoo,Mushroom,Hexagon,Traffic,Pluto,Charms,Tassel,Dance
R_9BsgYPMX3xeHGxj,55,Female,Australia,FALSE,76.215794469629,shoe,car,horse,tomato,fire,window,ring,fingernail,door,knife
R_3kdgLI6zydmysO7,26,Male,Australia,FALSE,70.2965575314704,Desk,Tree,Cloud,Frog,Ball,Mountain,Snow,Baby,Car,Planet
R_3iFl45R4FE5eyGB,55,Female,Australia,FALSE,51.631335133598,Mother,Father,Dog,Cat,Horse,Baby,Girl ,Boy,Sister,Sling
R_1meEsHTXgJQIauf,65,Male,Australia,TRUE,79.6383613986628,Spectacles,Shoes,Computer,Television,Roof,Tree,Dog,Snow,Cloud,Wind
R_1cZ10cEv3F4C6g2,55,Female,Australia,FALSE,78.9082223105998,cup,wires,notes,cube,phone,measure,stand,lotion,mat,mind
R_5nGXJL4dyAmd8QN,55,Male,Australia,FALSE,70.1610927780469,Cat,Cherry,Roof,Tree,Nail,Cushion,Tile,Bread,Finger,Shirt
R_21cgiHxbzDy2fpu,55,Female,Australia,FALSE,85.7258034914377,table,waterfall,elephant,ship,egg,mouthwash,guitar,sand,wedding,kettle
R_1GvLTZwyWwlie0u,55,Female,Australia,FALSE,81.791620138323,Cat,Chair,Apple,Carousel,Mountain,Shovel,Language,Cardigan,Asphalt ,Breeze
R_1FJSbGoMZWewckh,55,Female,Australia,FALSE,81.758918932506,Emotion,Ball,Air,Petseat,Pipeline,Tarmac ,Heart,Rug,Politicians ,Ocean
R_3kgPBYC3kyAuFp1,18,Male,Australia,TRUE,80.5209212359928,truck,pebble,hamburger,jacket,pitchfork,steel,bracelet,sludge,toy,windmill
R_1Hcr3zkJ6k7wisG,35,Female,Australia,FALSE,75.6419842087087,Trousers,Sky,Boat,Lipstick ,Friend,Bacon,Brown,Table,Dog ,Hammer 
R_307DCPVjB6pK8UN,55,Female,Australia,FALSE,71.8318873927707,Table,Floor,Grass,Sky,Water,Paper,Star,Clarinet,Car,Gun
R_1H1X7IG9H3WLxCN,35,Male,Australia,FALSE,78.001893684268,Air,Car,Dog,Concrete,Avatar ,Mercury,Saw,Gas,Grandmother,Pillow
R_Rzc0yn0wYACO9EZ,65,Female,Australia,FALSE,82.1607931206624,Ice,Donkey,Rainbow,Sludge,Needle,Porridge,Tarmac,Floss,Evaporation,Fear
R_shgBUIHoE90JcrL,55,NA,NA,NA,77.6750278437421,green,health,gate,mountain,cheese,belt,zoo,deuterium,fantasy,shoelace
R_10B2QGppSWMJqkL,35,Male,Australia,FALSE,72.8784318481173,table,grass,car,rock,pool,computer,sky,pencil,finger,jacket
R_UnbYOpjsJhkcpwZ,55,Female,Australia,FALSE,83.4222550049335,Foot,Engine,Antelope,Fish,Meat tray ,Syringe,Pedal,Spanner,Feather,Rock
R_eWpiPbYIDOPDyut,18,Female,Australia,TRUE,85.7582195074342,black hole,Toe nail,Kiwi,Didgeridoo,Scarf,Neuron,Quoll,Cactus,Iron,USB
R_27srKrNUcbpnHku,55,Male,Australia,FALSE,86.3223866426519,hot,wiry,intelligent,fish,running,elderly,sampan,hat,influenza,birth
R_1Ijd2zxtuMUGqlh,35,Female,Australia,FALSE,89.9999013968876,knitting,soil,paper clip,fan,dinosaur,helium,Plasticine,embryo,refrigerator,keys
R_pSOcGMlPQOcoHPr,65,Male,Australia,FALSE,84.1383292384091,Dog,Boat,Fire,Plane,Tarmac,Cloud,Gerrymander,Crown ,Football ,Goldfish 
R_2QYsHPJX0P6NtCv,35,Female,Australia,FALSE,87.1633351546258,Girl,Flower,Marches,Curls,Billabong,Cupboard,Media,Digger,Cloud,Trench
R_3fOvXdG8c9WzDJU,35,Male,Australia,FALSE,80.0950377824761,Staple,Hair,Water,Flour,Car,Paper,Violin,Carpet,Ipad,Playground
R_1Krl41BRNtubCw1,55,Male,Australia,FALSE,85.948636356209,Zoo,Lettuce,Rock,Car,Medicine,Crossword,Oven,Ocean,Plane,Square
R_1I4nVs0FruikWnj,35,Female,Australia,FALSE,88.4682834159494,aluminium,cloud,stapler,planet,neutron,barbituate,river,soft drink,plastacine,koala
R_1NkKfPj0SKX2v44,65,Female,Australia,FALSE,85.1897900120266,crystal,stapler,toothpick,watch,lipbalm,book,calendar,monitor,bottle,tea
R_2xXYoJmnrKcukqS,55,Male,Australia,FALSE,85.6926203173186,Air,Paperweight,Concsciousness,Ocean liner,Anger,Algorithm,Darkness,Energy,Wire,Surfbreak
R_3oYBoFhSd71Ehx3,70,Female,Australia,FALSE,69.960343837738,Ball,Rock,Mountain,Water,Iceberg,Playdough,Mud,Cheese,Elephant,Lawn
R_1r05lTXAiNWQwUK,55,Female,Australia,FALSE,71.7734728895482,Cat,Tree,Spoon,Car,House,Fence,Airport ,Book,Desk,Pattern
R_55yCslsoMCqK6bL,55,Male,Australia,FALSE,90.4312440282887,Cat,Mountain,Distress,Locksmith,Milkshake,Terracotta,Advocate,Lentil,Antarctic,Surprise
R_3nB0aXzq3tLvPRd,70,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,71.8621799633617,Frog,Chair,Bus,Step,Grass,Hand,Wall,Noise,Path,Miner
R_1NexfbtTOVXZko8,55,Female,Australia,TRUE,90.045499777244,confabulations,xerox,united,division,fire,ants,beetles,flowers,sky,constellation
R_1N3sTZHq3kdVKyf,65,Male,Australia,FALSE,65.9074837253207,Food,Water,Air,Fire,Car, Plane,Fence,Light,Exercise,Sleep
R_1IsVK6MIPL5dgn4,18,Female,Australia,FALSE,71.3655736474764,cup,box,stove,paint,coffee,mother,friend,dog,calculator,blanket
R_cNKIXKKUGnFXtDz,35,NA,NA,NA,77.6821495610334,Sun,Table,Glasses,Car,Mat,Kaleidoscope ,Strap ,Pineapple,Fairy,Newspaper
R_1K8tP1Ly6bqJvmr,65,Male,Australia,FALSE,68.8343228328796,Tree,Table,Fence,Soil,Glass,Apple,Spring,Water,Bird,Screw
R_8w9PEy2r9XFUzYt,55,Female,Australia,FALSE,90.3785225979629,Airplane,Eggplant,Ruler,Watertank,Television,Birdbath,Bicycle,Fryingpan,Clothes hanger,Footstool
R_tEAMF40cqR9COGJ,35,Female,United States of America,FALSE,75.0035609340384,Brick,Water,Space,Gas,Crevice,Sphere,Chicken,Abyss,Gossamer,Asteroid
R_3gL2SK9r1dvRPbz,65,Female,Germany,TRUE,77.7029029670216,Pillow,Bird,Tractor,Curtain,Painting ,Sunrise ,Grandchild,Haircut,Cough,iPad 
R_RVThu413w7ajE0p,55,Female,Australia,FALSE,80.9987942909911,Bus,Needle,Sand,Pimple,Cat,Apple,Factory,Thunderstorm,Scoreboard,Necklace
R_3e2WQB5tEUlYnFG,55,Male,Australia,FALSE,80.7605793832668,Blue,Purse,Mountain,Heart,Novel,Cruise,Carrot,Tile,Corporation,Stop
R_21ttqWfEX5NQvGb,35,Male,Australia,TRUE,66.2863852722304,Horse,Pool,Road,Tree,Carpark,Bird,Fence,Ocean,Airport,Antenna 
R_237ReQSj3ZeKWCv,55,Male,Australia,TRUE,69.5223024114966,right,wrong,help,block,jump,frighten ,search,contrive ,fence,grass
R_snTB09bz7T4optn,35,Female,Australia,FALSE,73.2827887648628,Cat,Chair,Pillow,Bike,Apple,Flag,Feather,Poo,Phone ,Water
R_3GDrMKcLUfky8k8,70,Male,Australia,FALSE,75.5989106638091,Grass,Batteries,Lantern,Trees,Clock,Rock,Road,Horse,Shoe,Bench
R_2ahsJdWQ3Pbl5rR,35,Female,Australia,FALSE,71.5373763725871,Bed,Truck,Tree,Rock,Building ,Music,Ocean,Plane,Cake,Ground
R_NWoBr60saji0Puh,55,Male,Australia,FALSE,75.1089801124874,Dog,Car,Table,Road,Tree,Ruler,Ice,Book,Night,Phone 
R_2uU5Hpsd5RZiDpw,65,Female,Australia,FALSE,74.693575501442,stone,child,cloud,wine,tongue,sky,dirt,cat,road,grandma
R_2xQxZ4j3ARXrbvM,70,Male,Australia,FALSE,57.7723410867509,Hot,Cold,High,Low,Big,Small,Old,Young,Mother,Father
R_2CiZUZyM7FXSYUa,35,Female,Australia,FALSE,88.33352863966,spaceship,toast,needle,digging trowel,cloud,see-saw ,flea,hot air balloon,sausage,roof tile
R_25Z1oBf16ue1lVO,35,Female,Australia,FALSE,74.3618263020402,paper,chocolate,brick,spring,hair,fan,stick,flower,car,wind
R_23Wi86dbdpsPZfn,55,Female,Australia,FALSE,85.1034840036716,Box,Eyebrow,Computer,Raincoat,Gumtree,Rainbow,Buffet lunch,Sock,Sailing boat,Chemist
R_4VLxtJXCkyoumjv,35,Female,Australia,FALSE,76.8471797662122,frog,winter,palm ,sugar,cloud,fox,stripe,car,box,t-shirt
R_1eUyIRx9yj0Ncy1,26,Female,Australia,FALSE,80.1117904661667,Apple,Cardboard,Coffin,Trampoline,Opera,Tennis,Fountain,Lettuce,Microscope,Lavendar
R_2VgLrd1SFV6XpkB,65,Male,Australia,FALSE,85.8273122991834,truth,swing,apple,rocket,dungeon,alphabet,film,dog,calamity,ridge
R_vc2sLX0GFvgixcB,18,Female,Australia,FALSE,80.9286257961676,Apple,Piano,Elephant ,Cup,Egg-timer,Fern,Photo,Phone,Notebook,Carpet
R_3G7czwxvXcnxwy4,35,Female,Australia,FALSE,78.9152470018182,Tree,Sun,Shirt,Building,Coin ,Tap,Sugar,Car,Paint,Wire
R_xrrV4mXHdipiBu9,18,Female,Australia,TRUE,73.2555519966852,banana,brick,soil,box,rubber,gas,chicken,carpark,shoe horn,fossil
R_yDuYJYfazlr0oG5,55,Female,Australia,FALSE,83.8406074082568,"Spoon, rock, aeroplane, jelly, earwig, ball, jump",Rock,Aeorplane,Jelly,Face,Jumper,Tool,Bowel,Room,Donut
R_3sn84tIWjUWtbSM,65,Female,Australia,FALSE,84.808498585508,car,pathway,building,letterbox,statue,table,pen,iron,plate,printer
R_2SwQ62I5HMdRjXk,65,Female,Germany,TRUE,73.2469354357038,Door ,Wind,Yellow,Cat,Newspaper,Bed,Car,Cold,Ringing,Tv
R_1FhXMyAmmBuIcyZ,55,Male,Australia,TRUE,83.7791881657073,hanky,monkey,moon,lettuce,brain,footy,toenail,cough,laugh,crack
R_DIuypCK3tJHbQFH,35,Female,Australia,FALSE,91.4243265498607,Sand,Atom,Jumper,Ski ramp,Book,Christmas tree,Saucepan,Gourd,Bunsen burner,Satellite
R_3lLkFA5M2HAbWOm,55,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,77.7275292114133,chair,wind,cup,kidney,sand,mountain,socks,nails,water,face
R_2ZPucLxJG6C5iCS,55,Male,Australia,FALSE,73.6383628987131,car,ear,shirt,pencil,woman,sky,plastic,food,tophat,rifle
R_s7q432hzq6KjtyF,55,Female,Australia,FALSE,71.2952916111265,Black,White,Ant,Elephant,Gravity,Floating,Table,Ceiling,Feet,Head
R_XOejG7jOWxGUF69,55,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,69.8913056226004,House,Car,Sun,Ocean,Fish,Dog,Kettle,Bottle,Planet,Elephant
R_3lKar4jV5sU6r8K,70,Male,United States of America,FALSE,68.4018184386548,chalk,cheese,night,day,peace,posability,might,right,good,bad
R_1IsiGtBTIDQh3C6,55,Female,Australia,FALSE,70.004859211899,Door,Grass,Atmosphere,Rock,Water,Steel,Plants,Plastic,Seed,Toaster
R_1CdttsACLqAZOPV,70,Male,Australia,FALSE,76.8826772059713,Butter,Stone,Thumb,Elephant ,String,Vase,Scissors ,Ice,Itch,Trumpet
R_2rnZHz29CrnxZG2,55,Female,Australia,FALSE,87.273401611795,shoelace,dishwasher,stapler,nailfile,hairspray,microchip,fence paling,crystal,port,timer
R_sp3cjpxYZmyszxn,55,Female,Australia,FALSE,76.6336873395457,blue,chocolate,jelly,pictures,sharks,mould,chair,rain,stars,computer
R_2rjTxTwyBLtpuqf,55,Female,Australia,FALSE,84.9206782129061,book,giraffe,dancing,windy,quickly,intelligent,cemetery,kookaburra,continental,kilogram
R_1OrimWRWjaH878u,26,Female,Australia,FALSE,82.1363560201246,book,puzzle,hairdryer,frog,cup,car,tree,fountain,castle,tofu
R_1nVJB3nX7a5Ow7U,55,Male,Australia,FALSE,88.9203991275281,Bat,Rotunda,Trench,Vellum,Beaker,Shoe,Meteor,Roof,Pet,Fungus
R_2sYg9wgxRduykiH,35,Male,Australia,FALSE,83.0662890736546,motor,nappy,glasses,kite,dart,surfboard,computer,wallet,bucket,pencil
R_2tb7DmaM1l17vv7,70,Male,Australia,FALSE,53.9855999605996,light,dark,small,large,hot ,cold,wet,dry,old ,new
R_u3085s57qtC4wCd,55,Female,Australia,FALSE,77.1974742412567,Bed,Door,Hat,Star,Road,Flute,Angel,Cow,Bicycle ,Wheat
R_1IDUhQOSyvPHmIl,35,Female,Malaysia,FALSE,85.4473371125225,Desk,Bannana,Clock,Dog,Eye glasses,Crucifix ,Sky,Emoji,Shoe cleaner,Cage
R_3MrQFM8Zic6c7Ds,13,Female,Australia,FALSE,71.8392110296658,Leaf,Sand,Carpet,Spring,Bear,Boat,Eyes,play-dough,Mascara,glucose
R_3KI1P4EVEJJMwjq,35,Female,Australia,FALSE,87.041013993855,Wind,Microscope,Blind,Fork,Tar,Tango,Stripes,Bike,Carrot,Sign
R_3n5XG5HsxknKxeU,55,Female,Australia,FALSE,77.686926367737,Machine,Flowers,Moon,Animal,Church,Coffee,Anger,Water,Mind,Mother
R_27HiORPSFxWAtam,65,Female,Australia,TRUE,82.3693399716701,Frame,Engine,Saucepan,Trolley,Flower,Ice,Nail,Talcum powder,Window,CD player
R_122SEWijf3fTfLy,55,Male,New Zealand,FALSE,65.8028728905178,trouble,double,task,complicated,trust,imagine,beast,tower,water,waste
R_1M55T25bpYaIvf8,70,Male,Australia,FALSE,78.9115328962604,Lioni,Stone,Cloud,Heart,Onion,Pencil,Computer,Painting,Nail,Brick
R_RRfUdjwFpTnVSFj,35,Female,Australia,FALSE,86.4177573117472,Tyre,Elephant,Screwdriver,Painting,Waves,Telescope,Klansman,Orienteering,Cement,Skyscraper
R_1ge8oE5SsZbS46K,55,Female,Australia,FALSE,86.3716008962088,Nostril,Vertebrae,Football,Heater,Diamond,Love,Hate,Life,Death,Religion
R_1Is0QNWbK63GlPP,65,Male,Australia,FALSE,63.4880393033936,bird,dog,house,sky,planet,sea,land,cloud,water,rock
R_1cXJFgu3Vn8Ah7u,35,Female,New Zealand,FALSE,78.5464828213056,ball,aeroplane,mince,mountain,fish,water,brain,stereo,car,people
R_ef9MDNGN4tLuS2J,55,Female,Australia,FALSE,77.9764828937394,bowl,shoe,plant,computer,pen,ring,monkey,fish,gown,suit
R_2WNHkQnyybf0qi4,35,Male,Israel,TRUE,81.8425424108725,dart,tongue,dolphin,earplug,shampoo,car,feather,accordion,computer bug,spec of dust
R_1DSDLXfJxPSyUaT,70,Female,Australia,FALSE,83.1004595439438,Air ,Paper,Tin,Wood,Theatre,Porridge,Algebra,Fish,Cupcake,Waterfall
R_2UVgCEVoTWwcwsd,26,Female,Australia,FALSE,84.1563781146847,Virus,Cloud,Fashion,Spaghetti,Dog,Pasture,Plane,Planet,Starfish,Cylinder
R_3n1rWFRbclzmpK9,70,Female,United Kingdom of Great Britain and Northern Ireland,TRUE,81.5766369081324,"Cabbage,thought, verity, anxiety, use, generation,lessor, junction,",Thought,Verity,Anxiety,Junction,"Lessor, property",Property,Meaning,Use,Wolf
R_1mCRSc5X4gyosGG,35,Female,Australia,FALSE,70.2771772231374,mountain,valley,snow,beach,surf,drought,candle,solar,moon,cake
R_uqNnijnenr9cRNv,55,Female,Australia,TRUE,85.8514117032644,Pulchritude,Geomancy,Sapphire,Deliberation,Astrology,Warfare,Fertility,Aspiration,Neonate,Conflation
R_4OygFhwgAJhu6Z3,55,Male,Australia,FALSE,77.626869996034,Wood,Vacuum,Symbiosis,Helium,Iron,Thought,Water,Conglomerate,Cloud,Leg
R_2YRtj3WF1men7gD,35,Male,Australia,FALSE,79.1634290390426,pyamids,dark matter,clouds,ocean,protons,bus,glass,cave,feather,wind
R_0illkd0Ttscu2WZ,55,Male,Australia,FALSE,90.7944558368486,Joy,Thumb,Hovel,Fossick,Lava,Germinate,Electricity,Meaning,Blue,Council
R_12kZ0pJFPEe9GfO,70,Male,Australia,FALSE,75.6770352522532,man,insect,cloud,tree,iron,air,pen,concept,star,electricity
R_VIugZykc94nQV3P,65,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,89.0810245825421,banana,mountain,cousin,illness,match,neuron,kaleidoscope,wringer,cowboy,toenail
R_1otYKn6l22uzdw9,55,Male,United States of America,FALSE,82.700378926737,fig,nail,gravel,helicopter,plume,tyre,limb,shed,trollet,cotton swab
R_1rOlpxItkHqjNMH,65,Male,Australia,FALSE,70.0758775075277,person,tree,rock,hill,sea,flower,food,tool,car,grass
R_O700qdssAVdb3gt,65,Female,Australia,FALSE,70.0942767517907,dog,car,mountain,water,foot,wind,rug,tree,breath,planet
R_0rDdJR3VQ7Wtg7n,55,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,76.3995605742648,door,hole,cushion,comfort,hard,useful,abstract,inane,fashion,useful
R_2TLvPdnAdJVkWEb,70,Male,Australia,TRUE,79.2657975639616,dog,tree,volcano,ship,kite,tank,marble,cave,cloud,iceberg
R_2xy2pt4BP0JpisJ,35,Male,Australia,FALSE,79.2574286815666,House,Tree,River,Fishing Rod,Planet,Tyre,Watch,Trophy,Surfboard,Grape
R_2PdG3fk0agUkXzH,18,Male,Australia,TRUE,91.1009751792465,whale,grenade,autism,jalepeno,trial,jetsetter,pressure,caliphate,scaffolding,detergent
R_3feiO8KOlsaO764,35,Male,Australia,FALSE,80.6858041456768,duck,rock,train,ruler,chip,goat,milk,arrow,moon,ocean
R_1AdMyMweOqPnduN,26,Female,Australia,FALSE,75.4320051343668,cat,coffee,leaf,ball,moon,ocean,drugs,novel,syringe,rocket
R_9YTXsz3I9gIn3Bn,65,Female,Australia,TRUE,82.3243914022377,Flight,Sunlight,Awareness,Seam,Tooth,Horizon,Radio ,Shadow,Photosynthesis,Mousetrap
R_2zNgVFcizraRR7z,55,Male,Australia,FALSE,82.3399634898773,Sky,Worm,Paper,Baby,Candle,Play,Morgue,Microscope,Dream ,Football
R_aWV1dpnKWKf0Hct,55,Male,Australia,FALSE,81.6938320995264,Global ,Brick ,Air,Satellite,Lava,Shorts,Mirror,Island,Magnesium,Oats
R_22PsBL2wKroLNUG,55,Male,United Kingdom of Great Britain and Northern Ireland,TRUE,79.6325842539469,Table,Car,House,Pig,Lake,Rocket,Microchip,Needle,Tree,Shop
R_1rPJs8JJTEgstRC,55,Female,Australia,FALSE,79.9730332124801,Mouse,Star,Tree,Memory,Bath,Book,Car,Volcano,Kidney,Art
R_11gQhwiAAT6v7Rs,35,Female,Australia,FALSE,77.3200484347485,Hair,Potato,Socks,Reflection,Goose,Crystal,Sphere,Cardboard,Planner,Mat 
R_2PegD7BZ8uh30dj,35,Female,New Zealand,FALSE,74.8478868532748,carrot,wind,sky,floor,house,money,tray,towel,frame,chair
R_3GdMPph9ILuWhF6,35,Male,Australia,FALSE,82.8309357299336,chicken,turtle,padlock,seesaw,koala,pencil,truck,rainbow,grass,house
R_1jxmEancfQussUZ,55,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,50.0515547536668,Up,Down,Left,Right,Straight,Bent,Flat,Curved,Smooth,Rough
R_2V7TJcNdj2VLKmv,35,Male,Australia,TRUE,78.3144602374662,fish,cow,broom,car,man,building,magazine,terrorist,vagina,smellevision
R_6WfpTlOnX97hj8t,18,Female,Australia,FALSE,66.5939220360347,bag,tree,butterfly,orange,socks,jelly,water,flamingo,salt,ear
R_3rGtKNjaoTX96Nf,35,Male,Australia,TRUE,80.5448891151519,horse,cup,house,fair,encyclopaedia,book,internet,pencil,hammer,plain
R_10xaYTLq0d8pnFQ,55,Male,Australia,FALSE,73.8821598035949,House,Pen,Lighter ,Leaf,Dog,Nailgun,Hair,Sparkplug,Pan,Rock
R_28MmSUUgIG1s59O,35,Male,Australia,FALSE,77.9700222114722,plant,car,cat,moon,trunk,list,egg,time,number,rock
R_1d4RsfLT15IOBPT,35,Male,Australia,FALSE,83.6947045510723,Gold,Judge,Hippopotamus,Brick,Shed,Letter,Star,Idea,Stool,Trend
R_bQHeablPsH46z6N,55,Male,Australia,FALSE,79.7546983829566,Universe,Bicycle,leaf,carpet,theory,sound,quantum,fire,laser,shell
R_2qskcW2ztQMimgG,55,Male,Australia,FALSE,76.484648705948,Giraffe,Pen,Car,Desk,Sock,Belt,Plate,Button,Soap,Plug
R_3em1pXpfv97sp8C,35,Female,Australia,FALSE,79.5195658292089,Arrow,Warm,Window,Sheet,Shoe,Knee,Aeroplane,Award,Zebra,Mandarin 
R_2BmM20XzvhWOtN3,70,Male,Netherlands,TRUE,68.4696061270578,bread,stone,wind,water,tree,house,child,wool,blanket,light
R_2qsXGePL74RlXH9,35,Female,United Kingdom of Great Britain and Northern Ireland,TRUE,93.4725457824589,billiard,porcupine,salad,pre-history,gallon,supine,frail,daisy,neither,fellow
R_3soZJdIJfHWOfH8,35,Female,Australia,FALSE,79.6957977825687,gloves,car,justice,rainbow,ice,conversation,mountain,wood,banana,twin
R_Z1vhVbCJy6HkrM5,55,Male,Australia,FALSE,73.9060552702064,sausage,can,beans,table,car,blanket,window,lightbulb,tampon,flower
R_2trt50DNeauxr1y,35,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,65.8080338012604,action,emotion,fire,water,earth,air,thought,vacum,antimatter,NULL
R_1KkJbXpyltnNpgR,70,Female,Australia,FALSE,78.0308274640923,banana,spaceship,whale,moon,roof,fingernail,car boot,rock,neon gas,love
R_2ckItR2bJZ1D9X6,35,Female,Australia,FALSE,82.9921316532862,bicycle,leaf,planet,icecream,cog,eyelash,sand,dinosaur,calculator,river
R_1EhSLJjywpKdFKr,55,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,87.3850971393819,transaction,pencil,buggy,skirt,paperweight,mirror,tradition,bully,trapeze,bulldozer
R_TpUzASUeJeYy0lr,26,Female,Australia,FALSE,80.4640499475811,Up,Cat,Idea,Australia,Warmth,Late,Roster,Asteroid,Netball,Crash
