user_id,class_session,gender,race_ethnicity,age,english_comfort,education,consent,major,newsletter,language,region,program_type,individual_exercise_id,individual_score,individual_completed_at,individual_ai_model,individual_duration,individual_word_1,individual_word_2,individual_word_3,individual_word_4,individual_word_5,individual_word_6,individual_word_7,individual_word_8,individual_word_9,individual_word_10,individual_uniqueness,augmented_pair_exercise_id,augmented_pair_score,augmented_pair_completed_at,augmented_pair_ai_model,augmented_pair_duration,augmented_pair_word_1,augmented_pair_word_2,augmented_pair_word_3,augmented_pair_word_4,augmented_pair_word_5,augmented_pair_word_6,augmented_pair_word_7,augmented_pair_word_8,augmented_pair_word_9,augmented_pair_word_10,augmented_pair_machine_word_1,augmented_pair_machine_word_2,augmented_pair_machine_word_3,augmented_pair_machine_word_4,augmented_pair_machine_word_5,augmented_pair_machine_word_6,augmented_pair_machine_word_7,augmented_pair_machine_word_8,augmented_pair_machine_word_9,augmented_pair_machine_word_10,augmented_pair_ai_score,augmented_pair_uniqueness,augmented_pair_machine_uniqueness
1119,Kellogg by Prof. Cynthia S Wang,Woman,Latino / Hispanic,35-44,Not a native English speaker but fluent in English,Master's degree,1,Business,0,en,North America,Executive Class,4957,79.23590087890625,2025-04-30 13:56:42.636657,,154,maple,towel,asphalt,fridge,zebra,aeroplane,pizza,planet,baseball,desert,83.0296,4960,83.9458999633789,2025-04-30 14:35:05.280191,gpt-4.0-turbo,119,baseball,planet,computer,sandwich,ocean,violin,asphalt,democracy,mirror,elephant,[tree,happiness,computer,sandwich,ocean,violin,mushroom,democracy,mirror,elephant],83.8548,82.1167,75.2923
1120,Kellogg by Prof. Cynthia S Wang,Man,White,55-64,Not a native English speaker but fluent in English,Master's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,North America,Executive Class,4963,71.79129791259766,2025-04-30 13:55:05.496037,,49,car,man,apple,tree,house,water,emotion,Hate,bicycle,garden,77.143,4966,84.02850341796875,2025-04-30 14:34:08.412819,gpt-4.0-turbo,57,genetics,freedom,moonlight,equation,laboratory,guitar,cloud,dessert,grass,mirror,[table,freedom,moonlight,equation,ocean,violin,cloud,dessert,grass,mirror],82.1088,83.1715,77.0982
1121,Kellogg by Prof. Cynthia S Wang,Woman,Prefer not to say,35-44,A native English speaker,Master's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,North America,Executive Class,4969,85.74500274658203,2025-04-30 13:56:19.692940,,119,teapot,plasma,nebula,ant,fringe,fence,orangutan,bridge,unicorn,telephone,86.9047,4972,84.98770141601562,2025-04-30 14:33:43.873260,gpt-4.0-turbo,68,telephone,freedom,sandwich,galaxy,violin,clock,shadow,plastic,sweater,volcano,[tree,freedom,sandwich,galaxy,violin,clock,shadow,dolphin,sweater,volcano],84.4364,82.4754,76.0324
1122,Kellogg by Prof. Cynthia S Wang,Woman,White,65 or Above,A native English speaker,Master's degree,1,Business,0,en,North America,Executive Class,4975,79.0779037475586,2025-04-30 13:57:00.516829,,175,Vacation,tapestry,condominium,patio,rainbow,candelabra,umbrella,sunset,color,hurricane,85.3808,4978,,,,,,,,,,,,,,,[],,,,,,,,,,,,
1123,Kellogg by Prof. Cynthia S Wang,Man,White,35-44,A native English speaker,Bachelor's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,North America,Executive Class,4981,93.07009887695312,2025-04-30 13:56:57.985105,,170,mathematics,skate,furnace,hope,earthworm,molecule,sari,gondola,asset,dandelion,87.0291,4984,85.14119720458984,2025-04-30 14:34:07.471690,gpt-4.0-turbo,82,sari,justice,mathematics,glacier,violin,elephant,freedom,atom,pillow,dandelion,[tree,justice,teapot,glacier,violin,elephant,freedom,atom,pillow,rainbow],84.2572,82.8778,76.1036
1124,Kellogg by Prof. Cynthia S Wang,Woman,White,45-54,A native English speaker,Bachelor's degree,1,Business,0,en,North America,Executive Class,4987,73.66739654541016,2025-04-30 13:55:39.641311,,90,house,tree,child,ball,Bike,building,sponge,dog,bone,sneaker,78.6062,4990,80.19609832763672,2025-04-30 14:34:20.485963,gpt-3.5-turbo,110,cart,cone,smoke,happiness,tree,bridle,hammer,music,mountain,cloud,[dog,car,book,happiness,tree,chair,hammer,music,mountain,cloud],79.1001,80.1063,72.9376
1125,Kellogg by Prof. Cynthia S Wang,Woman,White,35-44,Not a native English speaker but fluent in English,Master's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,North America,Executive Class,4993,75.25250244140625,2025-04-30 13:56:07.117978,,121,banana,car,stair,fire,ant,sea,sun,bag,cake,sister,79.2484,4996,76.95169830322266,2025-04-30 14:34:08.283495,claude-3-opus,80,tree,dolphin,rock,thunder,painting,silver,rocket,warmth,scissors,pyramid,[tree,happiness,rock,thunder,painting,silver,juice,warmth,scissors,pyramid],77.8805,78.4681,73.9593
1126,Kellogg by Prof. Cynthia S Wang,Woman,Latino / Hispanic,35-44,Moderately comfortable with English,Bachelor's degree,1,Social Sciences,0,en,North America,Executive Class,4999,82.6854019165039,2025-04-30 13:55:43.235637,,94,plane,grass,bathroom,corn,hairdryer,book,tower,latter,cotton,arts,82.2836,5002,80.42250061035156,2025-04-30 14:34:29.391196,gpt-4.0-turbo,112,tree,freedom,tower,galaxy,cheese,dolphin,shadow,microscope,sandal,finger,[tree,freedom,chair,galaxy,cheese,dolphin,shadow,microscope,sandal,justice],84.5905,78.9909,75.1971
1127,Kellogg by Prof. Cynthia S Wang,Woman,Asian,45-54,A native English speaker,Bachelor's degree,1,Business,0,en,North America,Executive Class,5005,79.99150085449219,2025-04-30 13:56:21.834647,,132,child,bicycle,mountain,Pool,vehicle,kale,purse,poster,bank,vineyard,81.3603,5008,89.13359832763672,2025-04-30 14:34:51.724866,gpt-4.0-turbo,110,forest,vineyard,utensils,thunder,sorrow,amphibian,motherboard,waves,octagon,mystery,[tree,freedom,spoon,thunder,sorrow,elephant,computer,ocean,triangle,mystery],80.187,85.4582,75.0982
1128,Kellogg by Prof. Cynthia S Wang,Man,White,45-54,Not a native English speaker but fluent in English,Master's degree,1,Business,0,en,North America,Executive Class,5011,79.8324966430664,2025-04-30 13:56:51.773241,,124,Firework,bottle,cartridge,beauty,infinity,waterfall,Basket,food,Grass,fall,83.6646,5014,84.39080047607422,2025-04-30 14:34:27.582388,gpt-3.5-turbo,104,apple,Gamble,love,library,shuttle,tunnel,Opera,tree,happiness,Dishwasher,[apple,table,love,book,car,sky,music,tree,happiness,spoon],73.0063,78.521,63.7619
1129,Kellogg by Prof. Cynthia S Wang,Man,White,55-64,A native English speaker,Bachelor's degree,1,Arts and Humanities,0,en,North America,Executive Class,5017,76.9657974243164,2025-04-30 13:55:56.225804,,79,car,office,ball,pot,fence,pillow,jacket,shoe,key,suitcase,80.4542,5020,84.220703125,2025-04-30 14:34:34.961416,gpt-4.0-turbo,115,mountain,clock,unicorn,spaghetti,justice,snowflake,violin,lizard,perfume,bank,[mountain,clock,unicorn,spaghetti,justice,snowflake,violin,lizard,perfume,ocean],83.8709,81.7324,78.9916
1130,Kellogg by Prof. Cynthia S Wang,Man,Black,45-54,Not a native English speaker but fluent in English,Doctor's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,North America,Executive Class,5023,75.69930267333984,2025-04-30 13:56:43.758285,,75,ball,cup,tree,soap,watch,rock,plane,seed,bread,Wire,79.5858,5026,83.59020233154297,2025-04-30 14:34:07.628041,gpt-4.0-turbo,72,calamari,Weed,outdoor,freedom,Pipe,sky,bible,shell,spinach,wheel,[apple,happiness,chair,freedom,water,mountain,book,chicken,moon,toothbrush],77.1944,81.5666,71.8805
1135,HKU BTB Workshop By Prof. Brian Uzzi,Woman,Prefer not to say,25-34,Moderately comfortable with English,Doctor's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Academic Workshop,5053,83.53130340576172,2025-05-02 05:16:49.481457,,45,dine,lighting,Timer,bamboo,artificial,dessert,finance,desert,Economy,south,83.8501,5056,74.74330139160156,2025-05-02 07:08:29.319087,gpt-3.5-turbo,2,dog,sun,chair,love,banana,freedom,book,mountain,music,happiness,[dog,sun,chair,love,banana,freedom,book,mountain,music,happiness],74.6796,77.7522,73.6199
2373,HKUBS MSBA Students,Man,White,18-24,A native English speaker,Bachelor's degree,1,Social Sciences,0,en,Asia,Executive Class,12325,83.7802963256836,2025-05-19 20:29:22.022190,,194,wood,blue,polymer,planet,mountain,bookmark,healthcare,effort,hobby,elevator,81.9804,12328,88.29940032958984,2025-05-19 20:48:47.424184,gpt-4.0-turbo,105,clock,butterfly,mountain,novel,chamfer,castle,onion,flute,terror,justice,[clock,butterfly,mountain,novel,ocean,castle,onion,guitar,cloud,justice],81.3349,84.1701,76.7282
2374,HKUBS MSBA Students,Man,White,18-24,A native English speaker,Bachelor's degree,1,Social Sciences,0,en,Asia,Executive Class,12331,88.21019744873047,2025-05-19 20:29:16.036069,,188,xylophone,lion,bacteria,puddle,stovetop,handgun,wrench,volcano,hospital,tree,87.4823,12334,89.67559814453125,2025-05-19 20:48:09.110492,gpt-4.0-turbo,44,handgun,stovetop,spoon,galaxy,xylophone,ocean,hospital,fortress,wheat,elephant,[tree,democracy,spoon,galaxy,violin,ocean,shadow,fortress,wheat,elephant],83.1327,85.9366,75.6441
2375,HKUBS MSBA Students,Woman,Middle Eastern,18-24,A native English speaker,Bachelor's degree,1,Social Sciences,0,en,Asia,Executive Class,12337,79.16120147705078,2025-05-19 20:29:09.820449,,187,flower,plane,beach,tomato,sandal,fireworks,bracelet,perfume,curtain,train,82.0339,12340,82.76239776611328,2025-05-19 20:49:13.440495,gpt-4o,73,paperback,kiwi,couch,bunny,reef,rap,dream,firewood,valley,inspiration,[book,apple,chair,dog,ocean,music,dream,fire,mountain,idea],74.1421,82.5749,74.5643
2377,HKUBS MSBA Students,Man,Latino / Hispanic,18-24,A native English speaker,Other,1,Business,0,en,Asia,Executive Class,12349,82.62519836425781,2025-05-19 20:30:00.269467,,238,Scarlet,technology,Comics,wheel,wave,Movement,monkey,math,leg,language,82.372,12352,83.83540344238281,2025-05-19 20:47:32.725436,gpt-4.0-turbo,38,quilt,galaxy,tambourine,pyramid,tulip,falcon,microscope,marshmallow,anchor,freedom,[quilt,galaxy,tambourine,pyramid,tulip,falcon,microscope,marshmallow,anchor,freedom],82.7636,85.6404,84.3815
2379,HKUBS MSBA Students,Man,Asian,18-24,A native English speaker,Bachelor's degree,1,Arts and Humanities,0,en,Asia,Executive Class,12361,84.86900329589844,2025-05-19 20:26:45.647242,,36,curry,palm,stack,pyramid,nexus,lexicon,steroid,teal,cub,Singer,85.6891,12364,91.23470306396484,2025-05-19 20:48:02.295494,gpt-4.0-turbo,67,teacup,sample,unicorn,manifesto,aviator,neuron,anvil,hologram,champion,folklore,[teacup,glacier,unicorn,manifesto,kite,neuron,anvil,hologram,feather,cantaloupe],89.6468,87.2212,84.0162
2380,HKUBS MSBA Students,Woman,Black,18-24,A native English speaker,Bachelor's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Executive Class,12367,77.93720245361328,2025-05-19 20:27:23.505732,,81,apple,book,frog,phone,kite,Ring,Bike,nail,scalpel,tank,80.5776,12370,85.0886001586914,2025-05-19 20:47:24.690312,gpt-4.0-turbo,25,mountain,theory,microscope,basket,cloud,festival,necklace,cosmos,chocolate,democracy,[mountain,theory,microscope,basket,cloud,festival,necklace,cosmos,chocolate,democracy],84.2366,82.0366,79.4122
2381,HKUBS MSBA Students,Woman,Latino / Hispanic,18-24,A native English speaker,Bachelor's degree,1,Other,0,en,Asia,Executive Class,12373,79.35559844970703,2025-05-19 20:29:09.029214,,166,moon,grass,awe,Humor,color,children,innovation,coffee,instructor,clown,80.564,12376,84.05619812011719,2025-05-19 20:48:55.900806,gpt-4.0-turbo,82,table,freedom,salt,violin,elephant,glacier,whisper,puzzle,empire,grandmother,[table,freedom,cloud,violin,elephant,glacier,whisper,puzzle,mirror,festival],83.287,80.614,77.1369
2382,HKUBS MSBA Students,Woman,White,18-24,A native English speaker,Bachelor's degree,1,Social Sciences,0,en,Asia,Executive Class,12379,86.731201171875,2025-05-19 20:30:00.253941,,239,disease,printer,fairway,tower,spoon,puddle,lick,clef,break,brother,84.4866,12382,85.5790023803711,2025-05-19 20:47:56.170456,gpt-4.0-turbo,47,average,emotion,dinosaur,violin,bra,dessert,rainbow,robot,mirror,tank,[tree,emotion,dinosaur,violin,ocean,dessert,rainbow,robot,mirror,justice],79.9578,83.2633,74.7969
2383,HKUBS MSBA Students,Other,White,35-44,A native English speaker,Master's degree,1,Social Sciences,0,en,Asia,Executive Class,12385,79.96050262451172,2025-05-19 20:27:36.515675,,90,toenail,dog,fan,space,happy,book,lobby,skip,banana,circumference,81.2046,12388,90.28990173339844,2025-05-19 20:50:40.558391,gpt-4.0-turbo,143,toenail,pyramid,loon,circumference,courage,laptop,shadow,mattress,ocean,icicle,[tree,clock,freedom,sandwich,courage,laptop,shadow,festival,ocean,puzzle],82.7522,84.9804,73.2328
2384,HKUBS MSBA Students,Woman,Middle Eastern,18-24,A native English speaker,Bachelor's degree,1,Social Sciences,0,en,Asia,Executive Class,12391,77.93419647216797,2025-05-19 20:28:21.092896,,145,car,Brain,city,toilet,coffee,cat,headphone,cancer,cloud,faucet,80.4283,12394,72.5530014038086,2025-05-19 20:48:50.879491,gpt-4o,14,apple,chair,love,cat,mountain,book,dream,river,star,blanket,[apple,chair,love,cat,mountain,book,dream,river,star,blanket],71.5641,70.7584,61.7476
2385,HKUBS MSBA Students,Woman,Asian,18-24,A native English speaker,Other,1,Business,0,en,Asia,Executive Class,12397,77.55979919433594,2025-05-19 20:28:11.483460,,129,goal,dream,bird,ocean,gravity,sidewalk,snowflakes,alcohol,tree,hairline,80.605,12400,74.13150024414062,2025-05-19 20:47:18.723378,deepseek-r1,16,mountain,lamp,cloud,spoon,shadow,river,mirror,time,leaf,coin,[mountain,lamp,cloud,spoon,shadow,river,mirror,time,leaf,coin],75.438,78.4535,75.0173
2386,HKUBS MSBA Students,Man,Black,18-24,A native English speaker,Other,1,Business,0,en,Asia,Executive Class,12403,86.09870147705078,2025-05-19 20:28:56.076656,,164,cleat,wallet,clock,master,lemon,video,restaurant,moon,name,locker,84.0566,12406,59.310699462890625,2025-05-19 20:47:58.754171,claude-3-opus,5,love,hope,resilience,community,culture,faith,struggle,joy,perseverance,unity,[love,hope,resilience,community,culture,faith,struggle,joy,perseverance,unity],59.1274,80.3333,77.2956
2387,HKUBS MSBA Students,Man,Other,18-24,A native English speaker,Other,1,Social Sciences,0,en,Asia,Executive Class,12409,89.71810150146484,2025-05-19 20:29:52.185449,,226,coral,magnesium,astronaut,pottery,journalist,swindler,cocoa,carousel,amphetamine,trombonist,88.5813,12412,87.00379943847656,2025-05-19 20:50:23.010981,claude-3-opus,124,fjord,marsupial,wrench,olfactory,obsidian,frog,pastel,axel,garnet,feather,[tree,happiness,wrench,music,sand,thunder,painting,wheel,crystal,pillow],78.1124,89.0446,74.2021
2388,HKUBS MSBA Students,Woman,White,18-24,A native English speaker,Other,1,Other,0,en,Asia,Executive Class,12415,74.92769622802734,2025-05-19 20:27:06.361000,,74,ball,chocolate,mirror,sock,road,sign,finger,giraffe,violin,toothpaste,79.8007,12418,79.00039672851562,2025-05-19 20:47:56.046415,gpt-4o,59,apple,chair,love,camel,tooth,happiness,hammer,ocean,music,cloud,[apple,chair,love,book,mountain,happiness,hammer,ocean,music,cloud],76.0707,71.8129,58.5019
2389,HKUBS MSBA Students,Woman,Asian,18-24,Not a native English speaker but fluent in English,Bachelor's degree,1,Social Sciences,0,en,Asia,Executive Class,12421,83.80169677734375,2025-05-19 20:28:34.263281,,153,tools,generosity,sin,ocean,communication,bird,Cheese,hand,moon,Philosophy,82.704,12424,77.4447021484375,2025-05-19 20:47:10.050593,deepseek-r1,43,whale,song,pineapple,clock,melody,wonder,shadow,breeze,galaxy,whisper,[whale,mountain,pineapple,clock,melody,hammer,shadow,breeze,galaxy,whisper],77.3813,80.2564,78.3313
2390,HKUBS MSBA Students,Woman,White,18-24,A native English speaker,Bachelor's degree,1,Social Sciences,0,en,Asia,Executive Class,12427,91.13140106201172,2025-05-19 20:29:09.335606,,186,hairdryer,lemonade,pillowcase,hummingbird,scooter,pianist,basketball,museum,sunflower,scholarship,88.2362,12430,83.79239654541016,2025-05-19 20:47:48.928276,gpt-4.0-turbo,44,mountain,justice,elephant,contract,ocean,happiness,honeydew,library,telescope,perfume,[mountain,justice,elephant,guitar,ocean,happiness,tomato,library,telescope,perfume],82.72,81.0222,73.6701
2391,HKUBS MSBA Students,Man,Black,18-24,A native English speaker,Bachelor's degree,1,Business,0,en,Asia,Executive Class,12433,87.7051010131836,2025-05-19 20:29:46.206318,,213,colonialism,sea,anti-racism,cruise,divorce,tattoo,building,highway,bunker,Satellite,86.2102,12436,84.50550079345703,2025-05-19 20:48:23.841428,gpt-3.5-turbo,94,chair,banana,tattoo,cloud,book,archer,music,laptop,colonialism,ocean,[chair,banana,love,cloud,book,mountain,music,laptop,happiness,ocean],78.0016,81.1681,71.2104
2392,HKUBS MSBA Students,Woman,White,18-24,A native English speaker,Bachelor's degree,1,Social Sciences,0,en,Asia,Executive Class,12439,81.95480346679688,2025-05-19 20:27:41.876218,,95,camp,mom,test,consulting,nails,car,document,sun,drug,class,82.6787,12442,83.32420349121094,2025-05-19 20:47:55.623000,gpt-4.0-turbo,57,book,nail,cloud,elephant,violin,diary,mushroom,ocean,mirror,justice,[book,spoon,cloud,elephant,violin,shoe,mushroom,ocean,mirror,justice],80.2054,82.1452,79.0366
2393,HKUBS MSBA Students,Man,Asian,18-24,A native English speaker,Bachelor's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Executive Class,12445,82.70429992675781,2025-05-19 20:28:03.862941,,106,city,plane,glasses,pig,dolls,cartridges,plate,lake,score,person,82.1677,12448,78.85559844970703,2025-05-19 20:49:38.362309,gpt-4o,86,apple,mountain,oil,book,car,happiness,table,steel,chat,jacket,[apple,mountain,dream,book,car,happiness,table,river,idea,jacket],73.4528,76.1094,65.6472
2397,HKU BTB Workshop By Prof. Brian Uzzi,Man,Latino / Hispanic,25-34,Uncomfortable with English,Doctor's degree,1,Social Sciences,0,en,Asia,Academic Workshop,12475,76.24369812011719,2025-05-24 22:17:16.037376,,59,Demographic,limitation,sunny,valid,one,fun,word,world,key,board,82.8105,12478,78.64859771728516,2025-05-24 22:37:58.193752,llama-2-70b,24,sexy,chair,size,splash,breeze,forest,laughter,frame,chip,piano,[apple,chair,moon,splash,breeze,forest,laughter,fire,snake,piano],72.4875,78.8709,67.6197
2410,Kellogg by Prof. Brian Uzzi,Man,Latino / Hispanic,25-34,Not a native English speaker but fluent in English,Doctor's degree,1,Business,0,en,North America,Executive Class,12559,74.56289672851562,2025-06-07 08:21:32.938651,,132,watch,skin,car,computer,girl,cat,rocket,university,guitar,carbon,79.2209,12562,,,,,,,,,,,,,,,[],,,,,,,,,,,,
2411,Kellogg by Prof. Brian Uzzi,Woman,Asian,25-34,Not a native English speaker but fluent in English,Doctor's degree,1,Business,0,en,North America,Executive Class,12565,75.5354995727539,2025-06-07 08:20:31.466038,,48,cat,rice,hotel,monkey,rock,song,China,yoga,King,score,79.9153,12568,,,,,,,,,,,,,,,[],,,,,,,,,,,,
2412,Kellogg by Prof. Brian Uzzi,Man,Asian,25-34,Not a native English speaker but fluent in English,Master's degree,1,Business,0,en,North America,Executive Class,12571,79.0115966796875,2025-06-07 08:23:18.323048,,137,one,She,The,Only,Mountains,Cough,sea,Realistic,jazz,Cinematic,81.3828,12574,,,,,,,,,,,,,,,[],,,,,,,,,,,,
2419,Kellogg by Prof. Brian Uzzi,Woman,Asian,25-34,Not a native English speaker but fluent in English,Doctor's degree,1,Business,0,en,North America,Executive Class,12613,76.93840026855469,2025-06-07 08:26:02.685349,,80,red,bottle,plane,dog,bag,laptop,Chopstick,bread,music,lighthouse,80.6164,12616,,,,,,,,,,,,,,,[],,,,,,,,,,,,
2424,ALV Company Guest Lecture by Prof. Wang,Woman,Asian,25-34,Not a native English speaker but fluent in English,Master's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Academic Workshop,12649,85.45339965820312,2025-06-13 08:23:44.032005,,187,电脑,大米,医院,书包,相机,书本,裙子,水瓶,睡袍,枕头,84.9189,12652,85.54440307617188,2025-06-13 08:31:03.031979,gpt-4o,50,罐头,钢琴,海洋,友谊,恐龙,珊瑚,纪念碑,心理咨询,钱包,仙草,[罐头,钢琴,海洋,友谊,恐龙,逃脱,纪念碑,悲伤,钱包,下午],77.5551,80.7198,75.0829
2425,ALV Company Guest Lecture by Prof. Wang,Woman,Asian,35-44,Moderately comfortable with English,Bachelor's degree,1,Arts and Humanities,0,en,Asia,Academic Workshop,12655,84.84259796142578,2025-06-13 08:24:39.535384,,190,雪山,马桶,宗教,人类,文字,原始社会,疾病,小行星,量子力学,蚯蚓,85.1673,12658,,,,,,,,,,,,,,,[],,,,,,,,,,,,
2426,ALV Company Guest Lecture by Prof. Wang,Man,Asian,25-34,Not a native English speaker but fluent in English,Bachelor's degree,1,Business,0,en,Asia,Academic Workshop,12661,73.70539855957031,2025-06-13 08:24:23.247867,,184,plate,chair,earth,rocket,grass,glass,car,horse,airplane,cloud,79.0547,12664,78.54019927978516,2025-06-13 08:32:12.223857,gpt-3.5-turbo,86,ball,tree,happiness,book,aircraft,cloud,love,phone,coffee,music,[ball,tree,happiness,book,chair,cloud,love,phone,glass,music],76.9075,76.1844,69.4726
2427,ALV Company Guest Lecture by Prof. Wang,Woman,Asian,35-44,Not a native English speaker but fluent in English,Master's degree,1,Business,0,en,Asia,Academic Workshop,12667,69.26589965820312,2025-06-13 08:23:48.572271,,198,飞机,事故,哲学,死亡,医院,和平,战争,将军,食物,水,81.3412,12670,84.41709899902344,2025-06-13 08:32:03.754014,gpt-4.0-turbo,69,time,life,algorithm,castle,violin,volcano,feather,diamond,neuron,festival,[time,watermelon,algorithm,castle,violin,volcano,feather,diamond,neuron,festival],86.1158,82.1487,81.5049
2428,ALV Company Guest Lecture by Prof. Wang,Woman,Asian,25-34,Not a native English speaker but fluent in English,Bachelor's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Academic Workshop,12673,75.26170349121094,2025-06-13 08:24:18.658414,,189,叶子,洞,石灰粉,滑板,挂件,猫,茶叶,树,水池,河流,80.7434,12676,82.3926010131836,2025-06-13 08:31:47.414269,gpt-3.5-turbo,96,rice,Hair,laughter,river,ball,smartphone,dream,thunder,railway,key,[bird,lamp,laughter,river,chair,cookie,dream,thunder,book,mountain],78.85,78.4321,71.9116
2429,ALV Company Guest Lecture by Prof. Wang,Man,Asian,25-34,Not a native English speaker but fluent in English,Bachelor's degree,1,Business,0,en,Asia,Academic Workshop,12679,,,,,,,,,,,,,,,,12682,88.66300201416016,2025-06-13 08:32:37.657082,gpt-3.5-turbo,137,美洲狮,西装,刺激,汽车,山,芭乐,书本,韭菜,工具箱,乌云,[狮子,椅子,幸福,汽车,山,牛奶,书,树,锤子,云],76.0707,82.5277,65.4412
2433,ALV Company Guest Lecture by Prof. Wang,Woman,Asian,25-34,Moderately comfortable with English,Bachelor's degree,1,Social Sciences,0,en,Asia,Academic Workshop,12703,85.14849853515625,2025-06-13 08:23:28.141564,,139,羊肉串,模特,萨克斯,蚊香,艺术馆,保费,罚款,煤矿,高铁,温泉,85.865,12706,87.314697265625,2025-06-13 08:32:16.120496,gpt-3.5-turbo,82,狗窝,书包,感动,登山杖,珊瑚,声带,氧气,屏幕,枕头,恨,[狗,书,幸福,椅子,海洋,笑声,树,计算机,睡觉,爱],74.7704,85.7289,69.1662
2434,ALV Company Guest Lecture by Prof. Wang,Man,Asian,25-34,Not a native English speaker but fluent in English,Bachelor's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Academic Workshop,12709,79.37899780273438,2025-06-13 08:24:12.231530,,213,飞机,锤子,孩子,山,羽毛,蘑菇,笑声,猫,梦境,电,80.5019,12712,70.87889862060547,2025-06-13 08:30:17.177547,claude-3-opus,1,花,头骨,天空,餐桌,画布,刷子,山,沙漠,颜色,阴影,[花,头骨,天空,餐桌,画布,刷子,山,沙漠,颜色,阴影],70.8789,77.6984,74.0039
2435,ALV Company Guest Lecture by Prof. Wang,Woman,Asian,25-34,Not a native English speaker but fluent in English,Master's degree,1,Business,0,en,Asia,Academic Workshop,12715,74.0457992553711,2025-06-13 08:23:51.274592,,87,magic,Dogs,Cats,Washroom,pizza,burger,jelly,Ferry,bus,Taxi,81.6547,12718,88.53919982910156,2025-06-13 08:33:00.706731,gpt-3.5-turbo,145,橄榄树,巴士,幸福感,漫画书,木槌,海洋,婴儿,铁椅,月饼,大帽山,[树,汽车,幸福,书,锤子,海洋,笑声,椅子,月亮,山],77.897,78.7718,67.5484
2436,ALV Company Guest Lecture by Prof. Wang,Woman,Asian,25-34,Not a native English speaker but fluent in English,Master's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Academic Workshop,12721,80.72250366210938,2025-06-13 08:24:55.482257,,199,robot,school,wife,country,food,arcade,condom,jewelry,underwear,sky,81.6081,12724,77.27459716796875,2025-06-13 08:32:10.311600,gpt-3.5-turbo,102,music,chair,condom,mountain,banana,Bike,love,oxygen,dinosaur,nail,[music,chair,happiness,mountain,banana,car,love,book,sky,peace],75.8745,78.173,67.983
2437,ALV Company Guest Lecture by Prof. Wang,Man,Asian,35-44,Uncomfortable with English,Bachelor's degree,1,Other,0,en,Asia,Academic Workshop,12727,87.5740966796875,2025-06-13 08:23:49.994140,,109,大象,飞机,木星,哈利波特,自行车,奖牌,虾,轮胎,路灯,浴缸,85.9217,12730,85.8125991821289,2025-06-13 08:33:12.886450,gpt-3.5-turbo,26,苹果,空间站,爱,互联网,大象,自由,书,日出,幸福,树,[苹果,椅子,爱,互联网,大象,自由,书,日出,幸福,树],85.1624,78.5213,68.488
2438,ALV Company Guest Lecture by Prof. Wang,Woman,Asian,25-34,Moderately comfortable with English,Bachelor's degree,1,Business,0,en,Asia,Academic Workshop,12733,86.10040283203125,2025-06-13 08:25:28.306559,,240,发电机,钳子,火车,石油,松鼠,灰尘,菠萝,咖啡豆,小麦,豆油,84.5665,12736,83.79190063476562,2025-06-13 08:32:03.163206,deepseek-r1,75,云,椅子,幸福,原子,书,骆驼,自行车,正义,面包,镜子,[云,椅子,幸福,河流,书,山,自行车,正义,面包,镜子],76.6022,76.9729,67.8379
2440,ALV Company Guest Lecture by Prof. Wang,Man,Asian,35-44,Moderately comfortable with English,Bachelor's degree,1,Other,0,en,Asia,Academic Workshop,12739,84.27339935302734,2025-06-13 08:24:22.614511,,166,芯片,自行车,榴莲,棉花,光刻机,电缆,汽车,青霉素,稻谷,大树,86.2535,12742,84.25579833984375,2025-06-13 08:31:46.213635,gpt-3.5-turbo,83,苹果,光刻机,幸福,书,空气,吉他,山,海洋,自行车,月亮,[苹果,椅子,幸福,书,云,吉他,山,海洋,自行车,月亮],79.5858,76.05,63.3486
2439,ALV Company Guest Lecture by Prof. Wang,Woman,Asian,35-44,Not a native English speaker but fluent in English,Bachelor's degree,1,Business,0,en,Asia,Academic Workshop,12745,66.09619903564453,2025-06-13 08:24:02.287074,,69,生命,距离,感知,行动,苦难,未来,宇宙,智慧,政权,交互,80.5544,12748,88.26119995117188,2025-06-13 08:31:03.719786,gpt-3.5-turbo,31,花,椅子,幸福,文字,大象,湖,曲奇,飞机,山,伞,[花,椅子,幸福,书,大象,湖,曲奇,飞机,山,伞],86.8041,77.7053,69.2715
