student_id,dat_1_en,dat_2_en,dat_3_en,dat_4_en,dat_5_en,dat_6_en,dat_7_en,dat_8_en,dat_9_en,dat_10_en,sex_en,ethnicity_en,province_en,major_en,college_en,admission_batch_en,candidate_type_en,foreign_language_en
250550219,playground,nightmarket,stall,supermarket,house,car,cellphone,refrigerator,shoes,sky,female,Han,Guizhou,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550220,sky,earth,machinery,stage,river,immortal,action,flame,genius,universe,male,Han,Guizhou,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550222,embrace,back,environment,mountain,current,cave,seabed,darkness,darkness,open,female,Han,Guizhou,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550223,bear,dumbbell,cilantro,toilet,stinkytofu,fittingroom,road,swing,ham,peppa,male,Miao,Guizhou,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550229,practice,achievement,introduction,sunshine,people,filial,school,clothing,personality,machinery,female,Han,Guizhou,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550230,cup,soil,cellphone,panda,floor,cruller,chair,schoolbag,leaf,spark,male,Han,Guizhou,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550231,solarsystem,dove,doll,mushroom,basket,pebble,rocket,boat,container,lamp,female,Han,Guizhou,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550232,must,nothing,reaction,deadline,essential,possible,contempt,constitution,enable,strength,male,Han,Guizhou,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550233,homework,anime,glide,whiteboard,comics,hairpin,piano,radiodrama,haircut,curtain,female,Bai,Guizhou,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550234,fan,alarm,runway,grape,camel,pingpong,alien,shelf,bicycle,dust,female,Han,Guizhou,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550236,stone,trajectory,runway,blackhole,bacteria,spaceship,orange,torch,air,conscience,female,Han,Guizhou,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550237,gate,school,tree,scissors,skirt,hair,badminton,timetable,plastic,doll,female,Han,Guizhou,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550239,table,spider,basketball,airplane,gecko,humanity,tiger,bean,sand,house,male,Han,Shandong,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550241,paintbrush,guitar,apple,screwdriver,conduit,tissue,coffeebean,ladder,knife,chopsticks,male,Han,Guizhou,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550242,lamp,keyboard,banana,house,child,pillar,notebook,smile,voice,hat,female,Han,Shandong,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,Japanese
250550243,milestone,sky,edelweiss,marathon,house,screw,bond,friendship,slightly,dust,female,Han,Guizhou,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550244,tree,raindrop,trees,universe,dolphin,garden,starscape,apple,sunflower,redflag,female,Han,Guizhou,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550247,grassland,train,snowmountain,cloud,toilet,airplane,microphone,zombie,glove,ant,female,Han,Shandong,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550248,poker,spoon,reins,banner,railing,tongs,rattan,camera,cane,silk,female,Han,Chongqing,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550249,cake,dutyfree,okara,bun,ultraman,cloud,diary,bun,sakura,happy,female,Tujia,Guizhou,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550250,breeze,balloon,mango,seabed,cliff,space,bicycle,canteen,chamber,stairs,female,Han,Guizhou,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550252,calf,love,monkey,sunwukong,horse,warhorse,bird,airplane,fish,submarine,female,Han,Guizhou,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550253,grenade,flashbang,dam,aerospace,valley,tide,prison,waterfall,imbalance,bow,male,Han,Shandong,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550254,strawberry,airplane,flag,guard,submarine,sky,territory,book,campus,people,female,Han,Guizhou,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550255,nose,eyelash,pants,apple,textbook,basketball,rock,toenail,stone,mouth,male,Han,Shandong,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550256,network,scenery,sport,food,music,art,dance,clothes,bed,light,male,Tujia,Chongqing,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550257,computer,fork,airplane,dumpling,table,bird,road,hood,sky,alien,female,Han,Guizhou,Anesthesiology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250550258,milk,cellphone,computer,subway,shoes,scarf,kitten,sofa,train,stool,female,Han,Sichuan,Anesthesiology,Clinical College,Second-batch Undergraduate,National Unified Exam,English
250550259,scissors,kangaroo,shoes,champagne,beauty,revolver,jeans,sunset,warrant,cur,male,Han,Sichuan,Anesthesiology,Clinical College,Second-batch Undergraduate,National Unified Exam,English
250750101,shoes,school,bookmark,extinguisher,mouse,corn,schoolbag,tree,fence,lamp,female,Han,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750102,homework,chinese,love,seabed,comfort,finished,style,husband,hobby,hotpot,male,Shui,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750106,innovation,burden,integrity,model,achievement,lecture,match,classroom,ranger,labcoat,female,Gelao,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750108,name,light,banana,schoolbag,pants,curtain,podium,teacher,desk,computer,female,Han,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750111,performance,emotion,performance,design,calculation,fun,notes,seat,companion,music,female,Buyi,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750112,chili,laptop,bodywash,scarf,mug,flowers,banana,contacts,button,rope,female,Han,Guangxi,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750114,banana,beauty,operate,association,work,family,relative,arrogance,confidence,thanks,female,Han,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750117,gift,address,life,happiness,books,journey,career,right,platform,fruit,male,Han,Hunan,Stomatology,Clinical College,Second-batch Undergraduate,Regular HS Unified Exam,English
250750118,banana,lipstick,game,video,textbook,microphone,schoolbag,table,pencil,ruler,female,Han,Jiangxi,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750119,darkness,brightness,white,peachblossom,peachtree,sakura,willow,plum,tofu,soymilk,male,Dong,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750120,pet,flower,instrument,cellphone,clothes,food,book,plant,car,house,female,Han,Fujian,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750122,canvas,gold,jacket,satellite,skyeye,comb,volleyball,paraglider,headphones,ring,female,Buyi,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750123,book,pen,spoon,spatula,whiteout,backpack,tent,bedroll,alpenstock,cabinet,female,Han,Hunan,Stomatology,Clinical College,Second-batch Undergraduate,Regular HS Unified Exam,English
250750125,hello,thing,skip,agree,english,airing,smack,paper,pendant,periphery,female,Han,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750126,red,orchard,cellphone,round,sweetness,computer,tablet,juice,big,bite,female,Han,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750129,eat,toilet,airplane,river,hair,socks,thanks,mouse,detective,mars,female,Buyi,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750131,house,mountains,train,train,hospital,park,toothbrush,towel,salt,banana,female,Han,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750132,soymilk,airplane,bed,rhythm,symbol,language,fable,panda,red,petal,female,Han,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750134,wallet,umbrella,pencil,eraser,cellphone,schoolbag,key,computer,raincoat,money,female,Han,Guangxi,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750135,cellphone,computer,television,ship,airplane,motor,bus,subway,train,train,male,Tujia,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750136,school,seat,cola,happy,car,passenger,clothes,family,hope,dream,male,Han,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750137,shoes,atmosphere,crocodile,country,courier,noodles,streamer,badminton,airplane,flower,male,Han,Jiangxi,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750138,apple,backpack,extinguisher,flower,car,house,satellite,rope,panda,towel,male,Han,Guangdong,Stomatology,Clinical College,Second-batch Undergraduate,Regular Unified Exam,English
250750139,sheep,universe,world,territory,fruiter,humanity,reproduction,teeth,insight,deception,male,Han,Chongqing,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750140,romance,seawater,hello,surfing,drink,petal,anonymous,buddy,consumption,soy,female,Han,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750141,pool,sun,trees,wristwatch,rocket,polybag,flowerpot,match,chain,comb,female,Miao,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750143,balance,mouse,streetlight,toilet,crosswalk,elevator,keyboard,report,rod,memorial,male,Han,Jiangxi,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750144,potato,banana-leaf,table,stick,study,finger,shampoo,necklace,screen,candy,female,Han,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750146,airplane,brain,game,apple,computer,pen,building,stereo,tree,rainwater,male,Han,Guangdong,Stomatology,Clinical College,Second-batch Undergraduate,Regular Unified Exam,Japanese
250750147,mango,car,money,platypus,star,garbage,sewer,villa,soap,series,female,Han,Guangdong,Stomatology,Clinical College,Second-batch Undergraduate,Regular Unified Exam,English
250750150,runway,soymilk,house,broom,game,computer,tree,data,dream,idea,female,Buyi,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750151,shadow,spring,equinox,solstice,xiaoman,grain,awakening,frost,dew,snowstorm,female,Qiang,Sichuan,Stomatology,Clinical College,Second-batch Undergraduate,National Unified Exam,English
250750152,banana,truck,movie,pillow,toothbrush,shoes,schoolbag,tide,volcano,telescope,male,Han,Fujian,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750154,hair,architecture,book,typhoon,headphones,trees,apple,mathematics,toothpaste,tissue,female,Han,Sichuan,Stomatology,Clinical College,Second-batch Undergraduate,National Unified Exam,English
250750201,space,organism,object,disappointed,food,password,name,account,health,chemistry,male,Miao,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750212,nurse,cloud,banana,rainbow,zither,plum,lychee,tomato,guava,bayberry,female,Han,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750213,book,seat,classroom,textbook,teacher,professor,doctor,master,student,podium,female,Han,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750214,key,wristwatch,toothbrush,train,hair,loquat,stairs,mirror,carpet,lamb,female,Gelao,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750215,fur,rubber,foam,network,seed,blade,sofa,ivory,wheat,mud,female,Han,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750216,watermelon,sewingmachine,playground,market,gingerbread,restaurant,tank,football,shot,camera,female,Han,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750217,clothes,trees,banana,camera,table,lamp,textbook,cellphone,drink,toothpaste,female,Han,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750218,pomelo,camphor,bee,ant,bears,osmanthus,redcabbage,rapeseed,amber,walnut,female,Han,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750222,car,airplane,rocket,satellite,spacecraft,submarine,tank,gun,cutter,chopsticks,female,Han,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750223,thinking,fruit,snot,toy,handicraft,house,game,cellphone,color,mood,female,Han,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750225,opinion,thinking,imagine,intelligence,index,hobby,faith,rule,interest,develop,female,Chuanqing,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750226,schoolbag,apple,earth,maxiskirt,book,wristwatch,hair,rocket,diamond,fish,female,Han,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750227,ticket,statue,bedroom,friend,vase,showerhead,pesticide,airplane,contacts,schoolbag,female,Han,Hunan,Stomatology,Clinical College,Second-batch Undergraduate,Regular HS Unified Exam,English
250750229,microphone,affairs,information,passage,aroma,environment,trouble,bacon,chopsticks,intersection,female,Han,Fujian,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750233,train,airconditioner,spouse,schoolbag,lizard,computer,camera,leaf,text,magma,male,Han,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750236,ballet,psychology,leaf,chopsticks,tile,bowling,mattress,meteorite,cave,electrocardiogram,male,Miao,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750240,toothbrush,umbrella,cup,towel,pillow,tissue,washbasin,box,toothpick,swab,male,Han,Fujian,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750242,glass,lcd,opera,movie,broom,grip,music,basketball,runway,restaurant,male,Han,Fujian,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750245,alarm,data,english,potato,today,groupchat,link,lecture,smile,sound,female,Han,Fujian,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750248,remote,earring,airconditioner,stereo,fragrance,grille,siren,jeans,belt,overalls,male,Han,Chongqing,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750249,hoe,apple,dustpan,azalea,highscore,attraction,tumbler,pistachio,swimsuit,rollerskates,female,Han,Chongqing,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750250,car,gymnasium,classroom,airplane,cosmetics,rice,runway,pocketknife,microwave,pingpong,male,Han,Guangdong,Stomatology,Clinical College,Second-batch Undergraduate,Regular Unified Exam,English
250750251,think,meaning,action,knowledge,behavior,discipline,efficiency,ocean,hope,morality,female,Buyi,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250750252,achievement,yinyang,joy,happiness,starscape,century,karma,shell,will,rapport,male,Miao,Guizhou,Stomatology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840103,router,compass,notebook,asset,editor-in-chief,card,waxwork,sculpture,stoplight,signpost,female,Han,Guangxi,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840104,bookstore,mint,sauerkraut,homework,government,plastic,forest,poker,cardboard,wire,female,Tujia,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840106,happy,color,car,tin,speed,passion,complex,convenient,diverse,poverty,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840113,egg,backrest,hair,clip,task,food,wool,idiot,faucet,showerhead,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840117,moonlight,people,moon,time,recorder,username,name,table,integrity,friendly,female,Miao,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840120,garlic,cabbage,family,peachtree,rooftop,pavilion,grandfather,player,aquarium,bigfish,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840121,watermelon,vermicelli,playground,heart,knee,clothes,parents,cosmetics,bedspread,cleanser,female,Chuanqing,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840123,game,sleep,watermelon,basketball,skillet,chinese,alcohol,broom,leaf,achievement,male,Miao,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840124,sunspot,thinking,fungus,bacteria,star,matter,oxygen,nitrogen,co2,particle,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840129,juice,tree,book,watermelon,banana,pomelo,pear,flower,apple,grass,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840131,school,practice,study,sport,eat,listen,sleep,stroll,game,entertainment,male,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840133,banana,woods,cub,vehicle,sky,universe,spaceship,shoes,panda,computer,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840135,bear,lightning,tshirt,qrcode,glass,square,restaurant,scar,schoolbus,hairpin,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840136,blueberry,earth,world,consciousness,matter,moon,values,environment,soil,milk,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840137,plum,isolated,willpower,meaning,nation,target,thought,aspiration,disciple,snack,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840138,peanut,deer,sunshine,corn,sky,mountain,scenery,airplane,stool,screw,female,Miao,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840139,organism,qrcode,sweetsop,specialty,fan,wisdom,series,wuhan,effort,xiamen,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840141,fruit,quilt,desk,comb,house,shoes,leaf,desert,screw,fabric,female,Miao,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840144,clothes,pants,serious,study,class,play,sky,earth,house,airconditioner,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840146,wristwatch,rubberband,forest,lawn,balloon,flower,hairpin,coffee,light,fingernail,female,Yi,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840148,toilet,cellphone,clothes,ear,football,curls,lodging,orange,ring,carriage,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840149,gun,banana,tissue,toothbrush,light,chair,television,pen,microphone,stereo,female,Tujia,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840150,pretty,effort,appreciation,success,failure,student,excellent,good,honesty,trustworthy,female,Buyi,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840153,basketball,redflag,loach,banana,hotpot,schoolbag,road,stoplight,cloud,tile,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840154,happy,happy,stroll,rainwater,tranquil,harmonious,tranquil,firelight,flame,seawater,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840155,sketchbook,drama,topic,pen,clothes,paper,pants,flower,grass,shoes,female,Yi,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840156,sunshine,mood,forest,ocean,sky,color,lover,like,rainbow,weekend,female,Bai,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840160,class,shopping,running,eat,write,dance,rise,toothbrushing,reading,smile,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840161,tassel,composition,sunshine,folder,document,table,philosophy,physics,pendant,doll,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840204,sunshine,beach,leaves,zephyr,sun,cactus,earth,hurricane,tide,greenbelt,female,Zhuang,Guangxi,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840209,seed,stairs,qrcode,racecourse,spray,sunshine,beach,bridge,yard,candle,male,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840210,coffee,bridge,hope,suitcase,temperature,migrant,annulus,stars,ocean,seed,male,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840211,jumprope,chalk,radio,lamp,pencil,ballpoint,pen,tissue,schoolbag,blackboard,female,Dong,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840213,cup,pencil,tshirt,red,fruiter,football,fingernail,glasses,necklace,lamb,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840215,friend,bracelet,cup,chair,table,schoolbag,pen,pencil,ruler,necklace,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840223,airplane,cloud,pylon,rocket,dragon,chernozem,flour,redhead,microphone,battery,male,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840224,clothes,shampoo,shoes,socks,glasses,mask,disinfectant,alcohol,soap,bodywash,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840225,books,train,refrigerator,pencil,football,lamp,washer,dictionary,cinema,hospital,male,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840226,basketball,basestation,shotgun,rifle,lamp,grenade,explosive,magazine,grip,rocket,male,Chuanqing,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840227,banana,pen,book,table,moon,sun,rainbow,star,schoolbag,network,male,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840228,world,driver,cash,watermelon,bank,classroom,flower,troops,comics,culture,male,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840231,fingernail,hair,notebook,pen,ear,chair,bed,window,eye,table,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840232,cheese,schoolbag,airplane,cloud,orange,camel,frame,pylon,rainbow,stereo,male,Gelao,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,Russian
250840233,body,ambiguous,romance,shoes,fitness,basketball,university,action,ideal,country,male,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840235,cake,lollipop,strawberry,cream,pink,rainbow,cloud,sky,manicure,contacts,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840236,banana,notebook,oxygen,refrigerator,computer,flower,birdie,bee,tree,backpack,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840239,love,seal,attention,forget,millet,waves,requirement,remember,lovehate,summit,female,Chuanqing,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840242,play,ink,number,cook,mountain,millet,forbid,exert,serious,solemnity,male,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840243,clock,puppy,car,gunpowder,schoolbag,lunchbox,map,hat,comb,cup,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840248,banana,rice,cabbage,runway,backyard,frontyard,garden,road,highway,trees,female,Buyi,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840251,lipstick,fish,apple,park,doll,game,family,candy,tone,screen,female,Chuanqing,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840253,shoes,washbasin,study,trees,banana,airconditioner,pen,workbook,cellphone,birdie,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840256,rebar,rocket,leaf,cup,dog,soup,diamond,hat,airconditioner,bed,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840257,novel,jewelry,emotion,ability,resilience,temperament,freedom,travel,plan,confidence,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840258,death,die,death,abort,sacrifice,die,nirvana,death,demise,death,female,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250840261,sunflower,sun,banana,slide,chalk,rocket,glasses,cave,bridge,ruler,male,Han,Guizhou,Medical Laboratory Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
250940101,rice,child,mask,secret,cement,time,nation,country,life,pancake,male,Han,Guizhou,Public Administration,Public Administration College,Second-batch Undergraduate,Autumn Unified Exam,English
250940103,banana,assets,hello,venue,book,court,cola,medicine,pants,foundation,female,Han,Guizhou,Public Administration,Public Administration College,Second-batch Undergraduate,Autumn Unified Exam,English
250940104,ferriswheel,clothes,book,lamp,cosmetics,shampoo,cleanser,bicycle,cup,quilt,female,Miao,Guizhou,Public Administration,Public Administration College,Second-batch Undergraduate,Autumn Unified Exam,English
250940106,runway,cybercafe,rocket,cruller,soymilk,computer,playground,school,forest,billiards,male,Tujia,Guizhou,Public Administration,Public Administration College,Second-batch Undergraduate,Autumn Unified Exam,English
250940107,cellphone,computer,canteen,billiards,pear,cat,fish,bicycle,classroom,university,male,Han,Guizhou,Public Administration,Public Administration College,Second-batch Undergraduate,Autumn Unified Exam,English
250940108,record,classroom,floor,grain,care,respect,wait,fun,desire,congratulate,female,Buyi,Guizhou,Public Administration,Public Administration College,Second-batch Undergraduate,Autumn Unified Exam,English
250940109,wristwatch,watercard,flag,hairpin,light,book,television,camera,streamer,cellphone,female,Han,Guizhou,Public Administration,Public Administration College,Second-batch Undergraduate,Autumn Unified Exam,English
250940110,walk,cilantro,irony,insert,move,meditation,mockery,pity,electron,celebrity,female,Han,Guizhou,Public Administration,Public Administration College,Second-batch Undergraduate,Autumn Unified Exam,Russian
250940111,apple,forest,carrot,train,airplane,clothes,table,study,university,monkey,female,Li,Guizhou,Public Administration,Public Administration College,Second-batch Undergraduate,Autumn Unified Exam,English
