index,source,subset,collection_date,word_1,word_2,word_3,word_4,word_5,word_6,word_7,word_8,word_9,word_10,word_dat_score,word_dropped,cue_model_name,cue_1,cue_2,cue_3,cue_4,cue_5,cue_6,cue_7,cue_8,cue_9,cue_10,cue_dat_score,cue_dropped,augment_1,augment_2,augment_3,augment_4,augment_5,augment_6,augment_7,augment_8,augment_9,augment_10,augment_dat_score,augment_dropped,demo_age,demo_gender,demo_country,demo_region,demo_ethnicity,demo_education,demo_major,demo_english_comfort,demo_program_type,demo_multilingual,extra_json
pnas_R_2zeS142DPdWD5eK,olson_pnas2021,study2,,Sour,Short,Trajectory,Girth,Selvage,Arc,Duration,Fish,Organisation,Hope,84.492615,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,Male,Australia,,,,,,,FALSE,
pnas_R_3JxcGyF9DNvcUWY,olson_pnas2021,study2,,floor,week,box,lint,cat,grass,paint,tricycle,friend,coat,74.60157,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
pnas_R_1gjaXFjlSp7Pnn8,olson_pnas2021,study2,,Computer,Bottle,Eyeshadow,paperclip,Bridge,Walking stick,lens,Knob,scarf,syringe,85.03406,0,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,
pnas_R_3EsNW47tH4iyk8q,olson_pnas2021,study2,,oil,meteor,chocolate,carbon dioxide,frog,basket,stirrup,anchor,fence,deodorant,85.17831,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_UungeYQZw357fkl,olson_pnas2021,study2,,Ocean,Earth,Fire,Clouds,Forests,Cars,Highrise building,Clothes,Heater,Computer,68.79149,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,Female,Australia,,,,,,,FALSE,
pnas_R_2y89bUfsQzdy4cc,olson_pnas2021,study2,,boat,elephant,key,window,eggplant,driveway,cactus,hair,jumper,trinket,80.80004,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Male,Singapore,,,,,,,FALSE,
pnas_R_22mJC7d94tqjk0b,olson_pnas2021,study2,,shirt,umbrella,bicycle,house,dinner,happiness,speed,height,ethnicity,longevity,78.29748,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Canada,,,,,,,TRUE,
pnas_R_3hrpPbmUvZmCjKE,olson_pnas2021,study2,,shoes,puppy,cloud,suacepan,aeroplane,christmas lights,book,map,light fitting,earrings,85.66288,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_2TTzdYxNhkIuCql,olson_pnas2021,study2,,boy,pen,book,toast,phone,cigarette,lever arch folder,bushland,clothesline,colour,85.98099,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Female,Australia,,,,,,,FALSE,
pnas_R_3npdSsNuFaIFI3U,olson_pnas2021,study2,,pain,speed,confusion,hollow,solo,group,depth,strength,elation,abstract,79.33735,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Male,Australia,,,,,,,FALSE,
pnas_R_2YMoC3X6X3Og1Kj,olson_pnas2021,study2,,car,bike,grass,road,city,bush,sea,land,fire,water,65.80979,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,Australia,,,,,,,FALSE,
pnas_R_2qazuacgd1GxGPK,olson_pnas2021,study2,,jacket,magpie,Love,Molecule,Ocean,Chalk,Grease,Cloud,Magnesium,Fart,84.25286,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Female,Australia,,,,,,,FALSE,
pnas_R_yTJ2JxjGeaSfzjj,olson_pnas2021,study2,,blueprint,democracy,hospital,incident,harmonise,capture,lilly,sphere,child,splint,88.91839,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
pnas_R_33se7X3j6u5wlcZ,olson_pnas2021,study2,,Fire,Water,Earth,Air,Tin,Gold,Tap,Boards,Nails,Tools,67.461235,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,Female,Australia,,,,,,,FALSE,
pnas_R_3OrnwfQUe3x1oKj,olson_pnas2021,study2,,car,house,cat,tree,smile,breast,fart,rock,star,ocean,73.7637,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,Australia,,,,,,,FALSE,
pnas_R_2yjyxt0LcP9ltQL,olson_pnas2021,study2,,rock,feather,neutron,love,gravity,decision,vacuum,red,ocean,time,82.29531,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,Male,United States of America,,,,,,,FALSE,
pnas_R_1FebPYuRSRF7aPD,olson_pnas2021,study2,,Dog,Asteroid,Regent,Car,Dust,Beacon,Guitar,Razor,Cliff,Poison,86.32729,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Male,Australia,,,,,,,TRUE,
pnas_R_2uKjZUIIM1hraMW,olson_pnas2021,study2,,Dog,Straw,Angel,Pedestal,Fan,Water bottle,Corn,Ceiling tile,Alcohol,Computer,79.52205,0,,,,,,,,,,,,,,,,,,,,,,,,,,18,Male,Australia,,,,,,,FALSE,
pnas_R_3PEJDcYr2Zv7Gzy,olson_pnas2021,study2,,Car,cat,camera,carrot,castanet,cavern,camisole,camphor,campfire,cameraderie,89.81883,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,Australia,,,,,,,TRUE,
pnas_R_3nH4xp2nL11k0vV,olson_pnas2021,study2,,Chair,bridge,Dog,Tree,Sandwich,museum,guitar,Car,Blanket,Oven,76.70396,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_29vvr7deKCdYimN,olson_pnas2021,study2,,Chair,Cat,Jumper,Bedlamp,Daffodil,Casserol,Hairpin,Needle,Water,Windchime,83.615425,0,,,,,,,,,,,,,,,,,,,,,,,,,,65,Female,Australia,,,,,,,TRUE,
pnas_R_12g61Xe7gEZBtdL,olson_pnas2021,study2,,Arrowroot,Plain,Bag,Cutlery,Bonsai,Cuticle,Professor,Jewellery,Foundation,Prop,89.257,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_1esjR7XeF6ljX5Y,olson_pnas2021,study2,,Hat,Board,Cat,Grass,Kite,Stomach,Trailer,Wire,Ball,Nappy,78.183395,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Male,Australia,,,,,,,FALSE,
pnas_R_2CKFinFxozx4qX5,olson_pnas2021,study2,,Sky,Grass,Box,Jacket,Leopard,Eletricity,Conditioner,Tick,Anarchy,University,78.50073,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Female,Brazil,,,,,,,TRUE,
pnas_R_TcmvPxoWj2JDUL7,olson_pnas2021,study2,,Ocean,Spectacular,Mundane,Challenge,Spontaneous,Fire,Fatigue,Refresh,Structure,Creative,76.620476,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Male,Australia,,,,,,,TRUE,
pnas_R_D768qzl1gCRHxh7,olson_pnas2021,study2,,plane,wind,fox,purple,sign,brick,tree,shirt,car,child,75.10969,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Male,Australia,,,,,,,FALSE,
pnas_R_2AQCfXyox7Maw0D,olson_pnas2021,study2,,tree,lightning,uranium,vaccuum,barbeque,theory,university,tile,friend,spoiler,85.75874,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Male,New Zealand,,,,,,,TRUE,
pnas_R_8Hf9K96BajnXVWV,olson_pnas2021,study2,,house,phone,toy,car,book,bag,water,allotment,paint,dress,71.52902,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Portugal,,,,,,,TRUE,
pnas_R_1LtmSSVG73iM7HN,olson_pnas2021,study2,,Dog,Kite,Cooking,Toes,Bush,Arm,Carrot,Phone,Triangle,Nut,76.09402,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_3iWIs28dUUPwZ4Q,olson_pnas2021,study2,,sky,table,laptop,pencil,cookbook,hand,jacket,whiteboard,grass,labels,76.666,0,,,,,,,,,,,,,,,,,,,,,,,,,,9,Female,Australia,,,,,,,FALSE,
pnas_R_3ilCR3V3BfCAsZD,olson_pnas2021,study2,,objective,birdcage,pasta,obituary,dance,romance,flagellate,spectacles,bandage,explore,95.01948,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_3hA7T4OJ2yB6ekW,olson_pnas2021,study2,,Donkey,Time,Pencil Case,Jumper,Sunscreen,Town,Docter,Road,Ear muffs,Grass,84.02503,0,,,,,,,,,,,,,,,,,,,,,,,,,,9,Female,Hungary,,,,,,,TRUE,
pnas_R_2Qujw9QNDxpO3k5,olson_pnas2021,study2,,Dog,Spaceship,Computer,Doormat,Handbrake,Dance Shoes,Beaker,Dumbell,Budget Spreadsheet,defibrillator,89.85804,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Female,Australia,,,,,,,FALSE,
pnas_R_WlnWETqZLr5B3u9,olson_pnas2021,study2,,Red,Shark,Sun,Rug,Telepromter,Helicopter,Astronaut,Snake,Potato,Baby,76.37421,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Female,Australia,,,,,,,FALSE,
pnas_R_1cS8WAxdMC1SyIZ,olson_pnas2021,study2,,Outside,Indoors,Nature,Technology,Literature,Facebook,Letter,Telephone,Thermometer,Catapult,76.42926,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
pnas_R_3j6xs4eZJg3AlQk,olson_pnas2021,study2,,Alphabet,Shoe,Aquarium,Elbow,Fish,Hoe,Dog,Book,Ruler,Nail,80.265915,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Female,New Zealand,,,,,,,FALSE,
pnas_R_1JKiuZXBcgFPXzj,olson_pnas2021,study2,,Horse,Door,Shoe,Comb,Fish,Trousers,Vase,Light,House,Car,77.825516,0,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,
pnas_R_VVcCZqK2BnCKHPb,olson_pnas2021,study2,,Cat,Pot,Hose,Car,Pen,Compass,Vase,Handbag,Shoe,Hairbrush,77.2058,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
pnas_R_1ImGofF23zjCMCg,olson_pnas2021,study2,,Goat,Christmas,Love,Cardboard,Creativity,Flag,Splinter,Tulip,Diversity,Tabard,84.794136,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_2VEHuUe7qSfbDvA,olson_pnas2021,study2,,Duck,Rock,Pencil,Thunder,Robber,Time,Orange,Poison,Trampoline,Box,77.93763,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,
pnas_R_3rGJ6qi4rkfcxov,olson_pnas2021,study2,,dog,boat,tree,envelope,car,horse,telephone,dish,chair,road,75.052605,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Female,Australia,,,,,,,FALSE,
pnas_R_3ozQ8LHessUiakK,olson_pnas2021,study2,,High,Low,Dog,Jumper,Remote,Car,Book,Fart,Ten,Pupil,75.98578,0,,,,,,,,,,,,,,,,,,,,,,,,,,7,Male,Australia,,,,,,,FALSE,
pnas_R_WfHM5qY6LWsK6ad,olson_pnas2021,study2,,tree,fire,water,earth,liquid,solid,gas,plasma,bed,rock,63.015663,0,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,
pnas_R_2zkcNbE3K5PT6sf,olson_pnas2021,study2,,Flamingo,glasses,chocolate,beach,lantern,internet,math,Plastic,road,fingertip,81.1701,0,,,,,,,,,,,,,,,,,,,,,,,,,,13,Male,Australia,,,,,,,FALSE,
pnas_R_2Ebr5kh4wUvK1xs,olson_pnas2021,study2,,idiosyncratic,vellichor,psycho,extraordinary,philanthropy,rainbow,plasma,horizon,absorb,technicality,84.861336,0,,,,,,,,,,,,,,,,,,,,,,,,,,13,Female,South Africa,,,,,,,TRUE,
pnas_R_9AZtpCn4jSE3ACR,olson_pnas2021,study2,,starfish,rock,sun,tree,fat,alcohol,atom,cloud,bible,chess,80.07675,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,Australia,,,,,,,FALSE,
pnas_R_24jiJ3QcypH19gm,olson_pnas2021,study2,,Dog blanket,Milkshake maker,bangles,Rainbow,Unicorn,Book,Magician,Diary,Crepe paper,Room,82.35961,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,United Kingdom of Great Britain and Northern Ireland,,,,,,,FALSE,
pnas_R_cI0dTni3YdJ4B9f,olson_pnas2021,study2,,Dog,Shoes,Girl,Headband,Ring,Wallet,Cupcake,card,Purple,Raincoat,70.2963,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Female,Australia,,,,,,,FALSE,
pnas_R_1mUZWDqMRxMgRHz,olson_pnas2021,study2,,Bed,Shed,Head,Dead,Red,Alfred,Collateral,Damzge,Strength,Weakness,75.73075,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_1NrbLCHNEdRIXWN,olson_pnas2021,study2,,chier,table,goat,phone,orange,car,george,pool,light,eat,74.29853,0,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,
pnas_R_25A8c6fJ1BhW6wj,olson_pnas2021,study2,,toilet,bag,book,grass,jumper,carpet,hair,beach,shoe,car,76.46472,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_2wslzp3R1Q2fRMp,olson_pnas2021,study2,,Plant,Socks,T-rex,Bubble gum,Skyscraper,Thumb,Stair,Brain,Wall,Door,86.02033,0,,,,,,,,,,,,,,,,,,,,,,,,,,9,Female,Australia,,,,,,,FALSE,
pnas_R_3khvX9Ahb5XsxqR,olson_pnas2021,study2,,Color,Cup,Car,Tree,Liquidity,Name,Test,Animal,Book,Shop,83.1512,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_ANVwzRf9J2jpCZr,olson_pnas2021,study2,,Table,Flower,Shampoo,Nail,Sky,Finger,Zebra,Mud,Carpet,Prisoner,73.68074,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,TRUE,
pnas_R_2E0tGYzyH9b2u9z,olson_pnas2021,study2,,Anger,Pen,Sea,Beg,Willow,Entrance,Record,Wig,Muscle,Impregnate,84.5938,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_29oIavLn0z5HJT4,olson_pnas2021,study2,,paint,moon,worm,dog,ball,oil,politician,stick,water,dust,78.172424,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
pnas_R_3fBibJKnG02giuE,olson_pnas2021,study2,,Cat,Brick,Tree,Nail polish,Wool,Meteorite,Foam,Mercury,Ruler,Blender,80.32879,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_27Bg9OeHiUDkznY,olson_pnas2021,study2,,Cat,Octopus,Sun,Waves,Styrofoam,Nuclear,Powder,House,Phone,Step,80.03944,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Female,Australia,,,,,,,TRUE,
pnas_R_2QGxFmuQuQaVgCF,olson_pnas2021,study2,,rat,speaker,corn,rainbow,shorts,dirt,pushbike,hairbrush,table,toy,87.64078,0,,,,,,,,,,,,,,,,,,,,,,,,,,13,Male,Australia,,,,,,,FALSE,
pnas_R_C8QoTlJeWDzNaRr,olson_pnas2021,study2,,Human,Floor,Cup,Lighthouse,Orange,Board-game,Forest,Number,Medicine,Printer,85.172165,0,,,,,,,,,,,,,,,,,,,,,,,,,,13,Male,Australia,,,,,,,FALSE,
pnas_R_6QBVPUzmwXHIRHP,olson_pnas2021,study2,,Tree,Plane,Road,Light,Cloud,Fence,Bird,Pole,Grass,Motor,67.99484,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,
pnas_R_1ovXA4dsTn0fPN0,olson_pnas2021,study2,,Dog,Candle,Sun,Karate,Dictionary,Pebble,Language,Heart,Pool,School,81.51956,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,,,,,,,,FALSE,
pnas_R_2wjGJiqgfjHS6tf,olson_pnas2021,study2,,Feet,Elbows,Fingers,Eyeballs,Nose,Hair,Eyelash,Fingernail,Vein,Eyebrow,65.16327,0,,,,,,,,,,,,,,,,,,,,,,,,,,13,Female,Zimbabwe,,,,,,,FALSE,
pnas_R_1mkqUmXWIC3B3KK,olson_pnas2021,study2,,Place,Test,Button,Cookie,Car,Platform,Bra,Disco,Museum,Hairband,77.91744,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_3m8zN7gFIYKumCq,olson_pnas2021,study2,,running,farting,carpeting,Tennis,Itching,Confusing,Puzzled,Conscious,Quirky,Undressed,84.476265,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,United Kingdom of Great Britain and Northern Ireland,,,,,,,FALSE,
pnas_R_11gwqoBtOZv1hSn,olson_pnas2021,study2,,Cake,Door,Water,Grass,Wire,Bench,Lazer,Plug,Knife,File,73.23069,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Male,,,,,,,,FALSE,
pnas_R_RF65Sz63mrWr2Vz,olson_pnas2021,study2,,stone,water,gas,mathematics,history,geography,brother,religion,help,me,76.97094,0,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,
pnas_R_1gCrQe7qMz82tWL,olson_pnas2021,study2,,Table,Fire,Lantern,Ocean,Shoe,Garage,Star,Cushion,Picture,Comb,77.186966,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,,Australia,,,,,,,FALSE,
pnas_R_3kGoBMfFsmZJST2,olson_pnas2021,study2,,Banana,Pear,Car,Brick,Acid,Sugar,Lollipop,School,Keyboard,Computer,73.870766,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Male,United Arab Emirates,,,,,,,TRUE,
pnas_R_22EA7CBhSkpFsru,olson_pnas2021,study2,,Hamburger,Elephant,Toenail,Sheep,Fur,Heart,Leaf,Teardrop,Fairy,Country,75.56527,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_1HeoaQ4W5dAfctW,olson_pnas2021,study2,,Black,Nonsense,Opaque,Radiation,Hippocampus,Logic,Ibex,Borders,Friends,Songs,88.746864,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Male,Australia,,,,,,,FALSE,
pnas_R_1OwWos0Le6HROS6,olson_pnas2021,study2,,cat,bedsheet,tree,kaleidoscope,book,axe,car,joystick,bacteria,flyswat,84.60166,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Female,Australia,,,,,,,FALSE,
pnas_R_3L1q5ISRZNStqmJ,olson_pnas2021,study2,,House,Orange,Toenail,Ink,Cloud,Iguana,Diamond,Root,Feather,Gnat,81.6099,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_2dZwhkpxQD9SXy6,olson_pnas2021,study2,,cat,pot,carrot,bird,pencil,hill,algae,key,truck,sand,75.59087,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_RCfaWwnsHPlq2qJ,olson_pnas2021,study2,,Foot,Air,Place,Dog,Chair,Ball,Bicycle,Tree,Pole,Concrete,69.00363,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Male,Australia,,,,,,,FALSE,
pnas_R_1jPmOxvwqzuO7dK,olson_pnas2021,study2,,house,grass,water,insect,dress,brick,feather,shell,tree,bomb,70.53226,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,Female,Australia,,,,,,,FALSE,
pnas_R_1I4oUqT9JDJviST,olson_pnas2021,study2,,Clean,Garden,Car,Sew,Swim,Talk,Dog,Travel,Eat,Hug,73.3876,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
pnas_R_1eRh0zHOiJsJQll,olson_pnas2021,study2,,Dog,House,Train,Violin,Stapler,Telephone,Calendar,Clock,Foot,Chocolate,83.91744,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_5j9nptDmYIQrf0Z,olson_pnas2021,study2,,Car,Flower,Back,Football,Paper,Orange,Picture,Iceberg,Brick,Chair,70.76543,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Male,Australia,,,,,,,FALSE,
pnas_R_1LIjcPgZCnPBbGC,olson_pnas2021,study2,,bread,headband,tree,house,treadmill,car,doughnut,BBQ,cat,door,80.517204,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_2fxMAd06F03PU2M,olson_pnas2021,study2,,watch,earphones,calander,sharpie,cabinet,eraser,sharpener,hoodie,guitar,bin,80.32422,0,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,
pnas_R_1g2589j6XbuHRca,olson_pnas2021,study2,,envelope,pictures,blinds,glue,folders,leaf,foot,argument,ice,verandah,78.97094,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,Female,Australia,,,,,,,FALSE,
pnas_R_3IXlG15AIya3uge,olson_pnas2021,study2,,Horse,Bonnet,Caliper,Banana skin,Floor wax,Thermometer,Satellite,Volcano,Escalator,Paddling pool,86.89525,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_3GAPBCnbl4K9qBl,olson_pnas2021,study2,,Orange,Bike,Sand,Ice,Star,Diamond,China,Silverware,Finger,Ant,72.36219,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_1jfXFuWVMXAyL7X,olson_pnas2021,study2,,animal,plant,hair,puzzle,costume,blue,metal,beanbag,map,shell,73.60697,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_3shOaGCiPOyRqZK,olson_pnas2021,study2,,Church,House,Torch,LA,Plate,Mirror,Phone,Time machine,P not P,20 D ?,79.30465,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,Australia,,,,,,,FALSE,
pnas_R_2xDUe46kjd7LpAU,olson_pnas2021,study2,,Life,Death,Seed,Bulb,Road,River,Star,Atom,Water,Sand,76.63768,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,Male,Australia,,,,,,,TRUE,
pnas_R_2aqQQ1teY2TD9Jg,olson_pnas2021,study2,,House,Cliff,Hang glider,Raft,Black hole,Needle,Cherry,Water,Spider,Gym Weight,82.66603,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Male,Australia,,,,,,,FALSE,
pnas_R_3h0e0pg51RCJp49,olson_pnas2021,study2,,Bag,Computer,Table,Chair,House,Car,Bike,Phone,Lightbulb,Sun,67.96017,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,Australia,,,,,,,FALSE,
pnas_R_2diQnkoqHlfCMWA,olson_pnas2021,study2,,Food,Dirt,Wedding,Toilet,Education,Television,Schoolbag,Mass,Road,Skirt,84.16559,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Female,Ireland,,,,,,,FALSE,
pnas_R_6upHkY4plsbYmVH,olson_pnas2021,study2,,elephant,table,tree,nutmeg,beach,eyes,planet,xylophone,stethascope,circuit,77.94914,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_2B3SXWU5EXd55bV,olson_pnas2021,study2,,Mouse,Light,Screen,Tissue,hand,Tree,Bus,Bird,River,Garbage,71.988594,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,India,,,,,,,TRUE,
pnas_R_3KT28p2Hfshr6GV,olson_pnas2021,study2,,sock,book,car,sky,chair,picture,laptop,nose,microphone,brain,76.82774,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Belgium,,,,,,,TRUE,
pnas_R_3JDDUsjwAH4ZR8A,olson_pnas2021,study2,,Mouse,Icicle,Planet,Car,Turnover,Card,Starfish,Unicorn,Atom,File,86.79462,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_pR9VauDEBYNzUw9,olson_pnas2021,study2,,Apple,Table,Cat,Car,Tree,Ornament,Road,Fan,Spoon,Painting,71.462265,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Female,Australia,,,,,,,TRUE,
pnas_R_27eZJxWQHfafQtj,olson_pnas2021,study2,,Office,Beach,Ice,Jug,Hammer,Apple,Dog,Meteor,Iron,Atom,77.35931,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Male,Australia,,,,,,,FALSE,
pnas_R_3m1zjigeAiP78VW,olson_pnas2021,study2,,tree,sea,elephant,ship,rabbit,traffic,building,fence,basket,dress,73.58945,0,,,,,,,,,,,,,,,,,,,,,,,,,,65,Female,Australia,,,,,,,FALSE,
pnas_R_3230mQNT1iMHnzR,olson_pnas2021,study2,,pathogen,paint,whale,volcano,calculus,snake,paper,galaxy,electricity,soul,85.085915,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_qIz7JFm6aEx2lr3,olson_pnas2021,study2,,Block,Baby,Tree,Sin,Galaxy,Skin,Molecule,Water,Idea,Necessity,80.76822,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,TRUE,
pnas_R_SCZnb2WUwwffXZT,olson_pnas2021,study2,,tree,sky,bird,phone,desk,office,car,area,park,garabage,69.5444,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,Australia,,,,,,,FALSE,
pnas_R_10OCPp9EoLpT0En,olson_pnas2021,study2,,Bird,Rock,Sugar,Tree,Bin,Air,Tools,Night,Space,Light,77.40789,0,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,
pnas_R_cLUczcS2NtN45jz,olson_pnas2021,study2,,Egg,Hat,Toe,Wood,Cobweb,Star,Number plate,Cabbage,Plastic,Fence,87.9596,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Male,United Kingdom of Great Britain and Northern Ireland,,,,,,,TRUE,
pnas_R_1f157F8jMzfMwCo,olson_pnas2021,study2,,part,body,country,plant,colour,school,age,coral,paper,television,71.77678,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_1eXouvJcczCd97M,olson_pnas2021,study2,,Blue,Shoelaces,Needle,Kiln,Brush,Key,Comb,Lawyer,Money,Poppy,79.02797,0,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,
pnas_R_1erYq8ZMtcLY9xU,olson_pnas2021,study2,,tadpole,uranus,lightning,rickshaw,lettuce,spool,kaliedoscope,club,petrolcan,arrow,88.83624,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_2wbioMHov1eUOdy,olson_pnas2021,study2,,tree,mammal,lunch,electricy,teeth,rock,ink,lizzard,cloak,plastic,82.79362,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Female,Australia,,,,,,,FALSE,
pnas_R_zT3BZeY5KBdOsq5,olson_pnas2021,study2,,Blue,Kite,Fish,Muscle,Asphalt,Wind,Dress,Ramp,Screen,Icicle,77.40693,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_3qEwTkUdQMjyOVS,olson_pnas2021,study2,,Lawn,Holiday,Bus,Wonderful,Vegetable,Open,Happy,Mountain,Golf,Cat,71.97403,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_1M3AArGUnhTRg5z,olson_pnas2021,study2,,lion,hinge,gravel,space,infant,onion,fellow,ink,thought,ocean,87.63613,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,Australia,,,,,,,FALSE,
