model_name,batch,temperature,source_file,dat_score,noun_0,noun_1,noun_2,noun_3,noun_4,noun_5,noun_6,noun_7,noun_8,noun_9
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.31574,apple,cloud,justice,melody,table,freedom,butterfly,memory,ocean,laughter
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.36342,apple,cloud,justice,melody,table,courage,sunlight,idea,feather,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.949394,apple,cloud,justice,melody,table,freedom,diamond,laughter,ocean,dream
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,75.854645,apple,bridge,courage,dream,feather,harmony,journey,laughter,melody,universe
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.597916,apple,cloud,justice,melody,table,freedom,rainbow,memory,laughter,universe
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.97314,apple,cloud,justice,melody,pencil,river,sunshine,table,wisdom,zipper
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.479996,apple,cloud,justice,melody,table,freedom,feather,laughter,mirror,autumn
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.98925,apple,cloud,justice,melody,pencil,river,shadow,table,warmth,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.19338,apple,chair,happiness,river,cloud,justice,melody,telescope,courage,table
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.76609,chair,melody,justice,pebble,curiosity,canvas,laughter,whisper,harmony,radiance
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,76.49886,apple,justice,melody,cloud,happiness,chair,freedom,river,idea,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.5662,apple,cloud,justice,melody,table,courage,dream,river,idea,butterfly
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.99359,apple,mountain,thought,window,justice,melody,chair,freedom,cloud,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,76.21042,apple,chair,idea,ocean,song,tree,justice,dream,cloud,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.16973,chair,melody,justice,feather,ocean,laughter,mirror,courage,harmony,curiosity
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,75.00917,apple,book,cloud,dream,emotion,family,harmony,journey,knowledge,laughter
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.96418,apple,song,justice,window,chair,dream,courage,ocean,melody,freedom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.75184,apple,cloud,justice,melody,chair,liberty,ocean,dream,courage,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.06242,apple,cloud,justice,melody,chair,freedom,ocean,idea,feather,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.479996,apple,cloud,justice,melody,table,freedom,feather,courage,mirror,dream
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,82.03916,chair,cloud,melody,justice,pebble,laughter,canvas,wisdom,feather,rhythm
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.99444,apple,cloud,justice,melody,table,courage,flower,rhythm,knowledge,mirror
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,76.26788,apple,chair,joy,cloud,book,river,dream,brush,freedom,music
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,83.50142,apple,cloud,justice,melody,pebble,serenity,telescope,whisper,zephyr,zest
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.234665,apple,melody,justice,cloud,happiness,pencil,freedom,mirror,laughter,journey
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.37587,apple,cloud,freedom,hammer,laughter,melody,ocean,puzzle,rhythm,whisper
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.58871,apple,cloud,justice,melody,chair,dream,liberty,ocean,rhythm,wisdom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.5662,apple,cloud,justice,melody,table,dream,courage,sunlight,harmony,freedom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.27869,apple,cloud,justice,melody,table,courage,whisper,dream,mirror,freedom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,72.01558,apple,book,cloud,dream,freedom,harmony,journey,laughter,melody,wisdom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.06242,apple,cloud,justice,melody,chair,freedom,ocean,knowledge,flower,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.535774,apple,emotion,window,idea,chair,justice,melody,mountain,freedom,ocean
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.92447,apple,cloud,justice,melody,table,courage,feather,mirror,harmony,shadow
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,82.00636,apple,melody,cushion,justice,horizon,pebble,laughter,canvas,journal,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.5467,apple,cloud,justice,melody,spoon,thought,window,courage,harmony,rhythm
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,73.64862,apple,book,cloud,dream,freedom,guitar,happiness,journey,kindness,universe
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,84.40873,apple,chair,justice,melody,pebble,silence,telescope,volcano,whisper,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.304924,apple,cloud,justice,melody,table,freedom,whisper,diamond,laughter,universe
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.47327,apple,cloud,justice,mirror,song,table,wind,dream,freedom,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.33215,apple,melody,justice,window,courage,cloud,freedom,chair,dream,ocean
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.3031,apple,cloud,justice,melody,table,courage,horizon,laughter,memory,symphony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.601105,apple,chair,justice,melody,cloud,courage,mirror,freedom,flower,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,83.50142,apple,cloud,justice,melody,pebble,serenity,telescope,vase,whisper,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.271965,apple,justice,melody,pebble,freedom,cloud,mirror,laughter,feather,canvas
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.93559,apple,chair,freedom,melody,ocean,puzzle,sunlight,technology,wisdom,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,81.61439,apple,cloud,justice,melody,pencil,serenity,umbrella,whisper,zephyr,zest
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.60145,apple,cloud,justice,melody,pebble,symphony,umbrella,whisper,zephyr,zest
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.04738,apple,cloud,justice,melody,pillow,river,shadow,thought,whisper,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,74.698685,apple,book,cloud,dream,emotion,flower,harmony,journey,knowledge,laughter
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.57156,apple,cloud,justice,melody,pebble,rhythm,smile,umbrella,whisper,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.72737,apple,cloud,justice,melody,table,courage,butterfly,language,dream,freedom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,75.564,apple,justice,melody,cloud,freedom,texture,thought,gravity,mirror,laughter
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.57868,apple,cloud,justice,melody,pebble,silence,time,whisper,zephyr,zest
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.479996,apple,cloud,justice,melody,table,freedom,feather,dream,ocean,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.13533,apple,song,justice,cloud,chair,freedom,diamond,memory,ocean,laughter
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,81.64501,apple,chair,justice,melody,pebble,sunset,wisdom,zephyr,canvas,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.27196,apple,melody,freedom,pebble,justice,mirror,cloud,courage,feather,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,76.463005,apple,cloud,justice,melody,chair,dream,freedom,ocean,idea,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.64473,apple,cloud,justice,melody,table,courage,sunset,knowledge,feather,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,81.30826,apple,cloud,justice,melody,chair,freedom,pebble,idea,flower,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.36342,apple,cloud,justice,melody,table,courage,sunlight,dream,laughter,universe
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,84.542625,apple,cloud,justice,melody,pebble,telescope,warmth,zephyr,canvas,rhythm
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.384346,book,cloud,justice,melody,spoon,happiness,forest,mirror,idea,button
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.88835,apple,chair,justice,melody,cloud,freedom,mirror,courage,river,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.52226,apple,cloud,justice,melody,chair,dream,courage,ocean,harmony,freedom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,69.162476,apple,book,cloud,dream,freedom,happiness,journey,melody,rhythm,universe
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.26752,apple,cloud,justice,melody,pebble,silence,texture,volcano,whisper,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.467735,apple,melody,justice,window,courage,table,dream,freedom,cloud,love
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.69408,apple,cloud,justice,melody,pebble,quilt,sunshine,umbrella,whisper,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.28908,apple,cloud,justice,melody,mirror,pencil,shadow,sunlight,thought,wheel
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.88835,apple,melody,justice,cloud,chair,freedom,mirror,rhythm,knowledge,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.196106,apple,cloud,freedom,hammer,justice,melody,ocean,quilt,sunlight,whisper
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.005424,apple,cloud,justice,melody,table,courage,harmony,dream,freedom,memory
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.798355,apple,cloud,justice,melody,mirror,pebble,rhythm,silence,sunlight,whisper
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,75.13669,apple,emotion,chair,idea,flower,justice,table,freedom,book,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.36965,apple,cloud,justice,rhythm,umbrella,butterfly,courage,symphony,freedom,mirror
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.91656,apple,cloud,justice,melody,pencil,serenity,texture,umbrella,wisdom,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.26752,apple,cloud,justice,melody,pebble,silence,texture,wisdom,zephyr,zygote
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.10068,apple,cloud,justice,melody,spoon,freedom,diamond,laughter,ocean,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,84.63651,apple,cloud,justice,melody,pencil,serenity,telescope,waterfall,zephyr,zircon
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,81.7076,apple,justice,melody,cushion,idea,pebble,laughter,canvas,courage,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.76374,apple,cloud,justice,melody,pebble,serenity,tapestry,whisper,zephyr,zest
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,76.44162,apple,mountain,justice,flower,memory,freedom,cloud,harmony,rhythm,curiosity
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,83.50142,apple,cloud,justice,melody,pebble,serenity,telescope,umbrella,whisper,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,76.043335,apple,chair,idea,melody,ocean,puzzle,rainbow,snowflake,whisper,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,73.281,apple,book,cloud,dream,freedom,happiness,leaf,ocean,time,universe
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.372055,apple,cloud,justice,melody,pebble,sunset,whisper,zephyr,canvas,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.477356,apple,cloud,justice,symphony,pencil,freedom,ocean,chair,idea,melody
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,82.115105,apple,chair,justice,melody,pebble,suitcase,whisper,zephyr,harmony,tapestry
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.28813,apple,cloud,justice,melody,table,courage,rainbow,mirror,freedom,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.96247,apple,cloud,freedom,melody,pencil,river,silence,time,window,zest
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.961624,apple,cloud,justice,melody,pencil,river,silence,sunlight,time,whisper
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,82.796234,apple,cloud,justice,melody,pillow,telescope,whisper,zephyr,canvas,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.06242,apple,cloud,justice,melody,chair,freedom,ocean,thought,flower,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.565186,apple,melody,justice,feather,mirror,courage,cloud,laughter,rhythm,dream
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.175224,apple,cloud,justice,melody,pebble,silence,umbrella,warmth,zephyr,zest
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.212585,apple,emotion,table,justice,cloud,melody,courage,mirror,freedom,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.76374,apple,cloud,justice,melody,pebble,serenity,tapestry,umbrella,zephyr,zest
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.66492,apple,melody,justice,window,memory,harmony,courage,freedom,laughter,journey
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.92447,apple,cloud,justice,melody,table,courage,feather,laughter,mirror,wisdom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.93559,apple,chair,freedom,melody,ocean,puzzle,sunlight,whisper,zephyr,zygote
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,72.8079,apple,book,cloud,dream,freedom,harmony,justice,laughter,melody,wisdom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,72.01558,apple,book,cloud,dream,freedom,harmony,journey,kindness,melody,wisdom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.42777,apple,melody,justice,mirror,cloud,freedom,rhythm,chair,knowledge,ocean
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.06242,apple,melody,justice,cloud,chair,freedom,ocean,idea,flower,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,76.650604,apple,rhythm,justice,cloud,emotion,mirror,freedom,feather,harmony,knowledge
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.42447,apple,cloud,justice,pencil,harmony,mirror,freedom,melody,autumn,curiosity
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,81.04685,apple,window,justice,melody,pebble,dream,kindness,canvas,freedom,cloud
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.0888,table,cloud,melody,justice,feather,mirror,courage,rhythm,harmony,curiosity
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,76.96117,apple,book,cloud,dream,emotion,flower,gravity,harmony,idea,journey
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,74.42344,apple,chair,idea,ocean,song,tree,window,courage,justice,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.24584,apple,cloud,justice,rhythm,mirror,laughter,courage,melody,freedom,curiosity
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.53175,apple,chair,freedom,melody,window,justice,cloud,book,happiness,table
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.06242,apple,melody,justice,cloud,chair,freedom,ocean,idea,mirror,laughter
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.5662,apple,cloud,justice,melody,table,dream,courage,rhythm,knowledge,freedom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.38932,apple,book,cloud,dream,flower,justice,melody,ocean,rhythm,universe
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.92447,apple,cloud,justice,melody,table,courage,feather,rhythm,dream,freedom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.07338,apple,cloud,justice,melody,table,courage,sunshine,dream,wisdom,flower
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,72.642525,apple,book,cloud,dream,flower,idea,justice,melody,rhythm,universe
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.06242,apple,justice,cloud,melody,chair,freedom,ocean,idea,flower,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,76.09523,apple,melody,justice,cloud,canvas,harmony,freedom,rhythm,knowledge,serenity
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.961624,apple,cloud,justice,melody,pencil,river,silence,telescope,wisdom,zebra
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.295395,apple,melody,justice,feather,mirror,laughter,courage,whisper,harmony,dream
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.27869,apple,cloud,justice,melody,table,courage,whisper,mystery,harmony,sunlight
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.63125,apple,cloud,justice,melody,pebble,silence,sunlight,whisper,wonder,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.26829,apple,cloud,justice,melody,pebble,serenity,umbrella,whisper,zephyr,zest
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,83.226326,apple,cloud,justice,melody,telescope,butterfly,chair,freedom,ocean,rhythm
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,81.64501,apple,chair,justice,melody,pebble,sunset,wisdom,zephyr,feather,canvas
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,72.01558,apple,book,cloud,dream,freedom,harmony,journey,laughter,melody,universe
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.26829,apple,cloud,justice,melody,pebble,serenity,umbrella,whisper,zephyr,zest
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,73.93118,apple,book,cloud,dream,flower,harmony,journey,kindness,laughter,melody
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,85.46926,apple,cloud,justice,melody,pottery,telescope,whisper,zephyr,plankton,laughter
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,81.30805,apple,chair,justice,melody,pebble,suitcase,thought,umbrella,window,zeal
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,76.63255,apple,melody,justice,cloud,courage,mirror,harmony,freedom,rhythm,wisdom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.40722,apple,cloud,freedom,mirror,song,tree,justice,chair,dream,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.82674,apple,flower,idea,chair,justice,melody,cloud,courage,rhythm,freedom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.06242,apple,cloud,justice,melody,chair,freedom,ocean,idea,flower,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.01335,apple,cloud,justice,melody,pebble,sunlight,whisper,zeal,canvas,rhythm
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,75.70181,apple,emotion,chair,idea,mountain,flower,freedom,memory,rhythm,universe
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.09348,flower,table,justice,cloud,melody,courage,mirror,dream,freedom,laughter
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.961624,apple,cloud,justice,melody,pencil,river,silence,time,window,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.80714,apple,cloud,justice,melody,table,wisdom,flower,rhythm,courage,dream
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.92447,apple,cloud,justice,melody,table,courage,feather,dream,harmony,butterfly
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.62343,apple,chair,justice,melody,feather,mirror,courage,laughter,cloud,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.36342,apple,cloud,justice,melody,table,courage,sunlight,mystery,harmony,reflection
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.45163,apple,melody,justice,feather,mirror,courage,autumn,laughter,canvas,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.87218,apple,melody,justice,cloud,chair,idea,rhythm,freedom,flower,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.961624,apple,cloud,justice,melody,pencil,river,silence,table,wisdom,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.289825,apple,chair,justice,melody,pebble,silence,umbrella,whisper,zephyr,zucchini
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,75.95799,apple,chair,idea,ocean,music,justice,cloud,freedom,book,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,75.50878,apple,freedom,cloud,book,justice,flower,time,laughter,knowledge,universe
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,81.18819,apple,cloud,justice,melody,pencil,sunset,trust,window,zeal,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.5662,apple,cloud,justice,melody,table,dream,courage,ocean,laughter,freedom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,84.84553,apple,chair,justice,melody,pebble,serenity,telescope,waterfall,zephyr,zucchini
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.91256,apple,melody,justice,window,emotion,chair,wisdom,cloud,river,freedom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,73.98205,apple,book,cloud,dream,flower,happiness,justice,laughter,melody,universe
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.64473,apple,cloud,justice,melody,table,courage,sunset,curiosity,feather,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.88835,apple,cloud,justice,melody,chair,freedom,mirror,curiosity,ocean,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,81.34745,apple,melody,justice,blanket,curiosity,pebble,symphony,freedom,feather,wisdom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.47538,apple,cloud,justice,melody,chair,emotion,universe,freedom,feather,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,73.805275,apple,chair,dream,freedom,melody,ocean,peace,sunlight,whisper,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.56335,apple,cloud,justice,melody,pencil,silence,sunlight,table,universe,whisper
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.27381,apple,cloud,justice,book,laughter,guitar,freedom,butterfly,ocean,melody
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.28813,apple,cloud,justice,melody,table,courage,rainbow,knowledge,feather,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.746704,apple,chair,justice,melody,universe,feather,courage,mirror,laughter,dream
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.06242,apple,cloud,justice,melody,chair,freedom,ocean,wisdom,flower,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.64473,apple,cloud,justice,melody,table,courage,sunset,knowledge,laughter,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.75342,apple,cloud,justice,melody,pencil,silence,triangle,universe,whisper,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,82.70663,apple,cloud,justice,melody,pencil,serenity,table,universe,wisdom,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,72.01558,apple,book,cloud,dream,freedom,harmony,journey,kindness,laughter,melody
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.5662,apple,cloud,justice,melody,table,dream,courage,river,knowledge,freedom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.06242,apple,cloud,justice,melody,chair,freedom,ocean,laughter,knowledge,flower
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.04394,apple,cloud,justice,mirror,melody,ocean,rhythm,shadow,texture,wonder
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.5662,apple,cloud,justice,melody,table,dream,courage,silence,butterfly,freedom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,83.50142,apple,cloud,justice,melody,pebble,serenity,telescope,whisper,zephyr,zest
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.26829,apple,cloud,justice,melody,pebble,serenity,umbrella,whisper,zephyr,zest
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,76.23242,table,melody,justice,cloud,freedom,mirror,courage,flower,knowledge,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.5662,apple,cloud,justice,melody,table,dream,courage,mirror,harmony,freedom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.52226,apple,cloud,justice,melody,chair,dream,courage,autumn,mirror,freedom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.26752,apple,cloud,justice,melody,pebble,silence,texture,universe,whisper,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.11293,apple,cloud,justice,melody,table,wisdom,feather,harmony,freedom,memory
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.999405,apple,chair,justice,melody,pebble,sunrise,umbrella,whisper,zephyr,zucchini
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.479996,apple,cloud,justice,melody,table,freedom,feather,dream,harmony,universe
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,74.698685,apple,book,cloud,dream,emotion,flower,harmony,journey,kindness,laughter
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.234535,apple,cloud,justice,melody,table,laughter,courage,mirror,freedom,dream
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.06242,apple,cloud,justice,melody,chair,freedom,ocean,wisdom,flower,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,76.77149,apple,emotion,table,idea,cloud,justice,melody,courage,flower,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.53176,apple,chair,justice,melody,window,cloud,freedom,rhythm,mirror,happiness
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,76.94902,apple,book,happiness,chair,river,idea,cloud,melody,justice,mirror
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.24053,apple,flower,idea,table,justice,melody,cloud,courage,mirror,freedom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.10068,apple,cloud,justice,melody,spoon,freedom,diamond,memory,laughter,horizon
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.479996,apple,cloud,justice,melody,table,freedom,feather,emotion,pebble,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,76.21042,apple,chair,idea,ocean,song,tree,justice,time,love,freedom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.64473,apple,cloud,justice,melody,table,courage,sunset,knowledge,feather,freedom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.961624,apple,cloud,justice,melody,pencil,river,silence,time,warmth,zest
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,82.72998,apple,mountain,justice,melody,carpet,curiosity,feather,mirror,laughter,freedom
