index,model_name,temperature,noun_0,noun_1,noun_2,noun_3,noun_4,noun_5,noun_6,noun_7,noun_8,noun_9,intelligence,dat_new,dat_old,prompt_big_category,prompt_sub_category
8046bc80128f42c4d34977582555146b.pickle,Claude-Sonnet-4,0.7,tree,emotion,bicycle,thunder,bread,mirror,friendship,ocean,pencil,laughter,LLMs,52.83529847,80.17151339,Baseline prompt,Baseline prompt
4361027828bcb8287d31010b08ea5976.pickle,Claude-Sonnet-4,0.7,tree,emotion,bicycle,thunder,sandwich,mathematics,shadow,ocean,laughter,diamond,LLMs,56.96758926,83.00510646,Baseline prompt,Baseline prompt
0e3f8de51600de31529b28da81d08ab9.pickle,Claude-Sonnet-4,0.7,water,happiness,chair,music,gravity,butterfly,memory,thunder,bread,shadow,LLMs,48.39587078,78.4969364,Baseline prompt,Baseline prompt
b0253cf177d0b56cdcd44c7cdaf03230.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,computer,friendship,butterfly,music,hammer,dream,cheese,LLMs,47.54579204,76.35508954,Baseline prompt,Baseline prompt
f8d7da75ebbe10db3c5714b6b961f3ad.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,bicycle,music,darkness,sandwich,memory,butterfly,thunder,LLMs,51.07811475,76.46397186,Baseline prompt,Baseline prompt
b5fe7c9eb085338e8a8ade113fa5b29a.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,computer,butterfly,music,hammer,cloud,friendship,book,LLMs,50.35079602,78.54277605,Baseline prompt,Baseline prompt
289d2475640f4c3a5e331428035221e0.pickle,Claude-Sonnet-4,0.7,chair,ocean,happiness,thunder,bread,shadow,memory,diamond,butterfly,silence,LLMs,50.36320011,78.62670005,Baseline prompt,Baseline prompt
594af435cf316663642c090e36f4fdc5.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,book,thunder,butterfly,memory,sandwich,shadow,music,LLMs,47.45772088,78.69600688,Baseline prompt,Baseline prompt
02e9f6a5eec172a9a9420f28071ad8a0.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,bicycle,thunder,bread,shadow,memory,butterfly,mirror,LLMs,49.97045514,74.26683247,Baseline prompt,Baseline prompt
054b4a6a11a1623608f98b39e58f97b5.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,bicycle,music,shadow,democracy,sandwich,thunder,mirror,LLMs,49.57750921,76.78769759,Baseline prompt,Baseline prompt
8daca6a207fd4ae35727c190f69d0e4f.pickle,Claude-Sonnet-4,0.7,water,happiness,chair,thunder,mathematics,butterfly,justice,bread,shadow,music,LLMs,53.6735447,80.18840026,Baseline prompt,Baseline prompt
763f58ceadc9e5651add870ce6fd1bf3.pickle,Claude-Sonnet-4,0.7,water,happiness,bicycle,thunder,mathematics,sandwich,shadow,friendship,hammer,dream,LLMs,56.29743331,82.69703559,Baseline prompt,Baseline prompt
e1043f0f8bf57291a6fa6c96bc856714.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,book,thunder,friendship,bicycle,dream,forest,music,LLMs,47.42540275,75.94702688,Baseline prompt,Baseline prompt
41a3e3972a5c990218dc08d696a4377e.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,clock,butterfly,thunder,book,friendship,apple,shadow,LLMs,48.32672529,78.34658933,Baseline prompt,Baseline prompt
33bc58d83b25bb3c84faf3ffb8906d5b.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,computer,friendship,elephant,music,thunder,sandwich,dream,LLMs,47.34618131,76.58496453,Baseline prompt,Baseline prompt
2d7c34b1734f698a0e2be51218d454f9.pickle,Claude-Sonnet-4,0.7,tree,emotion,bicycle,thunder,sandwich,mathematics,butterfly,ocean,laughter,mirror,LLMs,58.58664789,82.98626139,Baseline prompt,Baseline prompt
c0510f4805626cd044df4c172baf1750.pickle,Claude-Sonnet-4,0.7,water,freedom,hammer,elephant,music,mountain,anger,book,sunlight,dream,LLMs,49.53783964,76.9385168,Baseline prompt,Baseline prompt
2d44c486f8f6a974c4a51bbe3c88b664.pickle,Claude-Sonnet-4,0.7,tree,emotion,sandwich,mathematics,ocean,bicycle,thunder,friendship,mirror,dream,LLMs,57.31208136,82.63815044,Baseline prompt,Baseline prompt
3b8fadb8d432854a172410d7364d5a89.pickle,Claude-Sonnet-4,0.7,ocean,butterfly,thunder,mathematics,sandwich,mirror,laughter,bicycle,shadow,music,LLMs,56.50790511,80.91852952,Baseline prompt,Baseline prompt
493f20e363d2408046192983ca9736ad.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,bicycle,music,butterfly,thunder,friendship,sandwich,dream,LLMs,49.49162006,74.62325655,Baseline prompt,Baseline prompt
a1466fdac30dd379098875627fedbca6.pickle,Claude-Sonnet-4,0.7,water,happiness,chair,cloud,music,hammer,fear,butterfly,mountain,book,LLMs,48.46295417,77.52271302,Baseline prompt,Baseline prompt
c92a9eb46da5778d125a2b3da75f24f8.pickle,Claude-Sonnet-4,0.7,water,happiness,bicycle,thunder,sandwich,mirror,friendship,mountain,laughter,book,LLMs,52.07160948,79.186816,Baseline prompt,Baseline prompt
84bd79b4c9f72c634f2a904fe3ae6760.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,bicycle,music,butterfly,thunder,sandwich,memory,carpet,LLMs,49.49162006,74.62325655,Baseline prompt,Baseline prompt
dabeeb4f5158524ecdb8c72684f16fb1.pickle,Claude-Sonnet-4,0.7,water,happiness,bicycle,thunder,mathematics,sandwich,friendship,mirror,forest,music,LLMs,55.826221,81.66409728,Baseline prompt,Baseline prompt
7ddaab4f4aed6055598d444610140d7a.pickle,Claude-Sonnet-4,0.7,water,happiness,chair,thunder,bread,shadow,music,mountain,friendship,butterfly,LLMs,49.70903224,78.18707243,Baseline prompt,Baseline prompt
c8b70dba90bdbe27830b5a896f72ec73.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,music,butterfly,thunder,friendship,mirror,bread,shadow,LLMs,47.66511045,74.68839889,Baseline prompt,Baseline prompt
a31b396386a11c79961d5735434640b7.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,book,music,fire,friendship,tree,shadow,laughter,LLMs,41.51850465,74.41978442,Baseline prompt,Baseline prompt
570e2370fe6992e86978b80d47806f94.pickle,Claude-Sonnet-4,0.7,ocean,happiness,bicycle,thunder,sandwich,memory,shadow,laughter,mountain,dream,LLMs,53.36118492,79.81668117,Baseline prompt,Baseline prompt
c37c181f8d9c3b35156b5c90ebd6de89.pickle,Claude-Sonnet-4,0.7,water,happiness,chair,music,mountain,book,friendship,fire,dream,apple,LLMs,44.36619574,76.82923632,Baseline prompt,Baseline prompt
42bf1d465ff83f2a98076236ac67c194.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,computer,butterfly,music,hammer,cloud,friendship,bicycle,LLMs,50.35079602,78.54277605,Baseline prompt,Baseline prompt
0e2879ffdc91a88e991cf99656f12198.pickle,Claude-Sonnet-4,0.7,water,happiness,chair,thunder,mathematics,butterfly,bread,shadow,music,diamond,LLMs,54.90126895,81.0522863,Baseline prompt,Baseline prompt
c8f56446bae714c749d0255f125aecaa.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,clock,music,butterfly,democracy,sandwich,lightning,carpet,LLMs,50.35935879,79.08259068,Baseline prompt,Baseline prompt
11dfbf6abcd33024bda7e1d57bbbc1f8.pickle,Claude-Sonnet-4,0.7,water,happiness,chair,mountain,music,fire,friendship,book,storm,butterfly,LLMs,44.27602717,75.182557,Baseline prompt,Baseline prompt
b937e779a43280ed1ee64fc4cc0b2e6d.pickle,Claude-Sonnet-4,0.7,water,happiness,chair,music,cloud,justice,hammer,dream,forest,mathematics,LLMs,50.63595641,79.07108833,Baseline prompt,Baseline prompt
546d00b155caf7f7cb3e89597f22e10d.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,book,elephant,music,thunder,friendship,bicycle,shadow,LLMs,46.29453809,75.99273287,Baseline prompt,Baseline prompt
090eea5da561094c7b362becbc4112b7.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,book,thunder,butterfly,shadow,music,bread,dream,LLMs,46.20520812,75.42883681,Baseline prompt,Baseline prompt
bedf4089cd1706877a8af3b287e411e2.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,book,elephant,thunder,kitchen,dream,shadow,music,LLMs,47.78239454,76.02775309,Baseline prompt,Baseline prompt
28fa2a8f77f99194ba0c62b7c3566536.pickle,Claude-Sonnet-4,0.7,water,happiness,chair,thunder,mathematics,butterfly,anger,mountain,music,sandwich,LLMs,53.39660186,80.27858391,Baseline prompt,Baseline prompt
1c8ee31b8baa90b8bf1f9a8d123c64d4.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,book,music,butterfly,thunder,friendship,castle,dream,LLMs,46.96451242,76.75697208,Baseline prompt,Baseline prompt
a08308a928332ae35766ede886bc2a64.pickle,Claude-Sonnet-4,0.7,water,happiness,chair,thunder,mathematics,butterfly,sandwich,shadow,music,hospital,LLMs,55.92970707,82.07234776,Baseline prompt,Baseline prompt
7ac21eb1ae0e7b35cc1860cda7596f84.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,book,music,butterfly,thunder,friendship,mirror,bread,LLMs,46.96451242,76.75697208,Baseline prompt,Baseline prompt
df64bd419d8d5280de1b320baace2111.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,book,music,friendship,fire,dream,butterfly,thunder,LLMs,41.51850465,74.41978442,Baseline prompt,Baseline prompt
c1e35c021dd0fbe22195758b91961d4a.pickle,Claude-Sonnet-4,0.7,butterfly,mountain,music,happiness,hammer,ocean,memory,fire,friendship,bicycle,LLMs,50.34424018,78.73771705,Baseline prompt,Baseline prompt
2a23bec49c2f234d5cf49130299723f7.pickle,Claude-Sonnet-4,0.7,chair,ocean,happiness,thunder,butterfly,mountain,memory,fire,shadow,bread,LLMs,49.68296994,76.80184154,Baseline prompt,Baseline prompt
3517a6e09e8e05945062ee53997250b7.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,computer,butterfly,music,thunder,friendship,sandwich,mirror,LLMs,49.03850066,76.37664503,Baseline prompt,Baseline prompt
8a649326b1db40cae4f25debba89bf23.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,clock,friendship,butterfly,thunder,bread,shadow,laughter,LLMs,48.92089194,76.33746421,Baseline prompt,Baseline prompt
121654e66bf4830db89932ccae74ed5b.pickle,Claude-Sonnet-4,0.7,water,happiness,chair,music,storm,book,friendship,mountain,laughter,shadow,LLMs,43.94590866,77.55520546,Baseline prompt,Baseline prompt
283d17f80f984ba7626173d73d325f59.pickle,Claude-Sonnet-4,0.7,water,music,chair,anger,cloud,book,hunger,stone,laughter,shadow,LLMs,48.5086009,79.7703443,Baseline prompt,Baseline prompt
004b79a74ad184eea032d469347d0a79.pickle,Claude-Sonnet-4,0.7,tree,emotion,bicycle,thunder,sandwich,mathematics,ocean,butterfly,laughter,stone,LLMs,57.31208136,82.63815044,Baseline prompt,Baseline prompt
5c9bf151363bc4732d17c15997a20763.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,book,freedom,chair,music,anger,cloud,hammer,LLMs,43.08331896,75.71687606,Baseline prompt,Baseline prompt
74031bda44c15a49282b108980b2f3e9.pickle,Claude-Sonnet-4,0.7,water,happiness,hammer,butterfly,music,mountain,friendship,bicycle,cloud,book,LLMs,49.24985968,77.05795334,Baseline prompt,Baseline prompt
d5bb28c907243e0a2dfc3eca7d2829b7.pickle,Claude-Sonnet-4,0.7,water,happiness,book,mountain,music,friendship,hammer,cloud,memory,butterfly,LLMs,46.41864025,77.88376352,Baseline prompt,Baseline prompt
75cb3d88fcf7709616a43d37b55d353d.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,book,music,fire,friendship,chair,dream,bread,LLMs,41.51850465,74.41978442,Baseline prompt,Baseline prompt
a3ca5af49e921c864490538823a9ea2b.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,chair,music,butterfly,thunder,bread,shadow,friendship,LLMs,49.13644318,76.37460836,Baseline prompt,Baseline prompt
0f62b00184fcbfb6359500080ef23d00.pickle,Claude-Sonnet-4,0.7,chair,ocean,happiness,thunder,bread,mathematics,shadow,butterfly,memory,diamond,LLMs,53.57742393,80.37443945,Baseline prompt,Baseline prompt
b7e180090233d998300a5ae1c4f505fa.pickle,Claude-Sonnet-4,0.7,water,happiness,bicycle,thunder,sandwich,mathematics,feather,shadow,laughter,stone,LLMs,58.13308417,83.77750273,Baseline prompt,Baseline prompt
61eabed9c985b43c6307b927c28cfba0.pickle,Claude-Sonnet-4,0.7,tree,emotion,bicycle,thunder,sandwich,mathematics,shadow,ocean,laughter,crystal,LLMs,56.96758926,83.00510646,Baseline prompt,Baseline prompt
f8c69af28a105841693dae4bcca0a9ff.pickle,Claude-Sonnet-4,0.7,apple,ocean,friendship,hammer,music,shadow,elephant,dream,fire,book,LLMs,51.61800444,79.42651929,Baseline prompt,Baseline prompt
9d446dae95b1fc614a3464cc8b931a26.pickle,Claude-Sonnet-4,0.7,water,happiness,bicycle,thunder,mathematics,sandwich,shadow,memory,butterfly,mountain,LLMs,56.29743331,82.69703559,Baseline prompt,Baseline prompt
312b2136a686b71316e52bebc3702437.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,book,music,fire,friendship,table,dream,butterfly,LLMs,41.51850465,74.41978442,Baseline prompt,Baseline prompt
32fce8b70c3702fc4a253a3a94a94f66.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,book,tiger,thunder,bicycle,dream,bread,shadow,LLMs,47.85651266,75.69492795,Baseline prompt,Baseline prompt
e38d09a6e146f854c5b06854d6340822.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,book,music,anger,butterfly,thunder,friendship,bread,LLMs,46.99525001,77.05689313,Baseline prompt,Baseline prompt
f9cdcedb8ae4fb4578211543507ee890.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,music,hammer,cloud,friendship,butterfly,silence,bread,LLMs,49.18830913,77.49938031,Baseline prompt,Baseline prompt
26c552cf5c5e09d71391f7aa03cfec2e.pickle,Claude-Sonnet-4,0.7,ocean,happiness,bicycle,thunder,sandwich,mathematics,butterfly,hospital,dream,hammer,LLMs,57.87205321,80.95199666,Baseline prompt,Baseline prompt
8b56c522440f1d2a4c77814d7f446751.pickle,Claude-Sonnet-4,0.7,water,happiness,bicycle,thunder,mathematics,sandwich,butterfly,mirror,music,mountain,LLMs,57.42760544,81.92638052,Baseline prompt,Baseline prompt
f79f39068b4fc127ce49a0892022e370.pickle,Claude-Sonnet-4,0.7,water,happiness,chair,thunder,mathematics,sandwich,shadow,memory,bicycle,ocean,LLMs,54.15582845,82.23964479,Baseline prompt,Baseline prompt
6e0a826b17496d8b84b34e61603ec3b2.pickle,Claude-Sonnet-4,0.7,water,happiness,bicycle,thunder,sandwich,mathematics,butterfly,castle,memory,carpet,LLMs,57.42760544,81.92638052,Baseline prompt,Baseline prompt
57c3028e357ea13ec3c15286debba0f5.pickle,Claude-Sonnet-4,0.7,water,happiness,chair,thunder,mathematics,butterfly,sandwich,memory,mountain,laughter,LLMs,55.92970707,82.07234776,Baseline prompt,Baseline prompt
8caeadd4a9b161000bc0b298ae77963a.pickle,Claude-Sonnet-4,0.7,water,happiness,chair,thunder,book,shadow,hunger,mountain,music,butterfly,LLMs,47.52184114,78.49456733,Baseline prompt,Baseline prompt
2ab01b233ea142b47f7013460e76127a.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,book,music,friendship,hammer,cloud,memory,butterfly,LLMs,46.41864025,77.88376352,Baseline prompt,Baseline prompt
4cb8e6aba31cb617a617d5b0b8a6d0c9.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,book,thunder,butterfly,democracy,sandwich,shadow,music,LLMs,49.80706041,78.85912263,Baseline prompt,Baseline prompt
6139a7708272b6b0d0e25d776d6bb984.pickle,Claude-Sonnet-4,0.7,chair,happiness,ocean,music,butterfly,thunder,bread,memory,shadow,laughter,LLMs,52.33989907,78.0144466,Baseline prompt,Baseline prompt
20c1c9db6cea08b60e0821a5754ebcc4.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,book,music,fire,friendship,butterfly,thunder,dream,LLMs,41.51850465,74.41978442,Baseline prompt,Baseline prompt
239d05249ae3838c920480ce05997f53.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,book,thunder,butterfly,memory,sandwich,shadow,laughter,LLMs,47.45772088,78.69600688,Baseline prompt,Baseline prompt
39403974082e4062150d2df5cfe7e607.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,book,elephant,music,thunder,friendship,bicycle,dream,LLMs,46.29453809,75.99273287,Baseline prompt,Baseline prompt
74439c6e35e1c1e713bbd50bced5ac8e.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,bicycle,thunder,memory,sandwich,shadow,music,carpet,LLMs,52.09578988,78.42850729,Baseline prompt,Baseline prompt
cfb8426a1fcdd21ba0c6670618b131f1.pickle,Claude-Sonnet-4,0.7,elephant,mathematics,thunder,sandwich,mirror,happiness,bicycle,ocean,music,shadow,LLMs,57.51344821,82.70767075,Baseline prompt,Baseline prompt
e22a39e07a6b350ca281b04dfe812183.pickle,Claude-Sonnet-4,0.7,water,happiness,bicycle,thunder,sandwich,mathematics,butterfly,pillow,justice,volcano,LLMs,57.42760544,81.92638052,Baseline prompt,Baseline prompt
e26d8afed179116a8394a793bd25061f.pickle,Claude-Sonnet-4,0.7,book,mountain,happiness,spoon,cloud,music,elephant,fire,dream,bicycle,LLMs,50.15709181,79.38859423,Baseline prompt,Baseline prompt
ed789dd8883b3452eac5a5748d59aeb5.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,book,elephant,thunder,kitchen,dream,shadow,music,LLMs,47.78239454,76.02775309,Baseline prompt,Baseline prompt
73a6e595a39bdc5ed4e1441e308fca6c.pickle,Claude-Sonnet-4,0.7,water,freedom,bicycle,thunder,sandwich,mathematics,butterfly,laughter,mountain,clock,LLMs,56.88302264,82.80203287,Baseline prompt,Baseline prompt
05d14aa0ad6d661af4beff9887e0657b.pickle,Claude-Sonnet-4,0.7,water,happiness,chair,thunder,mathematics,butterfly,justice,sandwich,galaxy,medicine,LLMs,53.6735447,80.18840026,Baseline prompt,Baseline prompt
16067fabe1fe6d7d4b76c5f5527b2a93.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,computer,elephant,music,thunder,bread,shadow,friendship,LLMs,48.58518928,75.99276851,Baseline prompt,Baseline prompt
abc59cc8c702aea0b8d48d127a4fe2a9.pickle,Claude-Sonnet-4,0.7,water,happiness,bicycle,thunder,mathematics,sandwich,shadow,friendship,hammer,dream,LLMs,56.29743331,82.69703559,Baseline prompt,Baseline prompt
8c051e8aa3cc440a43be814f0611edfe.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,bicycle,music,butterfly,anger,bread,lightning,friendship,LLMs,50.19358412,75.81369712,Baseline prompt,Baseline prompt
1651d1a9ea4a46e1f508dabb2ee38627.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,book,elephant,thunder,bread,shadow,music,triangle,LLMs,48.70688164,75.7266397,Baseline prompt,Baseline prompt
b9faa8b05b12714b6f013a2d5b50d848.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,bicycle,thunder,sandwich,mirror,freedom,butterfly,mathematics,LLMs,51.04236143,76.69734002,Baseline prompt,Baseline prompt
29bfdaff91d1094cb69ef5e5b09f0684.pickle,Claude-Sonnet-4,0.7,water,freedom,bicycle,thunder,mathematics,sandwich,sadness,forest,mirror,laughter,LLMs,57.93719493,83.46824268,Baseline prompt,Baseline prompt
ab681f93dafd9a3c1bbc8be9f38cb17a.pickle,Claude-Sonnet-4,0.7,water,music,chair,anger,mountain,book,sunlight,friendship,hammer,dream,LLMs,48.01558876,78.43530422,Baseline prompt,Baseline prompt
6cd0aefd80fbd8a5b04822e4591477a7.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,book,music,friendship,fire,memory,shadow,laughter,LLMs,41.51850465,74.41978442,Baseline prompt,Baseline prompt
3d620209bc8a164336a452e9f89aa00b.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,book,elephant,thunder,friendship,bicycle,shadow,music,LLMs,46.26182793,75.50120788,Baseline prompt,Baseline prompt
18bd9b2c8a121992c80ab6d501aa044e.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,book,elephant,music,fire,friendship,bicycle,storm,LLMs,43.46255401,75.21692593,Baseline prompt,Baseline prompt
f9a93ef6e8f8438d383b80b7ab263b91.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,book,music,friendship,hammer,dream,butterfly,thunder,LLMs,46.41864025,77.88376352,Baseline prompt,Baseline prompt
d4f726ff682e2203ac381d484ba7e56b.pickle,Claude-Sonnet-4,0.7,tree,emotion,hammer,ocean,music,shadow,bread,mathematics,butterfly,thunder,LLMs,50.94200075,78.11638066,Baseline prompt,Baseline prompt
211683f4482d52bb09584741bb0d21bf.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,book,elephant,music,kitchen,shadow,friendship,bicycle,LLMs,45.96161285,76.27046751,Baseline prompt,Baseline prompt
f7b9dcb0757b8a9b1c3a35b22ad6c86e.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,book,elephant,music,thunder,bread,shadow,friendship,LLMs,46.29453809,75.99273287,Baseline prompt,Baseline prompt
86ae62e645d3daebab2b27967bf6c46f.pickle,Claude-Sonnet-4,0.7,water,happiness,chair,music,elephant,thunder,bread,mirror,friendship,fire,LLMs,51.54400391,78.18349364,Baseline prompt,Baseline prompt
1d7ba7524cd8f8d8aec5bfc0685cc68c.pickle,Claude-Sonnet-4,0.7,ocean,chair,happiness,thunder,butterfly,bread,shadow,music,mountain,friendship,LLMs,51.85597898,76.4365764,Baseline prompt,Baseline prompt
9c4b5be0d34fc699805b0e6dd3e61b9a.pickle,Claude-Sonnet-4,0.7,water,freedom,bicycle,thunder,mathematics,sandwich,laughter,mirror,cloud,friendship,LLMs,57.00624603,82.34424091,Baseline prompt,Baseline prompt
21a9139f3c42b85277832a3324bef233.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,book,music,flower,justice,hammer,cloud,friendship,LLMs,46.19374021,76.19184828,Baseline prompt,Baseline prompt
287b02b7d86c87ecfdd4b2d598e36d1e.pickle,Claude-Sonnet-4,0.7,water,happiness,bicycle,thunder,mathematics,sandwich,shadow,memory,carpet,laughter,LLMs,56.29743331,82.69703559,Baseline prompt,Baseline prompt
4e0d0cfe6ba20983295b407f978a7cc8.pickle,Claude-Sonnet-4,0.7,book,elephant,thunder,happiness,spoon,mountain,music,blood,shadow,bread,LLMs,50.0867352,78.32603284,Baseline prompt,Baseline prompt
4e75d69351578efd05b6510947e7e56d.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,clock,butterfly,thunder,bread,memory,shadow,laughter,LLMs,50.93210529,76.24214423,Baseline prompt,Baseline prompt
25c13c9235514023c7134e3e2fd368b4.pickle,Claude-Sonnet-4,0.7,chair,ocean,happiness,thunder,butterfly,mathematics,sandwich,shadow,memory,crystal,LLMs,56.2496393,81.00100505,Baseline prompt,Baseline prompt
039740d39d5a1d8010e14b28d284423e.pickle,Claude-Sonnet-4,0.7,tree,emotion,hammer,ocean,music,triangle,butterfly,thunder,bread,shadow,LLMs,50.6488439,78.04552726,Baseline prompt,Baseline prompt
20998979a4f6e5f84237302c0ede68d7.pickle,Claude-Sonnet-4,0.7,chair,ocean,happiness,thunder,sandwich,mathematics,butterfly,shadow,memory,volcano,LLMs,56.2496393,81.00100505,Baseline prompt,Baseline prompt
ef695d8ae1cfeb3ed800b29340179538.pickle,Claude-Sonnet-4,0.7,tree,happiness,hammer,ocean,music,butterfly,anger,sandwich,cloud,bicycle,LLMs,50.68220126,77.29665515,Baseline prompt,Baseline prompt
38d1864096ed84116435a866c1d5c2e7.pickle,Claude-Sonnet-4,0.7,butterfly,mountain,happiness,spoon,thunder,library,shadow,bread,ocean,dream,LLMs,52.48241664,78.71658109,Baseline prompt,Baseline prompt
5f3da1068ccbd27f520a94e13f4c02ca.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,computer,music,anger,butterfly,bread,shadow,friendship,LLMs,49.20458315,77.34081103,Baseline prompt,Baseline prompt
1687f89bb444bfedf539a25241dca3fb.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,book,elephant,thunder,bicycle,dream,sandwich,music,LLMs,48.01094,75.33904805,Baseline prompt,Baseline prompt
34e0fa36d6c9b59534ba89f0dbecb1cc.pickle,Claude-Sonnet-4,0.7,ocean,butterfly,happiness,hammer,music,sandwich,shadow,laughter,bicycle,thunder,LLMs,53.14450263,79.43368706,Baseline prompt,Baseline prompt
d60514226c08404b9a5985b8458b2d93.pickle,Claude-Sonnet-4,0.7,water,happiness,bicycle,thunder,sandwich,mathematics,feather,anger,mountain,clock,LLMs,58.13308417,83.77750273,Baseline prompt,Baseline prompt
4ee9bc34c49e4dc81d058833e8238b22.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,clock,friendship,butterfly,thunder,book,shadow,bread,LLMs,48.92089194,76.33746421,Baseline prompt,Baseline prompt
c02ecaabd04cead8681dcca50b1cc972.pickle,Claude-Sonnet-4,0.7,happiness,mountain,bicycle,thunder,sandwich,mirror,democracy,butterfly,ocean,blanket,LLMs,54.85226106,79.80418809,Baseline prompt,Baseline prompt
e1d1dec995b0f33224af88819f8b6f06.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,clock,friendship,butterfly,thunder,bread,memory,shadow,LLMs,48.92089194,76.33746421,Baseline prompt,Baseline prompt
59cef1be3a8d166dc7c3ba89cd6092e2.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,book,elephant,thunder,kitchen,shadow,music,butterfly,LLMs,47.78239454,76.02775309,Baseline prompt,Baseline prompt
f7b392545ebe518771a82c52cde220a1.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,book,thunder,friendship,bicycle,dream,sandwich,music,LLMs,47.42540275,75.94702688,Baseline prompt,Baseline prompt
872d1c35bad3b8e825253e139a2a4214.pickle,Claude-Sonnet-4,0.7,water,freedom,bicycle,thunder,mathematics,sandwich,elephant,mirror,laughter,mountain,LLMs,56.61529065,82.45034443,Baseline prompt,Baseline prompt
7a2bd1f06bb1d2f6eb08368391f84e4d.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,clock,butterfly,thunder,bread,shadow,memory,carpet,LLMs,50.93210529,76.24214423,Baseline prompt,Baseline prompt
7cd872a3e01b037d8f6c6b4f63c43ec9.pickle,Claude-Sonnet-4,0.7,water,happiness,chair,galaxy,music,sandwich,anger,butterfly,mountain,dream,LLMs,53.76176723,82.08434139,Baseline prompt,Baseline prompt
077feb6ba78b1ddf295f66243e8a6fb2.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,book,music,shadow,hunger,fabric,thunder,memory,LLMs,45.02426428,76.47345641,Baseline prompt,Baseline prompt
2a44e65ee8ac8f76d9f63b6320308df1.pickle,Claude-Sonnet-4,0.7,happiness,mountain,bicycle,thunder,sandwich,mirror,justice,elephant,ocean,clock,LLMs,53.99985771,78.00861883,Baseline prompt,Baseline prompt
b99a085e54b5fe210d7fbca820a0c1d7.pickle,Claude-Sonnet-4,0.7,water,mountain,happiness,book,elephant,thunder,kitchen,dream,bicycle,friendship,LLMs,47.78239454,76.02775309,Baseline prompt,Baseline prompt
30d0826d889bf357f9734dd5c70635f1.pickle,Claude-Sonnet-4,0.7,water,happiness,mountain,book,elephant,music,fire,dream,bicycle,thunder,LLMs,43.46255401,75.21692593,Baseline prompt,Baseline prompt
