record_id,data_generation,model_name,provider,batch,temperature,region,reasoning,model_year,parse_status,source_file,noun_0,noun_1,noun_2,noun_3,noun_4,noun_5,noun_6,noun_7,noun_8,noun_9,raw_response_text
cnall_000420,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,serenity,tapestry,vortex,zephyr,zest,
cnall_000421,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,book,cloud,dream,flower,happiness,journey,melody,rhythm,wisdom,
cnall_000422,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,justice,melody,table,dream,honesty,feather,courage,ocean,laughter,
cnall_000423,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,song,justice,cloud,chair,emotion,melody,freedom,ocean,idea,
cnall_000424,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,melody,courage,mirror,justice,cloud,harmony,freedom,laughter,wisdom,
cnall_000425,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,serenity,table,umbrella,whisper,zephyr,
cnall_000426,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,book,cloud,dream,freedom,harmony,journey,laughter,melody,wonder,
cnall_000427,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,freedom,flower,rhythm,knowledge,harmony,
cnall_000428,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,ribbon,silence,sunlight,whisper,zephyr,
cnall_000429,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pencil,sunset,wisdom,canvas,harmony,gravity,
cnall_000430,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,freedom,feather,mirror,courage,dream,
cnall_000431,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,freedom,ocean,dream,laughter,time,
cnall_000432,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,silence,umbrella,whisper,zephyr,zest,
cnall_000433,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,chair,idea,melody,ocean,puzzle,rainbow,snowflake,whisper,zephyr,
cnall_000434,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,umbrella,wisdom,zephyr,canvas,harmony,
cnall_000435,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,justice,cloud,melody,chair,freedom,ocean,thought,flower,time,
cnall_000436,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,sunlight,wisdom,zipper,butterfly,laughter,
cnall_000437,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,telescope,warmth,zephyr,feather,mosaic,
cnall_000438,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,book,cloud,dance,freedom,harmony,journey,kindness,laughter,memory,
cnall_000439,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,chair,justice,melody,ocean,puzzle,sunlight,thought,whisper,zephyr,
cnall_000440,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,serenity,telescope,whisper,zephyr,zest,
cnall_000441,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,telescope,warmth,zephyr,pillow,mosaic,
cnall_000442,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,silence,telescope,waterfall,zephyr,zest,
cnall_000443,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,freedom,butterfly,memory,ocean,laughter,
cnall_000444,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,courage,sunlight,idea,feather,harmony,
cnall_000445,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,freedom,diamond,laughter,ocean,dream,
cnall_000446,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,bridge,courage,dream,feather,harmony,journey,laughter,melody,universe,
cnall_000447,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,freedom,rainbow,memory,laughter,universe,
cnall_000448,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pencil,river,sunshine,table,wisdom,zipper,
cnall_000449,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,freedom,feather,laughter,mirror,autumn,
cnall_000450,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pencil,river,shadow,table,warmth,zephyr,
cnall_000451,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,chair,happiness,river,cloud,justice,melody,telescope,courage,table,
cnall_000452,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,chair,melody,justice,pebble,curiosity,canvas,laughter,whisper,harmony,radiance,
cnall_000453,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,justice,melody,cloud,happiness,chair,freedom,river,idea,time,
cnall_000454,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,courage,dream,river,idea,butterfly,
cnall_000455,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,mountain,thought,window,justice,melody,chair,freedom,cloud,time,
cnall_000456,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,chair,idea,ocean,song,tree,justice,dream,cloud,time,
cnall_000457,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,chair,melody,justice,feather,ocean,laughter,mirror,courage,harmony,curiosity,
cnall_000458,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,book,cloud,dream,emotion,family,harmony,journey,knowledge,laughter,
cnall_000459,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,song,justice,window,chair,dream,courage,ocean,melody,freedom,
cnall_000460,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,chair,liberty,ocean,dream,courage,harmony,
cnall_000461,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,chair,freedom,ocean,idea,feather,harmony,
cnall_000462,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,freedom,feather,courage,mirror,dream,
cnall_000463,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,chair,cloud,melody,justice,pebble,laughter,canvas,wisdom,feather,rhythm,
cnall_000464,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,courage,flower,rhythm,knowledge,mirror,
cnall_000465,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,chair,joy,cloud,book,river,dream,brush,freedom,music,
cnall_000466,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,serenity,telescope,whisper,zephyr,zest,
cnall_000467,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,melody,justice,cloud,happiness,pencil,freedom,mirror,laughter,journey,
cnall_000468,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,freedom,hammer,laughter,melody,ocean,puzzle,rhythm,whisper,
cnall_000469,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,chair,dream,liberty,ocean,rhythm,wisdom,
cnall_000470,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,dream,courage,sunlight,harmony,freedom,
cnall_000471,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,courage,whisper,dream,mirror,freedom,
cnall_000472,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,book,cloud,dream,freedom,harmony,journey,laughter,melody,wisdom,
cnall_000473,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,chair,freedom,ocean,knowledge,flower,time,
cnall_000474,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,emotion,window,idea,chair,justice,melody,mountain,freedom,ocean,
cnall_000475,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,courage,feather,mirror,harmony,shadow,
cnall_000476,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,melody,cushion,justice,horizon,pebble,laughter,canvas,journal,harmony,
cnall_000477,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,spoon,thought,window,courage,harmony,rhythm,
cnall_000478,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,book,cloud,dream,freedom,guitar,happiness,journey,kindness,universe,
cnall_000479,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,chair,justice,melody,pebble,silence,telescope,volcano,whisper,zephyr,
cnall_000480,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,freedom,whisper,diamond,laughter,universe,
cnall_000481,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,mirror,song,table,wind,dream,freedom,time,
cnall_000482,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,melody,justice,window,courage,cloud,freedom,chair,dream,ocean,
cnall_000483,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,courage,horizon,laughter,memory,symphony,
cnall_000484,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,chair,justice,melody,cloud,courage,mirror,freedom,flower,time,
cnall_000485,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,serenity,telescope,vase,whisper,zephyr,
cnall_000486,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,justice,melody,pebble,freedom,cloud,mirror,laughter,feather,canvas,
cnall_000487,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,chair,freedom,melody,ocean,puzzle,sunlight,technology,wisdom,zephyr,
cnall_000488,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pencil,serenity,umbrella,whisper,zephyr,zest,
cnall_000489,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,symphony,umbrella,whisper,zephyr,zest,
cnall_000490,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pillow,river,shadow,thought,whisper,zephyr,
cnall_000491,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,book,cloud,dream,emotion,flower,harmony,journey,knowledge,laughter,
cnall_000492,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,rhythm,smile,umbrella,whisper,zephyr,
cnall_000493,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,courage,butterfly,language,dream,freedom,
cnall_000494,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,justice,melody,cloud,freedom,texture,thought,gravity,mirror,laughter,
cnall_000495,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,silence,time,whisper,zephyr,zest,
cnall_000496,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,freedom,feather,dream,ocean,harmony,
cnall_000497,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,song,justice,cloud,chair,freedom,diamond,memory,ocean,laughter,
cnall_000498,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,chair,justice,melody,pebble,sunset,wisdom,zephyr,canvas,harmony,
cnall_000499,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,melody,freedom,pebble,justice,mirror,cloud,courage,feather,harmony,
cnall_000500,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,chair,dream,freedom,ocean,idea,harmony,
cnall_000501,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,courage,sunset,knowledge,feather,harmony,
cnall_000502,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,chair,freedom,pebble,idea,flower,time,
cnall_000503,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,courage,sunlight,dream,laughter,universe,
cnall_000504,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,telescope,warmth,zephyr,canvas,rhythm,
cnall_000505,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,book,cloud,justice,melody,spoon,happiness,forest,mirror,idea,button,
cnall_000506,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,chair,justice,melody,cloud,freedom,mirror,courage,river,harmony,
cnall_000507,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,chair,dream,courage,ocean,harmony,freedom,
cnall_000508,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,book,cloud,dream,freedom,happiness,journey,melody,rhythm,universe,
cnall_000509,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,silence,texture,volcano,whisper,zephyr,
cnall_000510,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,melody,justice,window,courage,table,dream,freedom,cloud,love,
cnall_000511,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,quilt,sunshine,umbrella,whisper,zephyr,
cnall_000512,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,mirror,pencil,shadow,sunlight,thought,wheel,
cnall_000513,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,melody,justice,cloud,chair,freedom,mirror,rhythm,knowledge,harmony,
cnall_000514,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,freedom,hammer,justice,melody,ocean,quilt,sunlight,whisper,
cnall_000515,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,courage,harmony,dream,freedom,memory,
cnall_000516,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,mirror,pebble,rhythm,silence,sunlight,whisper,
cnall_000517,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,emotion,chair,idea,flower,justice,table,freedom,book,time,
cnall_000518,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,rhythm,umbrella,butterfly,courage,symphony,freedom,mirror,
cnall_000519,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pencil,serenity,texture,umbrella,wisdom,zephyr,
cnall_000520,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,silence,texture,wisdom,zephyr,zygote,
cnall_000521,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,spoon,freedom,diamond,laughter,ocean,harmony,
cnall_000522,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pencil,serenity,telescope,waterfall,zephyr,zircon,
cnall_000523,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,justice,melody,cushion,idea,pebble,laughter,canvas,courage,harmony,
cnall_000524,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,serenity,tapestry,whisper,zephyr,zest,
cnall_000525,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,mountain,justice,flower,memory,freedom,cloud,harmony,rhythm,curiosity,
cnall_000526,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,serenity,telescope,umbrella,whisper,zephyr,
cnall_000527,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,chair,idea,melody,ocean,puzzle,rainbow,snowflake,whisper,zephyr,
cnall_000528,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,book,cloud,dream,freedom,happiness,leaf,ocean,time,universe,
cnall_000529,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,sunset,whisper,zephyr,canvas,harmony,
cnall_000530,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,symphony,pencil,freedom,ocean,chair,idea,melody,
cnall_000531,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,chair,justice,melody,pebble,suitcase,whisper,zephyr,harmony,tapestry,
cnall_000532,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,courage,rainbow,mirror,freedom,harmony,
cnall_000533,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,freedom,melody,pencil,river,silence,time,window,zest,
cnall_000534,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pencil,river,silence,sunlight,time,whisper,
cnall_000535,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pillow,telescope,whisper,zephyr,canvas,harmony,
cnall_000536,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,chair,freedom,ocean,thought,flower,time,
cnall_000537,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,melody,justice,feather,mirror,courage,cloud,laughter,rhythm,dream,
cnall_000538,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,silence,umbrella,warmth,zephyr,zest,
cnall_000539,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,emotion,table,justice,cloud,melody,courage,mirror,freedom,harmony,
cnall_000540,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,serenity,tapestry,umbrella,zephyr,zest,
cnall_000541,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,melody,justice,window,memory,harmony,courage,freedom,laughter,journey,
cnall_000542,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,courage,feather,laughter,mirror,wisdom,
cnall_000543,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,chair,freedom,melody,ocean,puzzle,sunlight,whisper,zephyr,zygote,
cnall_000544,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,book,cloud,dream,freedom,harmony,justice,laughter,melody,wisdom,
cnall_000545,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,book,cloud,dream,freedom,harmony,journey,kindness,melody,wisdom,
cnall_000546,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,melody,justice,mirror,cloud,freedom,rhythm,chair,knowledge,ocean,
cnall_000547,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,melody,justice,cloud,chair,freedom,ocean,idea,flower,time,
cnall_000548,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,rhythm,justice,cloud,emotion,mirror,freedom,feather,harmony,knowledge,
cnall_000549,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,pencil,harmony,mirror,freedom,melody,autumn,curiosity,
cnall_000550,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,window,justice,melody,pebble,dream,kindness,canvas,freedom,cloud,
cnall_000551,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,table,cloud,melody,justice,feather,mirror,courage,rhythm,harmony,curiosity,
cnall_000552,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,book,cloud,dream,emotion,flower,gravity,harmony,idea,journey,
cnall_000553,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,chair,idea,ocean,song,tree,window,courage,justice,harmony,
cnall_000554,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,rhythm,mirror,laughter,courage,melody,freedom,curiosity,
cnall_000555,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,chair,freedom,melody,window,justice,cloud,book,happiness,table,
cnall_000556,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,melody,justice,cloud,chair,freedom,ocean,idea,mirror,laughter,
cnall_000557,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,dream,courage,rhythm,knowledge,freedom,
cnall_000558,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,book,cloud,dream,flower,justice,melody,ocean,rhythm,universe,
cnall_000559,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,courage,feather,rhythm,dream,freedom,
cnall_000560,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,courage,sunshine,dream,wisdom,flower,
cnall_000561,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,book,cloud,dream,flower,idea,justice,melody,rhythm,universe,
cnall_000562,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,justice,cloud,melody,chair,freedom,ocean,idea,flower,time,
cnall_000563,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,melody,justice,cloud,canvas,harmony,freedom,rhythm,knowledge,serenity,
cnall_000564,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pencil,river,silence,telescope,wisdom,zebra,
cnall_000565,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,melody,justice,feather,mirror,laughter,courage,whisper,harmony,dream,
cnall_000566,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,table,courage,whisper,mystery,harmony,sunlight,
cnall_000567,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,silence,sunlight,whisper,wonder,zephyr,
cnall_000568,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,serenity,umbrella,whisper,zephyr,zest,
cnall_000569,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,telescope,butterfly,chair,freedom,ocean,rhythm,
cnall_000570,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,chair,justice,melody,pebble,sunset,wisdom,zephyr,feather,canvas,
cnall_000571,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,book,cloud,dream,freedom,harmony,journey,laughter,melody,universe,
cnall_000572,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,serenity,umbrella,whisper,zephyr,zest,
cnall_000573,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,book,cloud,dream,flower,harmony,journey,kindness,laughter,melody,
cnall_000574,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pottery,telescope,whisper,zephyr,plankton,laughter,
cnall_000575,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,chair,justice,melody,pebble,suitcase,thought,umbrella,window,zeal,
cnall_000576,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,melody,justice,cloud,courage,mirror,harmony,freedom,rhythm,wisdom,
cnall_000577,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,freedom,mirror,song,tree,justice,chair,dream,time,
cnall_000578,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,flower,idea,chair,justice,melody,cloud,courage,rhythm,freedom,
cnall_000579,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,chair,freedom,ocean,idea,flower,time,
cnall_000580,legacy,Claude-3-Haiku,,old_2024,0.5,,,,unknown,average_machine_raw.csv,apple,cloud,justice,melody,pebble,sunlight,whisper,zeal,canvas,rhythm,
