index,provider,model,data_source,model_year,collected_at,temperature,word_1,word_2,word_3,word_4,word_5,word_6,word_7,word_8,word_9,word_10,dat_score
41709b8f496237d6834189d89cb3458b.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:00:54,midpoint,elephant,pencil,freedom,ocean,guitar,tornado,microwave,happiness,volcano,umbrella,
104c33f4bdb1bc437a90b60004eb3121.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:56:41,midpoint,tree,ocean,freedom,pencil,music,elephant,volcano,laughter,mirror,snowflake,
11003b097bd24204c45b0b9316543119.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:09:28,midpoint,tree,ocean,pencil,freedom,umbrella,volcano,music,refrigerator,butterfly,sadness,
2dfd6b136fe75b4b42c66d30f28a6adf.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:12:29,midpoint,ocean,pencil,freedom,elephant,guitar,tornado,microscope,laughter,pyramid,dandelion,
94d5363a4bbbd71ba3a3133e59f16052.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:56:35,midpoint,apple,ocean,freedom,pencil,volcano,laughter,umbrella,gravity,butterfly,silence,
12838084d0a8d4c3806ccb118cce0ee3.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:51:15,midpoint,chair,ocean,freedom,pencil,laughter,volcano,umbrella,silence,butterfly,darkness,
9b0f775952459007e215774ae5f43add.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:15:13,midpoint,ocean,pencil,freedom,umbrella,volcano,lullaby,microscope,pillow,tornado,butterfly,
e76165ce9c93b9924cc77ddf4025e166.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:12:13,midpoint,apple,freedom,bicycle,ocean,pencil,laughter,volcano,umbrella,silence,butterfly,
eccd7460b769bf9ab53d1de72bcbb53a.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:07:52,midpoint,tree,ocean,pencil,freedom,chair,music,umbrella,happiness,clock,butterfly,
872f7e3fa8ec6e16644b216108e8036f.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:14:45,midpoint,tree,ocean,pencil,freedom,guitar,volcano,butterfly,clock,umbrella,kindness,
cc6e5ad3f4aa82ec11c16b70fb83849a.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:55:11,midpoint,chair,ocean,freedom,pencil,thunder,butterfly,diamond,whisper,umbrella,galaxy,
8561428702bbcb759f74a61db68a9c47.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:15:23,midpoint,elephant,pencil,freedom,ocean,guitar,tornado,microscope,laughter,pyramid,dandelion,
27a94fa72c947b11400b58dd7d06b84b.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:55:50,midpoint,tree,ocean,pencil,freedom,chair,rainbow,volcano,laughter,bicycle,shadow,
2982765b503f1c3ff0f2f0cc6b46ebd2.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:55:04,midpoint,pencil,ocean,freedom,chair,butterfly,thunder,book,diamond,silence,umbrella,
111a5063fc81d49f9b908ee3c74e61c0.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:53:51,midpoint,chair,ocean,freedom,pencil,tornado,laughter,diamond,hunger,telescope,whisper,
ed08dd5893cd0d910ce330ced6cda5ee.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:59:34,midpoint,chair,ocean,freedom,pencil,laughter,volcano,whisper,umbrella,harmony,clock,
12e06e0d70df2580ec9dcc94e803e637.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:09:47,midpoint,tree,ocean,pencil,freedom,volcano,umbrella,music,elephant,diamond,whisper,
8ce7b171b2cdbd869110cd36232113b5.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:11:24,midpoint,ocean,pencil,freedom,elephant,guitar,tornado,microscope,volcano,rainbow,pillow,
e8f468c53b2bb4805abdbccd7e36c998.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:03:35,midpoint,elephant,pencil,freedom,ocean,guitar,tornado,microscope,laughter,umbrella,volcano,
2abebee287b1fd988024bfc0f40777fa.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:59:37,midpoint,tree,ocean,pencil,freedom,chair,wind,book,laughter,mirror,silence,
72d66ea5635587dc10fddf5b9eaf96e1.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:03:52,midpoint,chair,ocean,freedom,pencil,volcano,laughter,umbrella,galaxy,whisper,potato,
5e33614f6cab2f0aa22f64a49fa5d02a.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:02:25,midpoint,tree,ocean,pencil,freedom,umbrella,music,elephant,volcano,whisper,galaxy,
2e635025e4866ce615f6c535096fbff5.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:56:24,midpoint,tree,ocean,pencil,freedom,chair,music,elephant,volcano,sandwich,moonlight,
a5632171d6335c33af5bc8ae7e989eb9.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:15:38,midpoint,rock,feather,justice,umbrella,volcano,whisper,galaxy,scissors,elephant,harmony,
752a92cc5318bb3be1fa5324933ecfed.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:53:29,midpoint,chair,ocean,freedom,pencil,volcano,laughter,umbrella,silence,butterfly,darkness,
4e0e08fc5930ac72dfce81fe28c0f4ce.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:53:17,midpoint,tree,ocean,pencil,freedom,umbrella,volcano,music,butterfly,clock,darkness,
e0f0d60a0718125e89ea247b7cff26cf.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:08:11,midpoint,chair,ocean,freedom,pencil,laughter,volcano,umbrella,silence,butterfly,hunger,
96939037836905931b20e62a5223d898.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:07:30,midpoint,rock,feather,democracy,elephant,pencil,ocean,galaxy,whisper,umbrella,happiness,
e5b99df4381473c0a396df2cf0715bde.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:57:56,midpoint,elephant,pencil,freedom,ocean,guitar,tornado,microscope,laughter,umbrella,volcano,
c64254712f0aa661e58ccc0941728ace.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:02:19,midpoint,chair,ocean,freedom,pencil,laughter,volcano,butterfly,silence,umbrella,moonlight,
df455936c4d854b49626b2e780e518f9.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:15:15,midpoint,chair,ocean,freedom,pencil,thunder,elephant,book,diamond,volcano,whisper,
894e602c495dfd0ec66537b10ebc2c78.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:50:31,midpoint,elephant,pencil,freedom,ocean,guitar,volcano,pillow,rainbow,silence,tornado,
4d0648aa8d1313169462fb7760eaeac0.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:00:23,midpoint,tree,ocean,pencil,freedom,umbrella,music,elephant,volcano,laughter,mirror,
4d3c4c4bc248105d1679cfb6c90cb190.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:05:51,midpoint,tree,ocean,pencil,freedom,chair,music,elephant,sunlight,book,laughter,
675f219cdb000a69ab947096945db0d3.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:02:16,midpoint,elephant,pencil,freedom,ocean,guitar,volcano,rainbow,pillow,tornado,butterfly,
9f0d19ec299f40a74279fc235d6dcb82.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:54:15,midpoint,tree,ocean,pencil,freedom,bicycle,thunder,pillow,laughter,mirror,volcano,
202903a8f3feca06afab8ebbb28b5862.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:56:10,midpoint,ocean,pencil,freedom,elephant,guitar,tornado,microscope,laughter,volcano,pillow,
8faff61b045c75371df981b3dc22a271.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:12:46,midpoint,ocean,pencil,freedom,elephant,guitar,umbrella,volcano,whisper,bicycle,moonlight,
af59124763b4775375fb84fc13ff467f.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:15:45,midpoint,tree,ocean,pencil,freedom,bicycle,thunder,pillow,laughter,mirror,volcano,
c5ab58c40a555bcb9cf65601de7945a0.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:53:45,midpoint,tree,ocean,pencil,freedom,volcano,umbrella,music,elephant,galaxy,bread,
8da55557c1b9759448fb3175e831ca40.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:07:41,midpoint,chair,ocean,freedom,pencil,mountain,laughter,clock,butterfly,silence,umbrella,
9942f952c5e7c12b6daf874575eaf00a.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:58:21,midpoint,tree,ocean,pencil,freedom,chair,laughter,umbrella,silence,mirror,butterfly,
7df1ffc66ed0619bf2dc28c08c4686ba.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:54:29,midpoint,chair,ocean,freedom,pencil,elephant,sunlight,whisper,volcano,bicycle,daydream,
9a9f1263fa7e2e78bc3c78e7a54c8423.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:57:44,midpoint,ocean,pencil,freedom,chair,butterfly,thunder,book,laughter,mirror,potato,
cc44f1aec913c9a5b0acf747e87523da.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:03:15,midpoint,tree,ocean,pencil,freedom,chair,music,butterfly,clock,laughter,darkness,
a31c88b6e39df41ce2019169b028bcec.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:56:39,midpoint,tree,ocean,pencil,freedom,elephant,music,volcano,umbrella,laughter,galaxy,
b2de96da33cf79ea125f729c2ba76999.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:56:49,midpoint,chair,ocean,freedom,pencil,volcano,laughter,umbrella,silence,butterfly,darkness,
515ee6620eff69dc437f237ab20743cf.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:04:14,midpoint,tree,ocean,pencil,freedom,elephant,volcano,music,umbrella,galaxy,sandwich,
f7640fdc3aad835e1451d79d3d9296ac.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:54:20,midpoint,tree,ocean,pencil,freedom,elephant,guitar,volcano,mirror,umbrella,laughter,
b6e7c8e82a84da4f6909209b3d2293e2.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:10:44,midpoint,tree,ocean,pencil,freedom,umbrella,music,elephant,volcano,happiness,clock,
40646c852813bf7712c08389d59b9ae2.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:01:04,midpoint,tree,ocean,pencil,freedom,chair,rainbow,silence,clock,butterfly,darkness,
7365f15925fcfd068fbed5f4b71cc706.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:55:59,midpoint,tree,ocean,pencil,freedom,bicycle,thunder,pillow,laughter,mirror,volcano,
81506ea611b39c3277e615157ce75e6b.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:01:07,midpoint,chair,ocean,freedom,pencil,laughter,volcano,umbrella,silence,butterfly,galaxy,
6a9e52235ca7fe6985a9da3d74bcfefa.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:10:41,midpoint,tree,ocean,pencil,freedom,chair,lightning,book,silence,butterfly,hammer,
6a5c2ad3624e3bd47bf4aa3980477818.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:57:21,midpoint,chair,ocean,freedom,pencil,thunder,butterfly,silence,pyramid,umbrella,daydream,
aa02d9b25f706bf49b1f17d66fc23855.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:49:03,midpoint,chair,ocean,freedom,pencil,butterfly,thunder,book,laughter,mirror,volcano,
36eaa6358fe3ad3ed5bfd89fa6fabb28.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:09:20,midpoint,tree,ocean,pencil,freedom,bicycle,tornado,pillow,laughter,mirror,hunger,
b2d6db6ca6115dedd1c9d890c8d9442a.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:58:41,midpoint,elephant,pencil,freedom,ocean,guitar,tornado,microscope,laughter,umbrella,volcano,
9c5e29137552f3a6e81687955632ae63.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:02:53,midpoint,sunshine,elephant,pencil,freedom,ocean,bicycle,volcano,whisper,umbrella,harmony,
6d0c20c9d69ddf38a8b5b823324c2448.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:58:16,midpoint,pencil,ocean,freedom,chair,butterfly,thunder,book,laughter,mirror,sandwich,
e9190a12ab10624b26f4c783241a757a.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:55:20,midpoint,tree,ocean,pencil,freedom,chair,volcano,music,umbrella,butterfly,darkness,
192ec2e9276a81ab0304b75442d553cb.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:09:36,midpoint,tree,ocean,happiness,pencil,music,elephant,galaxy,bread,clock,volcano,
a20a0cd8d0f1303b1a115f9bcf82f1f0.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:55:53,midpoint,chair,ocean,freedom,pencil,laughter,volcano,umbrella,silence,butterfly,darkness,
fa777a40b2c1a191c3fa9c7de7ff5797.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:14:28,midpoint,tree,ocean,pencil,freedom,bicycle,thunder,pillow,laughter,mirror,volcano,
8d3aa89b7877e7e8be6faebddda83a2f.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:54:42,midpoint,tree,ocean,pencil,freedom,guitar,umbrella,volcano,butterfly,mirror,silence,
765cd6b8783d5b5bd3369a08fb246f69.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:58:42,midpoint,tree,ocean,pencil,freedom,elephant,guitar,tornado,microscope,sunflower,galaxy,
39174f1f93c5aced5a93ef7168b92250.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:51:04,midpoint,tree,ocean,pencil,freedom,guitar,volcano,umbrella,happiness,clock,butterfly,
0dafd66bb73085906a902663305a93fc.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:08:55,midpoint,tree,ocean,pencil,freedom,mirror,thunder,envelope,harmony,bicycle,volcano,
5bea3726d442c38ef378e17d1e56e481.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:55:00,midpoint,elephant,pencil,freedom,ocean,guitar,volcano,umbrella,happiness,telescope,butterfly,
a1067c309c8de11276cf716e23ebab21.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:00:26,midpoint,tree,ocean,pencil,freedom,chair,thunder,book,laughter,mirror,butterfly,
7604b8d8d5769f0ca92c363499c646ca.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:55:50,midpoint,chair,ocean,freedom,pencil,volcano,laughter,umbrella,galaxy,whisper,bicycle,
08eecbd79cf441a25bf8bad38602486f.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:07:24,midpoint,ocean,pencil,freedom,elephant,volcano,music,umbrella,galaxy,sandwich,whisper,
2750f774ec29a5b61cca442b8280066c.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:53:21,midpoint,pencil,ocean,freedom,elephant,guitar,tornado,microscope,laughter,pyramid,umbrella,
77ddef95df901bd8c11ca8f8cc2cb015.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:54:12,midpoint,tree,ocean,freedom,pencil,music,elephant,cloud,book,time,laughter,
97b0dd7b6f862c004c6468bfbb918830.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:54:31,midpoint,tree,ocean,pencil,freedom,elephant,guitar,volcano,whisper,umbrella,moonlight,
29664939bf1cc7a01e4193d8fbb08028.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:01:21,midpoint,tree,ocean,pencil,freedom,elephant,music,chair,sunlight,laughter,volcano,
fba7b52dfac172351f57f86a1da3575f.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:50:06,midpoint,chair,ocean,freedom,pencil,volcano,laughter,umbrella,silence,butterfly,darkness,
38e8dbbf0491cdad46cb9207e781cee8.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:49:18,midpoint,chair,ocean,freedom,pencil,elephant,rainbow,music,volcano,dream,bicycle,
4cf46ba135d85084060ea545b5b69df8.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:57:31,midpoint,pencil,ocean,freedom,bicycle,volcano,laughter,umbrella,harmony,telescope,butterfly,
e9c001405fffec5dc77593791003d5aa.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:03:04,midpoint,ocean,pencil,freedom,elephant,guitar,tornado,microscope,laughter,pyramid,dandelion,
6a300e24582dbbcd4a48d1f34ccc6cfb.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:54:22,midpoint,tree,ocean,pencil,freedom,chair,music,butterfly,hunger,book,lightning,
695c2338e9c26a99d6b0d41ce2ae450b.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:48:44,midpoint,ocean,pencil,freedom,elephant,volcano,guitar,bicycle,rainbow,pillow,tornado,
9517562ae4f68153efa5c671b9cb9a64.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:56:03,midpoint,ocean,pencil,freedom,elephant,guitar,tornado,microscope,laughter,volcano,umbrella,
4c0b02dc30cdacdfd8f8d04465a66492.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:49:44,midpoint,tree,ocean,pencil,freedom,elephant,guitar,volcano,umbrella,whisper,galaxy,
c3a7a282f0e7f37035c2ca08ecab854f.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:58:19,midpoint,chair,ocean,freedom,pencil,volcano,lullaby,appetite,mirror,electricity,dandelion,
b11c6ece3f0bfb41b11ba37ebb13edaf.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:09:42,midpoint,tree,ocean,book,pencil,music,chair,cloud,happiness,clock,bread,
484c1b370c83667de44a83ac30c6885e.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:52:47,midpoint,tree,ocean,pencil,freedom,chair,thunder,book,laughter,mirror,butterfly,
4134bb75abc67e7117e99e4561acee98.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:12:59,midpoint,tree,ocean,pencil,freedom,chair,music,elephant,cloud,book,happiness,
abff9eace6efcb27be23cb6af805224c.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:06:02,midpoint,apple,freedom,pencil,ocean,elephant,guitar,moonlight,volcano,whisper,umbrella,
34482b1eed05934ff432a789fd7f82ca.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:05:23,midpoint,tree,ocean,pencil,freedom,elephant,guitar,volcano,umbrella,courage,microwave,
f65b8f4f1e808fcf6bbbaca6b9fa652e.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:54:49,midpoint,pencil,ocean,freedom,elephant,guitar,tornado,microscope,laughter,volcano,pillow,
19831db9e14b1d469b01a49b1b839290.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:57:13,midpoint,pencil,ocean,freedom,elephant,guitar,volcano,microscope,tornado,galaxy,pillow,
7b5d7890c5ce644fa0c4fa2872c79282.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:51:40,midpoint,sunshine,elephant,pencil,freedom,ocean,guitar,volcano,umbrella,whisper,cardboard,
eea1b0dde634b3ead3bb4b9cba79b4ae.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:00:40,midpoint,tree,ocean,pencil,freedom,guitar,umbrella,volcano,butterfly,clock,pillow,
627822cc5fefbbe615ea5bfae372f2e7.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:10:13,midpoint,elephant,cloud,pencil,freedom,volcano,whisper,umbrella,hunger,mirror,daydream,
72a43ed8446558023c94b72da085a2a7.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:00:15,midpoint,pencil,ocean,freedom,bicycle,volcano,lullaby,umbrella,hunger,mirror,butterfly,
a7d4eed8fe7f6557dcaac97738aff675.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:13:40,midpoint,chair,ocean,freedom,pencil,thunder,butterfly,mirror,silence,umbrella,cinnamon,
aaf1429e190f80200af6942524db8a8a.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:50:34,midpoint,tree,ocean,pencil,freedom,elephant,music,volcano,umbrella,friendship,galaxy,
903f2be878d8c1f0d88228f53961a946.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:55:44,midpoint,elephant,pencil,freedom,ocean,guitar,tornado,microscope,laughter,volcano,umbrella,
53110f088ef5afc98a1a60fc75a60d71.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:13:32,midpoint,pencil,ocean,freedom,chair,butterfly,thunder,book,diamond,laughter,umbrella,
f0b11295d2a775ea3f1ef3e4743b961f.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:09:08,midpoint,pencil,ocean,freedom,chair,thunder,elephant,diamond,whisper,galaxy,sandwich,
15671e5e7269aa14443e4141dc28ffb3.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:06:24,midpoint,tree,ocean,pencil,freedom,elephant,guitar,volcano,umbrella,galaxy,whisper,
9debb3d2b3296a630bcf9e9696a9f302.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:56:25,midpoint,tree,ocean,book,hammer,cloud,music,chair,fire,butterfly,peace,
7bab28ffd6c9c5353c3fc7196d9fa8f3.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:11:46,midpoint,sunshine,elephant,pencil,freedom,ocean,guitar,butterfly,tornado,diamond,whisper,
edd32a7544fe2ee163b780bbd4750eab.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:50:28,midpoint,rock,feather,justice,umbrella,melody,volcano,whisper,bicycle,moonlight,appetite,
a42984a82d8e2c0d93c5fb0ac8a1bdcc.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:15:02,midpoint,tree,ocean,pencil,freedom,chair,music,elephant,cloud,book,laughter,
301fa9f1d54bef8068845c3891968fca.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:51:48,midpoint,tree,ocean,pencil,freedom,bicycle,thunder,mirror,sandwich,umbrella,laughter,
f1713aacf70aad31f6eb33d3e5c5d952.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:57:17,midpoint,tree,ocean,pencil,freedom,chair,music,elephant,volcano,dream,snowflake,
9a5427516fad3c586a05364cc6796758.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:13:54,midpoint,tree,ocean,pencil,freedom,cheese,tornado,book,mirror,umbrella,laughter,
6092d2c2774f0cd1e07ba6b0e0bad9c3.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:58:39,midpoint,ocean,pencil,freedom,bicycle,thunder,mirror,sandwich,umbrella,silence,butterfly,
95d8d20c611b8fd36112aef97e2a3728.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:14:23,midpoint,chair,ocean,freedom,pencil,tornado,laughter,crystal,hunger,bicycle,silence,
f908d0063713ac80d52496684dde2d64.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:50:46,midpoint,chair,ocean,happiness,pencil,elephant,volcano,dream,bicycle,thunder,sandwich,
27078ff8cbad07780308ae964d0982f0.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:59:36,midpoint,chair,ocean,freedom,pencil,volcano,laughter,umbrella,silence,butterfly,electricity,
22c46e1bff66e630aa1585b5f2af3ea3.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:58:05,midpoint,tree,ocean,pencil,freedom,elephant,music,volcano,umbrella,laughter,galaxy,
99c47be9c80c4b7caa99c8dda6e035d9.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:59:26,midpoint,elephant,book,ocean,music,tree,freedom,pencil,laughter,mountain,whisper,
2588c3e32f9453290cc1b3ba43703fc9.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:58:47,midpoint,tree,ocean,pencil,freedom,chair,music,elephant,cloud,book,happiness,
79bb5fe48b9320a53048f3e95d3fe01b.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:53:56,midpoint,tree,ocean,pencil,freedom,bicycle,volcano,pillow,rainbow,silence,appetite,
87bebdfe04ee03e06cc8c51bedf34a21.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:48:18,midpoint,tree,ocean,pencil,freedom,chair,music,elephant,cloud,book,happiness,
32738cb0b1a88b9e0c71ef73e0e2e924.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:09:49,midpoint,pencil,ocean,freedom,elephant,guitar,tornado,microwave,sadness,umbrella,oxygen,
5382d03eba70ab83854829358bfea26b.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-04T13:55:25,midpoint,tree,ocean,pencil,freedom,chair,thunder,mirror,butterfly,silence,umbrella,
c6771606d6184c9541fce5caa947953b.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T17:59:15,midpoint,tree,ocean,pencil,freedom,chair,thunder,butterfly,silence,mirror,volcano,
c7dc334d8562569abf6dff9475255d9b.pickle,anthropic,Claude-3.5-Sonnet,NHB_2024,2024,2024-07-03T18:07:19,midpoint,tree,ocean,pencil,freedom,elephant,guitar,tornado,microscope,pillow,galaxy,
