model_name,provider,intelligence,dat_score,between_unit_posaware,uniqueness_human_agnostic,uniqueness_fixed_pool_legacy
Qwen-Max,qwen,hybrid,73.764992,75.072946,78.173294,77.962331
Qwen-Max,qwen,hybrid,78.791031,75.375483,80.068236,79.977306
Qwen-Max,qwen,hybrid,76.933342,73.565719,77.979989,78.101647
Qwen-Max,qwen,hybrid,74.873047,74.585906,78.483473,78.387598
Qwen-Max,qwen,hybrid,76.894600,75.544963,78.199312,78.462147
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.263717,78.157459
Qwen-Max,qwen,hybrid,76.632271,74.296890,78.632709,78.330502
Qwen-Max,qwen,hybrid,75.195190,73.579268,77.557934,77.765079
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.204050,78.157459
Qwen-Max,qwen,hybrid,77.471069,76.672789,80.002574,80.238750
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.014488,78.157459
Qwen-Max,qwen,hybrid,74.093369,73.902614,78.199282,78.168961
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.824218,78.056471
Qwen-Max,qwen,hybrid,75.195190,73.579268,77.745872,77.765079
Qwen-Max,qwen,hybrid,74.093369,73.902614,78.497173,78.168961
Qwen-Max,qwen,hybrid,77.005280,74.678441,79.093757,79.300475
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.269998,78.157459
Qwen-Max,qwen,hybrid,74.295898,73.860673,77.987076,78.019660
Qwen-Max,qwen,hybrid,73.764999,73.658343,77.726149,77.962331
Qwen-Max,qwen,hybrid,77.266609,75.930922,78.628420,78.666977
Qwen-Max,qwen,hybrid,75.377724,74.018926,77.828604,78.137610
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.036138,78.157459
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.221148,78.157459
Qwen-Max,qwen,hybrid,73.764999,73.658343,77.839429,77.962331
Qwen-Max,qwen,hybrid,72.172455,73.485026,78.347511,78.056471
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.006225,78.157459
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.614068,78.056471
Qwen-Max,qwen,hybrid,78.806641,75.451642,78.472973,78.719746
Qwen-Max,qwen,hybrid,77.005280,74.678441,79.247813,79.300475
Qwen-Max,qwen,hybrid,72.172455,73.485026,78.060054,78.056471
Qwen-Max,qwen,hybrid,78.791031,75.375483,80.314022,79.977306
Qwen-Max,qwen,hybrid,73.764999,73.658343,78.293564,77.962331
Qwen-Max,qwen,hybrid,80.092171,76.876553,80.028627,80.119986
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.199035,78.157459
Qwen-Max,qwen,hybrid,75.715286,73.924009,77.826643,78.157459
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.871617,78.056471
Qwen-Max,qwen,hybrid,79.172615,75.361246,78.829296,79.017444
Qwen-Max,qwen,hybrid,74.726921,74.218795,77.779365,78.060244
Qwen-Max,qwen,hybrid,77.294853,74.681575,78.827745,79.016515
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.101465,78.157459
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.124808,78.157459
Qwen-Max,qwen,hybrid,73.260429,73.684479,77.479004,77.841222
Qwen-Max,qwen,hybrid,76.894600,75.544963,78.530686,78.462147
Qwen-Max,qwen,hybrid,73.650581,74.282418,78.016981,78.128294
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.429809,78.056471
Qwen-Max,qwen,hybrid,73.764999,73.658343,77.667022,77.962331
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.712924,78.056471
Qwen-Max,qwen,hybrid,75.722145,75.876333,79.484741,79.302085
Qwen-Max,qwen,hybrid,72.713509,74.773288,78.213570,78.018365
Qwen-Max,qwen,hybrid,72.701103,73.027014,77.176885,77.382251
Qwen-Max,qwen,hybrid,79.396820,75.482198,79.109782,79.260627
Qwen-Max,qwen,hybrid,77.818352,75.505735,79.473085,79.443769
Qwen-Max,qwen,hybrid,72.172455,73.485026,78.039828,78.056471
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.480247,78.157459
Qwen-Max,qwen,hybrid,79.172615,75.238309,79.001029,79.017444
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.173413,78.157459
Qwen-Max,qwen,hybrid,75.771935,74.948175,79.040265,79.196320
Qwen-Max,qwen,hybrid,72.172455,73.485026,78.258996,78.056471
Qwen-Max,qwen,hybrid,75.715286,73.924009,77.767279,78.157459
Qwen-Max,qwen,hybrid,76.632271,74.296890,78.385873,78.330502
Qwen-Max,qwen,hybrid,73.384926,74.065530,78.113178,78.280419
Qwen-Max,qwen,hybrid,73.764999,73.658343,78.073479,77.962331
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.870970,78.056471
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.895612,78.056471
Qwen-Max,qwen,hybrid,73.368248,75.018380,77.893939,78.008404
Qwen-Max,qwen,hybrid,77.672943,76.409855,79.777044,79.547410
Qwen-Max,qwen,hybrid,72.701103,73.027014,77.425878,77.382251
Qwen-Max,qwen,hybrid,78.866104,75.177051,79.167632,79.359801
Qwen-Max,qwen,hybrid,77.294853,74.681575,78.712013,79.016515
Qwen-Max,qwen,hybrid,76.657799,76.024068,78.114603,78.468230
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.008719,78.157459
Qwen-Max,qwen,hybrid,73.216316,73.773288,77.379517,77.654415
Qwen-Max,qwen,hybrid,77.106247,74.326901,78.488196,78.425710
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.462941,78.157459
Qwen-Max,qwen,hybrid,72.701103,72.678674,77.756329,77.382251
Qwen-Max,qwen,hybrid,75.715286,73.924009,77.768601,78.157459
Qwen-Max,qwen,hybrid,77.818352,75.505735,79.640021,79.443769
Qwen-Max,qwen,hybrid,77.005280,74.678441,79.213777,79.300475
Qwen-Max,qwen,hybrid,74.500137,74.146884,78.342425,78.484329
Qwen-Max,qwen,hybrid,73.764999,73.658343,78.027047,77.962331
Qwen-Max,qwen,hybrid,75.715286,73.924009,77.971122,78.157459
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.158160,78.157459
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.927776,78.056471
Qwen-Max,qwen,hybrid,77.484100,75.299156,79.523464,79.761805
Qwen-Max,qwen,hybrid,73.875824,74.283253,78.149275,78.108849
Qwen-Max,qwen,hybrid,77.141602,75.409132,78.600710,78.641763
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.231637,78.157459
Qwen-Max,qwen,hybrid,74.942001,73.686021,77.781366,77.791532
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.343361,78.157459
Qwen-Max,qwen,hybrid,75.715286,73.924009,77.856469,78.157459
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.121073,78.157459
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.235585,78.157459
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.099823,78.157459
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.245391,78.157459
Qwen-Max,qwen,hybrid,76.193588,74.672962,79.648439,79.334290
Qwen-Max,qwen,hybrid,78.230064,76.214498,79.811159,79.604191
Qwen-Max,qwen,hybrid,74.761543,74.190781,78.838389,78.483182
Qwen-Max,qwen,hybrid,72.701103,72.678674,77.411786,77.382251
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.177214,78.157459
Qwen-Max,qwen,hybrid,77.005280,74.678441,79.086026,79.300475
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.783779,78.056471
Qwen-Max,qwen,hybrid,74.726921,74.218795,78.052499,78.060244
Qwen-Max,qwen,hybrid,73.764999,73.658343,77.430714,77.962331
Qwen-Max,qwen,hybrid,75.048149,74.715036,78.172223,78.259384
Qwen-Max,qwen,hybrid,71.677696,74.222793,77.315226,77.623619
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.054133,78.157459
Qwen-Max,qwen,hybrid,77.005280,74.678441,78.907076,79.300475
Qwen-Max,qwen,hybrid,72.701103,72.678674,76.981245,77.382251
Qwen-Max,qwen,hybrid,75.715286,73.924009,77.970657,78.157459
Qwen-Max,qwen,hybrid,75.215370,75.197688,78.142203,78.226346
Qwen-Max,qwen,hybrid,74.243820,73.740833,78.192692,78.294163
Qwen-Max,qwen,hybrid,74.781067,74.752651,78.881560,78.685945
Qwen-Max,qwen,hybrid,72.172455,73.485026,78.176793,78.056471
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.247830,78.157459
Qwen-Max,qwen,hybrid,76.652008,74.731233,79.117274,79.195741
Qwen-Max,qwen,hybrid,77.005280,74.678441,79.062919,79.300475
Qwen-Max,qwen,hybrid,76.632271,74.296890,78.530199,78.330502
Qwen-Max,qwen,hybrid,75.365295,74.511170,78.567695,78.649285
Qwen-Max,qwen,hybrid,75.715286,73.924009,77.734398,78.157459
Qwen-Max,qwen,hybrid,77.005280,74.678441,79.247871,79.300475
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.823477,78.056471
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.215042,78.157459
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.752368,78.056471
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.746759,78.056471
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.786410,78.056471
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.257451,78.157459
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.875980,78.056471
Qwen-Max,qwen,hybrid,73.764999,73.658343,77.783611,77.962331
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.991933,78.056471
Qwen-Max,qwen,hybrid,74.839088,75.018156,78.434907,78.492108
Qwen-Max,qwen,hybrid,73.764999,73.658343,78.060121,77.962331
Qwen-Max,qwen,hybrid,77.294853,74.681575,78.978196,79.016515
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.966022,78.056471
Qwen-Max,qwen,hybrid,75.771935,74.948175,78.845128,79.196320
Qwen-Max,qwen,hybrid,72.172455,73.485026,78.007792,78.056471
Qwen-Max,qwen,hybrid,73.156166,73.845433,77.636389,77.566698
Qwen-Max,qwen,hybrid,79.396820,75.482198,79.164037,79.260627
Qwen-Max,qwen,hybrid,75.030533,74.437763,78.459158,78.678652
Qwen-Max,qwen,hybrid,76.048431,74.834349,79.202559,79.263725
Qwen-Max,qwen,hybrid,72.172455,73.485026,78.096513,78.056471
Qwen-Max,qwen,hybrid,75.715286,73.924009,77.993592,78.157459
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.064148,78.157459
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.293253,78.157459
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.041917,78.157459
Qwen-Max,qwen,hybrid,76.894600,75.544963,78.347202,78.462147
Qwen-Max,qwen,hybrid,73.764999,73.658343,77.929105,77.962331
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.043599,78.157459
Qwen-Max,qwen,hybrid,72.172455,73.485026,78.084853,78.056471
Qwen-Max,qwen,hybrid,73.764999,73.658343,77.944559,77.962331
Qwen-Max,qwen,hybrid,77.359077,74.717422,79.107114,78.952096
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.087593,78.157459
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.933418,78.056471
Qwen-Max,qwen,hybrid,76.193588,74.672962,79.457036,79.334290
Qwen-Max,qwen,hybrid,73.216316,73.773288,77.653064,77.654415
Qwen-Max,qwen,hybrid,72.172455,73.485026,78.241301,78.056471
Qwen-Max,qwen,hybrid,77.005280,74.678441,79.303573,79.300475
Qwen-Max,qwen,hybrid,72.172455,73.485026,78.149132,78.056471
Qwen-Max,qwen,hybrid,75.377724,74.018926,77.840233,78.137610
Qwen-Max,qwen,hybrid,74.858734,74.000942,78.446087,78.508186
Qwen-Max,qwen,hybrid,72.172455,73.485026,78.173132,78.056471
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.239818,78.157459
Qwen-Max,qwen,hybrid,73.764999,73.658343,77.875183,77.962331
Qwen-Max,qwen,hybrid,76.632271,74.296890,78.137632,78.330502
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.806191,78.056471
Qwen-Max,qwen,hybrid,77.130005,76.294970,79.999688,79.830007
Qwen-Max,qwen,hybrid,72.172455,73.485026,78.131013,78.056471
Qwen-Max,qwen,hybrid,78.791031,75.375483,79.914721,79.977306
Qwen-Max,qwen,hybrid,73.764999,73.658343,77.644482,77.962331
Qwen-Max,qwen,hybrid,75.715286,73.924009,77.870830,78.157459
Qwen-Max,qwen,hybrid,72.041351,74.538690,79.056914,78.966291
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.776403,78.056471
Qwen-Max,qwen,hybrid,72.701103,73.027014,77.399653,77.382251
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.106446,78.157459
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.286630,78.157459
Qwen-Max,qwen,hybrid,75.020149,74.441367,78.031614,78.098670
Qwen-Max,qwen,hybrid,74.123245,73.820918,77.973748,78.172419
Qwen-Max,qwen,hybrid,72.172455,73.485026,78.066810,78.056471
Qwen-Max,qwen,hybrid,78.198967,75.898222,78.541070,78.814560
Qwen-Max,qwen,hybrid,76.041237,74.679480,78.160382,78.086825
Qwen-Max,qwen,hybrid,74.152481,74.078465,77.574982,77.815289
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.959447,78.056471
Qwen-Max,qwen,hybrid,79.396820,75.482198,79.278185,79.260627
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.919096,78.056471
Qwen-Max,qwen,hybrid,76.193588,74.672962,79.295121,79.334290
Qwen-Max,qwen,hybrid,74.099892,74.942132,77.459758,77.625797
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.366534,78.157459
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.273016,78.157459
Qwen-Max,qwen,hybrid,74.942001,73.686021,77.836903,77.791532
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.111611,78.157459
Qwen-Max,qwen,hybrid,76.657799,76.024068,78.488344,78.468230
Qwen-Max,qwen,hybrid,77.818352,75.505735,79.400782,79.443769
Qwen-Max,qwen,hybrid,76.193588,74.672962,79.236041,79.334290
Qwen-Max,qwen,hybrid,77.005280,74.678441,79.181323,79.300475
Qwen-Max,qwen,hybrid,77.434639,75.942330,79.888055,79.830566
Qwen-Max,qwen,hybrid,77.106247,74.326901,78.554696,78.425710
Qwen-Max,qwen,hybrid,79.215172,75.326689,79.409305,79.407241
Qwen-Max,qwen,hybrid,77.106247,74.326901,78.297475,78.425710
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.132964,78.157459
Qwen-Max,qwen,hybrid,77.185196,74.391711,79.242876,79.306085
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.077496,78.157459
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.873029,78.056471
Qwen-Max,qwen,hybrid,77.185196,74.391711,79.091666,79.306085
Qwen-Max,qwen,hybrid,73.306450,73.431671,77.862640,78.000659
Qwen-Max,qwen,hybrid,77.005280,74.678441,79.248304,79.300475
Qwen-Max,qwen,hybrid,75.365295,74.977005,78.377817,78.649285
Qwen-Max,qwen,hybrid,74.060684,74.972169,77.720483,77.910473
Qwen-Max,qwen,hybrid,73.764999,73.635115,77.863365,77.962331
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.163799,78.157459
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.036780,78.157459
Qwen-Max,qwen,hybrid,75.215378,75.382892,78.590074,78.226346
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.924671,78.056471
Qwen-Max,qwen,hybrid,75.715286,73.924009,77.926235,78.157459
Qwen-Max,qwen,hybrid,72.275421,73.072485,77.241475,77.421372
Qwen-Max,qwen,hybrid,76.632271,74.296890,78.230797,78.330502
Qwen-Max,qwen,hybrid,76.894600,75.544963,78.483554,78.462147
Qwen-Max,qwen,hybrid,77.185196,74.391711,79.415914,79.306085
Qwen-Max,qwen,hybrid,72.172455,73.485026,78.143118,78.056471
Qwen-Max,qwen,hybrid,75.715286,73.924009,77.886984,78.157459
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.567611,78.056471
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.127028,78.157459
Qwen-Max,qwen,hybrid,78.511200,76.879265,79.994466,80.266082
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.268236,78.157459
Qwen-Max,qwen,hybrid,73.764999,73.658343,77.784874,77.962331
Qwen-Max,qwen,hybrid,75.396950,74.935588,77.892963,78.086184
Qwen-Max,qwen,hybrid,75.317909,76.411546,79.434636,79.706195
Qwen-Max,qwen,hybrid,75.715286,73.924009,77.916424,78.157459
Qwen-Max,qwen,hybrid,72.172455,73.485026,78.052166,78.056471
Qwen-Max,qwen,hybrid,76.156700,75.672621,78.422391,78.510514
Qwen-Max,qwen,hybrid,76.632271,74.296890,78.509587,78.330502
Qwen-Max,qwen,hybrid,72.172455,73.485026,78.282885,78.056471
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.904962,78.056471
Qwen-Max,qwen,hybrid,76.894600,75.544963,78.772711,78.462147
Qwen-Max,qwen,hybrid,74.295898,73.860673,78.117475,78.019660
Qwen-Max,qwen,hybrid,75.777695,75.017039,78.255718,78.496902
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.053915,78.157459
Qwen-Max,qwen,hybrid,76.407555,74.898447,78.712436,78.705233
Qwen-Max,qwen,hybrid,74.726921,74.218795,77.861468,78.060244
Qwen-Max,qwen,hybrid,72.172455,73.485026,78.060070,78.056471
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.063284,78.157459
Qwen-Max,qwen,hybrid,75.715286,73.924009,77.964401,78.157459
Qwen-Max,qwen,hybrid,73.764999,73.658343,78.032544,77.962331
Qwen-Max,qwen,hybrid,74.099892,74.942132,77.657725,77.625797
Qwen-Max,qwen,hybrid,74.575623,74.782853,78.630350,78.808004
Qwen-Max,qwen,hybrid,70.334656,74.366365,78.150117,78.161266
Qwen-Max,qwen,hybrid,75.715286,73.924009,77.874211,78.157459
Qwen-Max,qwen,hybrid,74.604706,73.716320,77.500182,77.842581
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.551612,78.157459
Qwen-Max,qwen,hybrid,73.384926,74.065530,78.408958,78.280419
Qwen-Max,qwen,hybrid,72.701103,73.027014,76.931028,77.382251
Qwen-Max,qwen,hybrid,75.771935,75.116318,79.217089,79.196320
Qwen-Max,qwen,hybrid,75.715286,73.924009,77.814129,78.157459
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.766037,78.056471
Qwen-Max,qwen,hybrid,72.701103,73.062804,77.265865,77.382251
Qwen-Max,qwen,hybrid,73.764999,73.658343,77.984429,77.962331
Qwen-Max,qwen,hybrid,73.764999,73.658343,77.765804,77.962331
Qwen-Max,qwen,hybrid,75.715286,73.924009,77.890154,78.157459
Qwen-Max,qwen,hybrid,77.106247,74.326901,78.478362,78.425710
Qwen-Max,qwen,hybrid,74.761543,74.190781,78.717679,78.483182
Qwen-Max,qwen,hybrid,76.894600,75.544963,78.055598,78.462147
Qwen-Max,qwen,hybrid,77.005280,74.678441,79.291714,79.300475
Qwen-Max,qwen,hybrid,77.294853,74.681575,78.832096,79.016515
Qwen-Max,qwen,hybrid,76.632271,74.296890,78.328063,78.330502
Qwen-Max,qwen,hybrid,74.726921,74.218795,78.300821,78.060244
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.225554,78.157459
Qwen-Max,qwen,hybrid,72.172455,73.485026,78.067892,78.056471
Qwen-Max,qwen,hybrid,73.370636,73.437605,77.206727,77.539393
Qwen-Max,qwen,hybrid,75.715286,73.924009,77.759102,78.157459
Qwen-Max,qwen,hybrid,77.005280,74.678441,78.944471,79.300475
Qwen-Max,qwen,hybrid,72.872765,73.866780,78.005005,77.929286
Qwen-Max,qwen,hybrid,76.632271,74.296890,78.160859,78.330502
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.312878,78.157459
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.213724,78.157459
Qwen-Max,qwen,hybrid,78.774117,76.352143,80.094751,80.034838
Qwen-Max,qwen,hybrid,74.243820,73.740833,78.350669,78.294163
Qwen-Max,qwen,hybrid,77.294853,74.681575,79.140615,79.016515
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.020416,78.157459
Qwen-Max,qwen,hybrid,72.701103,73.027014,76.984508,77.382251
Qwen-Max,qwen,hybrid,76.632271,74.296890,78.281715,78.330502
Qwen-Max,qwen,hybrid,72.172455,73.485026,77.823778,78.056471
Qwen-Max,qwen,hybrid,73.764999,73.658343,77.680513,77.962331
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.018283,78.157459
Qwen-Max,qwen,hybrid,76.894600,75.675398,78.498534,78.462147
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.127204,78.157459
Qwen-Max,qwen,hybrid,77.005280,74.678441,79.584563,79.300475
Qwen-Max,qwen,hybrid,72.172455,73.485026,78.092800,78.056471
Qwen-Max,qwen,hybrid,75.195190,73.579268,77.864202,77.765079
Qwen-Max,qwen,hybrid,74.942001,73.686021,77.574592,77.791532
Qwen-Max,qwen,hybrid,78.561714,75.117325,78.721565,78.644090
Qwen-Max,qwen,hybrid,77.294853,74.681575,78.761931,79.016515
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.038500,78.157459
Qwen-Max,qwen,hybrid,73.235085,74.435930,77.603222,77.372118
Qwen-Max,qwen,hybrid,75.715286,73.924009,77.925332,78.157459
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.013505,78.157459
Qwen-Max,qwen,hybrid,76.894600,75.544963,78.392031,78.462147
Qwen-Max,qwen,hybrid,73.764999,73.658343,77.862060,77.962331
Qwen-Max,qwen,hybrid,73.764999,73.658343,77.900404,77.962331
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.152081,78.157459
Qwen-Max,qwen,hybrid,78.075455,76.209643,79.485949,79.449488
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.064805,78.157459
Qwen-Max,qwen,hybrid,76.894600,75.544963,78.364576,78.462147
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.193292,78.157459
Qwen-Max,qwen,hybrid,74.942001,73.686021,78.139720,77.791532
Qwen-Max,qwen,hybrid,75.715286,73.924009,78.160245,78.157459
Qwen-Max,qwen,hybrid,78.962135,73.890835,78.939803,78.813029
Qwen-Max,qwen,hybrid,86.714500,78.895712,82.524012,82.709131
Qwen-Max,qwen,hybrid,76.854584,76.865366,79.479387,79.837152
Qwen-Max,qwen,hybrid,79.621613,77.905950,80.009544,80.004319
Qwen-Max,qwen,hybrid,79.221085,76.629774,79.822603,80.035096
Qwen-Max,qwen,hybrid,76.491257,77.063094,80.197945,80.010618
Qwen-Max,qwen,hybrid,80.917633,79.293561,80.430269,80.549455
Qwen-Max,qwen,hybrid,82.362625,77.116556,80.836993,80.781368
Qwen-Max,qwen,hybrid,74.788773,74.468383,79.565374,79.572243
Qwen-Max,qwen,hybrid,76.739609,74.816004,79.174851,79.117477
Qwen-Max,qwen,hybrid,73.915932,74.377512,78.907936,78.944638
Qwen-Max,qwen,hybrid,78.603065,77.647048,80.222848,80.152150
Qwen-Max,qwen,hybrid,81.671478,78.281913,80.540965,80.954199
Qwen-Max,qwen,hybrid,80.861870,78.536194,80.448484,80.465512
Qwen-Max,qwen,hybrid,81.471046,78.701301,80.276311,80.172926
Qwen-Max,qwen,hybrid,80.917633,79.293561,80.376543,80.549455
Qwen-Max,qwen,hybrid,81.795120,78.687906,82.046150,82.135914
Qwen-Max,qwen,hybrid,75.406876,74.453329,79.501615,79.311799
Qwen-Max,qwen,hybrid,85.321281,79.952275,82.703536,82.762238
Qwen-Max,qwen,hybrid,78.540871,78.032874,80.007841,80.021398
Qwen-Turbo,qwen,efficient,70.195068,73.068213,76.037541,76.134907
Qwen-Turbo,qwen,efficient,72.893135,74.772590,77.691901,77.405807
Qwen-Turbo,qwen,efficient,72.041878,75.953609,77.613244,77.806441
Qwen-Turbo,qwen,efficient,71.134010,73.133805,76.355366,76.676267
Qwen-Turbo,qwen,efficient,69.270805,72.922505,75.868480,76.328959
Qwen-Turbo,qwen,efficient,71.669121,74.169461,77.190270,77.209226
Qwen-Turbo,qwen,efficient,72.367012,75.155431,77.299001,77.273482
Qwen-Turbo,qwen,efficient,74.964439,75.490319,78.409089,78.607796
Qwen-Turbo,qwen,efficient,70.195068,73.068213,76.782680,76.134907
Qwen-Turbo,qwen,efficient,71.334198,73.575083,76.524619,76.891512
Qwen-Turbo,qwen,efficient,71.918625,73.793601,76.785953,76.785650
Qwen-Turbo,qwen,efficient,71.134010,73.133805,76.760268,76.676267
Qwen-Turbo,qwen,efficient,74.407677,76.406031,79.273132,78.690473
Qwen-Turbo,qwen,efficient,69.588150,73.777236,76.819595,76.925606
Qwen-Turbo,qwen,efficient,73.970604,76.229012,78.649626,78.753651
Qwen-Turbo,qwen,efficient,69.270813,72.993244,76.223321,76.328959
Qwen-Turbo,qwen,efficient,70.294113,73.400027,76.213625,76.350152
Qwen-Turbo,qwen,efficient,71.134010,73.133805,76.660104,76.676267
Qwen-Turbo,qwen,efficient,74.407677,76.406031,79.121161,78.690473
Qwen-Turbo,qwen,efficient,69.588150,73.777236,77.172569,76.925606
Qwen-Turbo,qwen,efficient,70.138527,73.651452,76.252593,76.361005
Qwen-Turbo,qwen,efficient,69.270805,72.922505,76.298267,76.328959
Qwen-Turbo,qwen,efficient,72.834198,74.747752,77.645145,77.552141
Qwen-Turbo,qwen,efficient,75.002136,75.680643,77.920361,78.039729
Qwen-Turbo,qwen,efficient,71.134010,73.133805,76.655456,76.676267
Qwen-Turbo,qwen,efficient,73.912758,73.935078,76.706587,76.690152
Qwen-Turbo,qwen,efficient,69.270813,72.993244,76.210330,76.328959
Qwen-Turbo,qwen,efficient,69.270813,73.113281,76.652509,76.328959
Qwen-Turbo,qwen,efficient,69.270805,72.922505,76.368710,76.328959
Qwen-Turbo,qwen,efficient,69.588150,73.777236,76.820727,76.925606
Qwen-Turbo,qwen,efficient,69.270805,72.922505,76.047226,76.328959
Qwen-Turbo,qwen,efficient,75.620445,76.926445,79.676044,79.386584
Qwen-Turbo,qwen,efficient,71.134010,73.133805,76.680184,76.676267
Qwen-Turbo,qwen,efficient,71.529129,74.757434,76.720139,76.962882
Qwen-Turbo,qwen,efficient,72.367012,75.155431,77.256085,77.273482
Qwen-Turbo,qwen,efficient,71.669121,74.169461,77.079793,77.209226
Qwen-Turbo,qwen,efficient,69.588150,73.777236,77.050770,76.925606
Qwen-Turbo,qwen,efficient,70.195068,73.068213,75.957886,76.134907
Qwen-Turbo,qwen,efficient,71.590073,73.957684,76.804671,76.993981
Qwen-Turbo,qwen,efficient,73.725533,75.393897,78.014244,78.018537
Qwen-Turbo,qwen,efficient,70.294113,73.884268,76.585692,76.350152
Qwen-Turbo,qwen,efficient,70.195068,73.068213,76.042576,76.134907
Qwen-Turbo,qwen,efficient,72.893135,74.297084,77.390836,77.405807
Qwen-Turbo,qwen,efficient,70.195068,73.068213,76.184965,76.134907
Qwen-Turbo,qwen,efficient,69.270805,72.922505,76.494085,76.328959
Qwen-Turbo,qwen,efficient,71.669121,74.169461,77.251737,77.209226
Qwen-Turbo,qwen,efficient,72.834198,74.747752,77.361525,77.552141
Qwen-Turbo,qwen,efficient,70.138527,73.651452,76.290528,76.361005
Qwen-Turbo,qwen,efficient,70.294113,73.400027,76.247527,76.350152
Qwen-Turbo,qwen,efficient,72.893135,74.177047,77.342516,77.405807
Qwen-Turbo,qwen,efficient,72.628143,74.124571,77.329967,77.292805
Qwen-Turbo,qwen,efficient,69.588150,73.777236,76.872435,76.925606
